"time","shuffle_write_bytes_total","executor"
"2021-08-01 22:50:29.243+00",52751,"4"
"2021-08-01 22:50:29.243+00",95911654,"2"
"2021-08-01 22:50:29.243+00",97514262,"0"
"2021-08-01 22:50:29.243+00",94247541,"3"
"2021-08-01 22:50:29.243+00",94788877,"1"
"2021-08-01 22:50:29.243+00",94154816,"5"
"2021-08-01 22:50:59.243+00",94268930,"5"
"2021-08-01 22:50:59.243+00",96028225,"2"
"2021-08-01 22:50:59.243+00",97630833,"0"
"2021-08-01 22:50:59.243+00",53174,"4"
"2021-08-01 22:50:59.243+00",94362474,"3"
"2021-08-01 22:50:59.243+00",94904083,"1"
"2021-08-01 22:51:29.243+00",96148618,"2"
"2021-08-01 22:51:29.243+00",95024476,"1"
"2021-08-01 22:51:29.243+00",94482048,"3"
"2021-08-01 22:51:29.243+00",53597,"4"
"2021-08-01 22:51:29.243+00",94386047,"5"
"2021-08-01 22:51:29.243+00",97752318,"0"
"2021-08-01 22:51:59.243+00",95142139,"1"
"2021-08-01 22:51:59.243+00",94598892,"3"
"2021-08-01 22:51:59.243+00",97870254,"0"
"2021-08-01 22:51:59.243+00",94502891,"5"
"2021-08-01 22:51:59.243+00",96265462,"2"
"2021-08-01 22:51:59.243+00",53870,"4"
"2021-08-01 22:52:29.243+00",95241511,"1"
"2021-08-01 22:52:29.243+00",94700448,"3"
"2021-08-01 22:52:29.243+00",96369202,"2"
"2021-08-01 22:52:29.243+00",97970445,"0"
"2021-08-01 22:52:29.243+00",94602263,"5"
"2021-08-01 22:52:29.243+00",54293,"4"
"2021-08-01 22:52:59.243+00",95255161,"1"
"2021-08-01 22:52:59.243+00",96381214,"2"
"2021-08-01 22:52:59.243+00",54866,"4"
"2021-08-01 22:52:59.243+00",97986279,"0"
"2021-08-01 22:52:59.243+00",94712460,"3"
"2021-08-01 22:52:59.243+00",94615367,"5"
"2021-08-01 22:53:29.243+00",94615367,"5"
"2021-08-01 22:53:29.243+00",94712460,"3"
"2021-08-01 22:53:29.243+00",95255161,"1"
"2021-08-01 22:53:29.243+00",55289,"4"
"2021-08-01 22:53:29.243+00",96381214,"2"
"2021-08-01 22:53:29.243+00",97986279,"0"
"2021-08-01 22:53:59.243+00",94615367,"5"
"2021-08-01 22:53:59.243+00",94712460,"3"
"2021-08-01 22:53:59.243+00",95255161,"1"
"2021-08-01 22:53:59.243+00",55712,"4"
"2021-08-01 22:53:59.243+00",96381214,"2"
"2021-08-01 22:53:59.243+00",97986279,"0"
"2021-08-01 22:54:29.243+00",96381214,"2"
"2021-08-01 22:54:29.243+00",56135,"4"
"2021-08-01 22:54:29.243+00",94712460,"3"
"2021-08-01 22:54:29.243+00",95255161,"1"
"2021-08-01 22:54:29.243+00",94615367,"5"
"2021-08-01 22:54:29.243+00",97986279,"0"
"2021-08-01 22:54:59.243+00",95363815,"1"
"2021-08-01 22:54:59.243+00",56558,"4"
"2021-08-01 22:54:59.243+00",94724294,"5"
"2021-08-01 22:54:59.243+00",96489868,"2"
"2021-08-01 22:54:59.243+00",94821114,"3"
"2021-08-01 22:54:59.243+00",98095206,"0"
"2021-08-01 22:55:29.243+00",95463733,"1"
"2021-08-01 22:55:29.243+00",94921032,"3"
"2021-08-01 22:55:29.243+00",94824212,"5"
"2021-08-01 22:55:29.243+00",98195397,"0"
"2021-08-01 22:55:29.243+00",96590332,"2"
"2021-08-01 22:55:29.243+00",56981,"4"
"2021-08-01 22:55:59.243+00",94911026,"5"
"2021-08-01 22:55:59.243+00",96676873,"2"
"2021-08-01 22:55:59.243+00",57254,"4"
"2021-08-01 22:55:59.243+00",95007573,"3"
"2021-08-01 22:55:59.243+00",95550274,"1"
"2021-08-01 22:55:59.243+00",98281665,"0"
"2021-08-01 22:56:29.243+00",95088108,"3"
"2021-08-01 22:56:29.243+00",95630263,"1"
"2021-08-01 22:56:29.243+00",94990742,"5"
"2021-08-01 22:56:29.243+00",98362746,"0"
"2021-08-01 22:56:29.243+00",96757954,"2"
"2021-08-01 22:56:29.243+00",57827,"4"
"2021-08-01 22:56:59.243+00",95181474,"3"
"2021-08-01 22:56:59.243+00",58250,"4"
"2021-08-01 22:56:59.243+00",96851320,"2"
"2021-08-01 22:56:59.243+00",98456385,"0"
"2021-08-01 22:56:59.243+00",95083562,"5"
"2021-08-01 22:56:59.243+00",95723083,"1"
"2021-08-01 22:57:29.243+00",96945232,"2"
"2021-08-01 22:57:29.243+00",58673,"4"
"2021-08-01 22:57:29.243+00",95816449,"1"
"2021-08-01 22:57:29.243+00",95275386,"3"
"2021-08-01 22:57:29.243+00",95176928,"5"
"2021-08-01 22:57:29.243+00",98551389,"0"
"2021-08-01 22:57:59.243+00",95267018,"5"
"2021-08-01 22:57:59.243+00",95906812,"1"
"2021-08-01 22:57:59.243+00",58946,"4"
"2021-08-01 22:57:59.243+00",97036141,"2"
"2021-08-01 22:57:59.243+00",98642571,"0"
"2021-08-01 22:57:59.243+00",95365203,"3"
"2021-08-01 22:58:29.243+00",95352467,"5"
"2021-08-01 22:58:29.243+00",95451471,"3"
"2021-08-01 22:58:29.243+00",95992534,"1"
"2021-08-01 22:58:29.243+00",59519,"4"
"2021-08-01 22:58:29.243+00",97122682,"2"
"2021-08-01 22:58:29.243+00",98729658,"0"
"2021-08-01 22:58:59.243+00",97872787,"5"
"2021-08-01 22:58:59.243+00",101277594,"0"
"2021-08-01 22:58:59.243+00",98518682,"1"
"2021-08-01 22:58:59.243+00",97981634,"3"
"2021-08-01 22:58:59.243+00",99671549,"2"
"2021-08-01 22:58:59.243+00",60391,"4"
"2021-08-01 22:59:29.243+00",102204383,"2"
"2021-08-01 22:59:29.243+00",100364376,"5"
"2021-08-01 22:59:29.243+00",60664,"4"
"2021-08-01 22:59:29.243+00",101013968,"1"
"2021-08-01 22:59:29.243+00",100462777,"3"
"2021-08-01 22:59:29.243+00",103824691,"0"
"2021-08-01 22:59:59.243+00",102455229,"5"
"2021-08-01 22:59:59.243+00",103154744,"1"
"2021-08-01 22:59:59.243+00",61087,"4"
"2021-08-01 22:59:59.243+00",104386971,"2"
"2021-08-01 22:59:59.243+00",106044252,"0"
"2021-08-01 22:59:59.243+00",102590744,"3"
"2021-08-01 23:00:29.243+00",105614118,"5"
"2021-08-01 23:00:29.243+00",61660,"4"
"2021-08-01 23:00:29.243+00",107619338,"2"
"2021-08-01 23:00:29.243+00",109281568,"0"
"2021-08-01 23:00:29.243+00",105796328,"3"
"2021-08-01 23:00:29.243+00",106335309,"1"
"2021-08-01 23:00:59.243+00",112393740,"0"
"2021-08-01 23:00:59.243+00",110724299,"2"
"2021-08-01 23:00:59.243+00",62083,"4"
"2021-08-01 23:00:59.243+00",108688452,"5"
"2021-08-01 23:00:59.243+00",109413203,"1"
"2021-08-01 23:00:59.243+00",108878207,"3"
"2021-08-01 23:01:29.243+00",111252981,"1"
"2021-08-01 23:01:29.243+00",62356,"4"
"2021-08-01 23:01:29.243+00",112585670,"2"
"2021-08-01 23:01:29.243+00",114272075,"0"
"2021-08-01 23:01:29.243+00",110685979,"3"
"2021-08-01 23:01:29.243+00",110509741,"5"
"2021-08-01 23:01:59.243+00",113235265,"5"
"2021-08-01 23:01:59.243+00",115362473,"2"
"2021-08-01 23:01:59.243+00",62779,"4"
"2021-08-01 23:01:59.243+00",113980901,"1"
"2021-08-01 23:01:59.243+00",117041557,"0"
"2021-08-01 23:01:59.243+00",113419268,"3"
"2021-08-01 23:02:29.243+00",63625,"4"
"2021-08-01 23:02:29.243+00",116030347,"5"
"2021-08-01 23:02:29.243+00",116800786,"1"
"2021-08-01 23:02:29.243+00",116217452,"3"
"2021-08-01 23:02:29.243+00",119946491,"0"
"2021-08-01 23:02:29.243+00",118230320,"2"
"2021-08-01 23:02:59.243+00",120873548,"2"
"2021-08-01 23:02:59.243+00",119441169,"1"
"2021-08-01 23:02:59.243+00",118654734,"5"
"2021-08-01 23:02:59.243+00",64048,"4"
"2021-08-01 23:02:59.243+00",118841602,"3"
"2021-08-01 23:02:59.243+00",122620335,"0"
"2021-08-01 23:03:29.243+00",121683353,"3"
"2021-08-01 23:03:29.243+00",122292859,"1"
"2021-08-01 23:03:29.243+00",64321,"4"
"2021-08-01 23:03:29.243+00",123750438,"2"
"2021-08-01 23:03:29.243+00",125512974,"0"
"2021-08-01 23:03:29.243+00",121477904,"5"
"2021-08-01 23:03:59.246+00",126441950,"0"
"2021-08-01 23:03:59.246+00",122370897,"5"
"2021-08-01 23:03:59.246+00",123192148,"1"
"2021-08-01 23:03:59.246+00",122576714,"3"
"2021-08-01 23:03:59.246+00",124669694,"2"
"2021-08-01 23:03:59.246+00",64744,"4"
"2021-08-01 23:04:29.243+00",124750775,"2"
"2021-08-01 23:04:29.243+00",123272410,"1"
"2021-08-01 23:04:29.243+00",122451159,"5"
"2021-08-01 23:04:29.243+00",65317,"4"
"2021-08-01 23:04:29.243+00",122657249,"3"
"2021-08-01 23:04:29.243+00",126523577,"0"
"2021-08-01 23:04:59.243+00",126616397,"0"
"2021-08-01 23:04:59.243+00",123364138,"1"
"2021-08-01 23:04:59.243+00",122543160,"5"
"2021-08-01 23:04:59.243+00",124843595,"2"
"2021-08-01 23:04:59.243+00",65740,"4"
"2021-08-01 23:04:59.243+00",122750069,"3"
"2021-08-01 23:05:29.243+00",66163,"4"
"2021-08-01 23:05:29.243+00",122636253,"5"
"2021-08-01 23:05:29.243+00",123457231,"1"
"2021-08-01 23:05:29.243+00",122842889,"3"
"2021-08-01 23:05:29.243+00",126709490,"0"
"2021-08-01 23:05:29.243+00",124936688,"2"
"2021-08-01 23:05:59.243+00",66436,"4"
"2021-08-01 23:05:59.243+00",122881382,"3"
"2021-08-01 23:05:59.243+00",123498181,"1"
"2021-08-01 23:05:59.243+00",124979276,"2"
"2021-08-01 23:05:59.243+00",126748256,"0"
"2021-08-01 23:05:59.243+00",122676384,"5"
"2021-08-01 23:06:29.243+00",123488371,"5"
"2021-08-01 23:06:29.243+00",127579577,"0"
"2021-08-01 23:06:29.243+00",125838187,"2"
"2021-08-01 23:06:29.243+00",67342,"4"
"2021-08-01 23:06:29.243+00",124318176,"1"
"2021-08-01 23:06:29.243+00",123720926,"3"
"2021-08-01 23:06:59.243+00",126948263,"2"
"2021-08-01 23:06:59.243+00",128700524,"0"
"2021-08-01 23:06:59.243+00",67765,"4"
"2021-08-01 23:06:59.243+00",124811800,"3"
"2021-08-01 23:06:59.243+00",125433486,"1"
"2021-08-01 23:06:59.243+00",124590119,"5"
"2021-08-01 23:07:29.243+00",128035731,"2"
"2021-08-01 23:07:29.243+00",125660810,"5"
"2021-08-01 23:07:29.243+00",129783170,"0"
"2021-08-01 23:07:29.243+00",125887512,"3"
"2021-08-01 23:07:29.243+00",126508602,"1"
"2021-08-01 23:07:29.243+00",68038,"4"
"2021-08-01 23:07:59.243+00",130459411,"0"
"2021-08-01 23:07:59.243+00",128724518,"2"
"2021-08-01 23:07:59.243+00",68461,"4"
"2021-08-01 23:07:59.243+00",126316341,"5"
"2021-08-01 23:07:59.243+00",127174842,"1"
"2021-08-01 23:07:59.243+00",126556189,"3"
"2021-08-01 23:08:29.243+00",131537360,"0"
"2021-08-01 23:08:29.243+00",129816046,"2"
"2021-08-01 23:08:29.243+00",69034,"4"
"2021-08-01 23:08:29.243+00",127620087,"3"
"2021-08-01 23:08:29.243+00",128241046,"1"
"2021-08-01 23:08:29.243+00",127378595,"5"
"2021-08-01 23:08:59.243+00",130805447,"2"
"2021-08-01 23:08:59.243+00",128591158,"3"
"2021-08-01 23:08:59.243+00",129215568,"1"
"2021-08-01 23:08:59.243+00",132517859,"0"
"2021-08-01 23:08:59.243+00",128343688,"5"
"2021-08-01 23:08:59.243+00",69790,"4"
"2021-08-01 23:09:29.243+00",70063,"4"
"2021-08-01 23:09:29.243+00",131719729,"2"
"2021-08-01 23:09:29.243+00",133421085,"0"
"2021-08-01 23:09:29.243+00",129239698,"5"
"2021-08-01 23:09:29.243+00",130116837,"1"
"2021-08-01 23:09:29.243+00",129488910,"3"
"2021-08-01 23:09:59.243+00",132728878,"2"
"2021-08-01 23:09:59.243+00",130225226,"5"
"2021-08-01 23:09:59.243+00",70486,"4"
"2021-08-01 23:09:59.243+00",131104567,"1"
"2021-08-01 23:09:59.243+00",130476687,"3"
"2021-08-01 23:09:59.243+00",134421539,"0"
"2021-08-01 23:10:29.243+00",135432732,"0"
"2021-08-01 23:10:29.243+00",131222635,"5"
"2021-08-01 23:10:29.243+00",132112948,"1"
"2021-08-01 23:10:29.243+00",71392,"4"
"2021-08-01 23:10:29.243+00",133753505,"2"
"2021-08-01 23:10:29.243+00",131478361,"3"
"2021-08-01 23:10:59.243+00",133054629,"1"
"2021-08-01 23:10:59.243+00",136383202,"0"
"2021-08-01 23:10:59.243+00",72148,"4"
"2021-08-01 23:10:59.243+00",132410114,"3"
"2021-08-01 23:10:59.243+00",132152726,"5"
"2021-08-01 23:10:59.243+00",134713876,"2"
"2021-08-01 23:11:29.243+00",133557958,"1"
"2021-08-01 23:11:29.243+00",72571,"4"
"2021-08-01 23:11:29.243+00",132911113,"3"
"2021-08-01 23:11:29.243+00",136887826,"0"
"2021-08-01 23:11:29.243+00",132651622,"5"
"2021-08-01 23:11:29.243+00",135221224,"2"
"2021-08-01 23:11:59.243+00",132993013,"3"
"2021-08-01 23:11:59.243+00",132725059,"5"
"2021-08-01 23:11:59.243+00",133640677,"1"
"2021-08-01 23:11:59.243+00",136970545,"0"
"2021-08-01 23:11:59.243+00",135303397,"2"
"2021-08-01 23:11:59.243+00",72844,"4"
"2021-08-01 23:12:29.243+00",135395671,"2"
"2021-08-01 23:12:29.243+00",133085287,"3"
"2021-08-01 23:12:29.243+00",73417,"4"
"2021-08-01 23:12:29.243+00",133732951,"1"
"2021-08-01 23:12:29.243+00",137063092,"0"
"2021-08-01 23:12:29.243+00",132825250,"5"
"2021-08-01 23:12:59.243+00",133824133,"1"
"2021-08-01 23:12:59.243+00",133176196,"3"
"2021-08-01 23:12:59.243+00",137155093,"0"
"2021-08-01 23:12:59.243+00",135487672,"2"
"2021-08-01 23:12:59.243+00",73840,"4"
"2021-08-01 23:12:59.243+00",132916159,"5"
"2021-08-01 23:13:29.243+00",133915861,"1"
"2021-08-01 23:13:29.243+00",133267924,"3"
"2021-08-01 23:13:29.243+00",133008160,"5"
"2021-08-01 23:13:29.243+00",74263,"4"
"2021-08-01 23:13:29.243+00",137247094,"0"
"2021-08-01 23:13:29.243+00",135579127,"2"
"2021-08-01 23:13:59.243+00",74536,"4"
"2021-08-01 23:13:59.243+00",137280127,"0"
"2021-08-01 23:13:59.243+00",133037371,"5"
"2021-08-01 23:13:59.243+00",133944799,"1"
"2021-08-01 23:13:59.243+00",133295497,"3"
"2021-08-01 23:13:59.243+00",135612979,"2"
"2021-08-01 23:14:29.243+00",133387498,"3"
"2021-08-01 23:14:29.243+00",133128553,"5"
"2021-08-01 23:14:29.243+00",137373493,"0"
"2021-08-01 23:14:29.243+00",135706345,"2"
"2021-08-01 23:14:29.243+00",75109,"4"
"2021-08-01 23:14:29.243+00",134036254,"1"
"2021-08-01 23:14:59.243+00",134123887,"1"
"2021-08-01 23:14:59.243+00",137462764,"0"
"2021-08-01 23:14:59.243+00",135795343,"2"
"2021-08-01 23:14:59.243+00",75532,"4"
"2021-08-01 23:14:59.243+00",133216732,"5"
"2021-08-01 23:14:59.243+00",133476496,"3"
