"time","current_consumer_offset","kafka_partition"
"2021-08-01 22:22:54.576+00",5063886,"0"
"2021-08-01 22:22:54.576+00",5063888,"1"
"2021-08-01 22:22:54.576+00",5063889,"2"
"2021-08-01 22:22:54.576+00",5063890,"4"
"2021-08-01 22:23:04.576+00",5079887,"0"
"2021-08-01 22:23:04.576+00",5079891,"4"
"2021-08-01 22:23:04.576+00",5079890,"3"
"2021-08-01 22:23:04.576+00",5079889,"2"
"2021-08-01 22:23:04.576+00",5079889,"1"
"2021-08-01 22:23:14.576+00",5095889,"2"
"2021-08-01 22:23:14.576+00",5095887,"0"
"2021-08-01 22:23:14.576+00",5095889,"1"
"2021-08-01 22:23:14.576+00",5095889,"3"
"2021-08-01 22:23:14.576+00",5095890,"4"
"2021-08-01 22:23:24.576+00",5111889,"2"
"2021-08-01 22:23:24.576+00",5111888,"0"
"2021-08-01 22:23:24.576+00",5111890,"4"
"2021-08-01 22:23:24.576+00",5111889,"3"
"2021-08-01 22:23:24.576+00",5111889,"1"
"2021-08-01 22:23:34.593+00",5128019,"4"
"2021-08-01 22:23:34.593+00",5128017,"3"
"2021-08-01 22:23:34.593+00",5128014,"0"
"2021-08-01 22:23:34.593+00",5128016,"1"
"2021-08-01 22:23:34.593+00",5128017,"2"
"2021-08-01 22:23:44.576+00",5143891,"0"
"2021-08-01 22:23:44.576+00",5143893,"3"
"2021-08-01 22:23:44.576+00",5143894,"4"
"2021-08-01 22:23:44.576+00",5143893,"2"
"2021-08-01 22:23:44.576+00",5143893,"1"
"2021-08-01 22:23:54.576+00",5163318,"0"
"2021-08-01 22:23:54.576+00",5163320,"1"
"2021-08-01 22:23:54.576+00",5163320,"2"
"2021-08-01 22:23:54.576+00",5163324,"4"
"2021-08-01 22:23:54.576+00",5163322,"3"
"2021-08-01 22:24:04.576+00",5196772,"2"
"2021-08-01 22:24:04.576+00",5196774,"3"
"2021-08-01 22:24:04.576+00",5196769,"0"
"2021-08-01 22:24:04.576+00",5196771,"1"
"2021-08-01 22:24:04.576+00",5196776,"4"
"2021-08-01 22:24:14.576+00",5228769,"3"
"2021-08-01 22:24:14.576+00",5228766,"0"
"2021-08-01 22:24:14.576+00",5228768,"1"
"2021-08-01 22:24:14.576+00",5228769,"2"
"2021-08-01 22:24:14.576+00",5228772,"4"
"2021-08-01 22:24:24.576+00",5260775,"0"
"2021-08-01 22:24:24.576+00",5260778,"1"
"2021-08-01 22:24:24.576+00",5260778,"2"
"2021-08-01 22:24:24.576+00",5260782,"4"
"2021-08-01 22:24:24.576+00",5260780,"3"
"2021-08-01 22:24:34.576+00",5292774,"4"
"2021-08-01 22:24:34.576+00",5292772,"2"
"2021-08-01 22:24:34.576+00",5292771,"1"
"2021-08-01 22:24:34.576+00",5292772,"3"
"2021-08-01 22:24:34.576+00",5292769,"0"
"2021-08-01 22:24:44.581+00",5325069,"0"
"2021-08-01 22:24:44.581+00",5325072,"1"
"2021-08-01 22:24:44.581+00",5325074,"2"
"2021-08-01 22:24:44.581+00",5325077,"4"
"2021-08-01 22:24:44.581+00",5325074,"3"
"2021-08-01 22:24:54.576+00",5356773,"3"
"2021-08-01 22:24:54.576+00",5356769,"0"
"2021-08-01 22:24:54.576+00",5356772,"1"
"2021-08-01 22:24:54.576+00",5356772,"2"
"2021-08-01 22:24:54.576+00",5356776,"4"
"2021-08-01 22:25:04.576+00",5388770,"1"
"2021-08-01 22:25:04.576+00",5388772,"2"
"2021-08-01 22:25:04.576+00",5388769,"0"
"2021-08-01 22:25:04.576+00",5388774,"4"
"2021-08-01 22:25:04.576+00",5388772,"3"
"2021-08-01 22:25:14.576+00",5420767,"0"
"2021-08-01 22:25:14.576+00",5420770,"1"
"2021-08-01 22:25:14.576+00",5420770,"2"
"2021-08-01 22:25:14.576+00",5420774,"4"
"2021-08-01 22:25:14.576+00",5420772,"3"
"2021-08-01 22:25:24.584+00",5453048,"4"
"2021-08-01 22:25:24.584+00",5453041,"0"
"2021-08-01 22:25:24.584+00",5453043,"1"
"2021-08-01 22:25:24.584+00",5453044,"2"
"2021-08-01 22:25:24.584+00",5453044,"3"
"2021-08-01 22:25:34.576+00",5484770,"2"
"2021-08-01 22:25:34.576+00",5484767,"0"
"2021-08-01 22:25:34.576+00",5484768,"1"
"2021-08-01 22:25:34.576+00",5484772,"4"
"2021-08-01 22:25:34.576+00",5484770,"3"
"2021-08-01 22:25:44.576+00",5516772,"1"
"2021-08-01 22:25:44.576+00",5516772,"3"
"2021-08-01 22:25:44.576+00",5516776,"4"
"2021-08-01 22:25:44.576+00",5516772,"2"
"2021-08-01 22:25:44.576+00",5516769,"0"
"2021-08-01 22:25:54.576+00",5548767,"0"
"2021-08-01 22:25:54.576+00",5548770,"3"
"2021-08-01 22:25:54.576+00",5548772,"4"
"2021-08-01 22:25:54.576+00",5548768,"2"
"2021-08-01 22:25:54.576+00",5548768,"1"
"2021-08-01 22:26:04.576+00",5580772,"3"
"2021-08-01 22:26:04.576+00",5580767,"0"
"2021-08-01 22:26:04.576+00",5580770,"1"
"2021-08-01 22:26:04.576+00",5580770,"2"
"2021-08-01 22:26:04.576+00",5580773,"4"
"2021-08-01 22:26:14.576+00",5612776,"1"
"2021-08-01 22:26:14.576+00",5612777,"3"
"2021-08-01 22:26:14.576+00",5612779,"4"
"2021-08-01 22:26:14.576+00",5612777,"2"
"2021-08-01 22:26:14.576+00",5612773,"0"
"2021-08-01 22:26:24.576+00",5644767,"0"
"2021-08-01 22:26:24.576+00",5644768,"1"
"2021-08-01 22:26:24.576+00",5644770,"2"
"2021-08-01 22:26:24.576+00",5644772,"4"
"2021-08-01 22:26:24.576+00",5644770,"3"
"2021-08-01 22:26:34.576+00",5676772,"0"
"2021-08-01 22:26:34.576+00",5676777,"3"
"2021-08-01 22:26:34.576+00",5676780,"4"
"2021-08-01 22:26:34.576+00",5676776,"2"
"2021-08-01 22:26:34.576+00",5676775,"1"
"2021-08-01 22:26:44.576+00",5708769,"0"
"2021-08-01 22:26:44.576+00",5708771,"1"
"2021-08-01 22:26:44.576+00",5708772,"2"
"2021-08-01 22:26:44.576+00",5708774,"4"
"2021-08-01 22:26:44.576+00",5708772,"3"
"2021-08-01 22:26:54.576+00",5740771,"3"
"2021-08-01 22:26:54.576+00",5740766,"0"
"2021-08-01 22:26:54.576+00",5740768,"1"
"2021-08-01 22:26:54.576+00",5740769,"2"
"2021-08-01 22:26:54.576+00",5740773,"4"
"2021-08-01 22:27:04.576+00",5772774,"3"
"2021-08-01 22:27:04.576+00",5772769,"0"
"2021-08-01 22:27:04.576+00",5772771,"1"
"2021-08-01 22:27:04.576+00",5772772,"2"
"2021-08-01 22:27:04.576+00",5772776,"4"
"2021-08-01 22:27:14.589+00",5805061,"0"
"2021-08-01 22:27:14.589+00",5805064,"1"
"2021-08-01 22:27:14.589+00",5805064,"2"
"2021-08-01 22:27:14.589+00",5805068,"4"
"2021-08-01 22:27:14.589+00",5805066,"3"
"2021-08-01 22:27:24.576+00",5836772,"3"
"2021-08-01 22:27:24.576+00",5836768,"0"
"2021-08-01 22:27:24.576+00",5836770,"1"
"2021-08-01 22:27:24.576+00",5836772,"2"
"2021-08-01 22:27:24.576+00",5836774,"4"
"2021-08-01 22:27:34.582+00",5869031,"1"
"2021-08-01 22:27:34.582+00",5869029,"0"
"2021-08-01 22:27:34.582+00",5869032,"2"
"2021-08-01 22:27:34.582+00",5869035,"4"
"2021-08-01 22:27:34.582+00",5869033,"3"
"2021-08-01 22:27:44.576+00",5900779,"3"
"2021-08-01 22:27:44.576+00",5900777,"1"
"2021-08-01 22:27:44.576+00",5900775,"0"
"2021-08-01 22:27:44.576+00",5900778,"2"
"2021-08-01 22:27:44.576+00",5900782,"4"
"2021-08-01 22:27:54.576+00",5932771,"1"
"2021-08-01 22:27:54.576+00",5932772,"2"
"2021-08-01 22:27:54.576+00",5932776,"4"
"2021-08-01 22:27:54.576+00",5932773,"3"
"2021-08-01 22:27:54.576+00",5932769,"0"
"2021-08-01 22:28:04.576+00",5964768,"0"
"2021-08-01 22:28:04.576+00",5964772,"3"
"2021-08-01 22:28:04.576+00",5964774,"4"
"2021-08-01 22:28:04.576+00",5964770,"2"
"2021-08-01 22:28:04.576+00",5964770,"1"
"2021-08-01 22:28:14.576+00",5996774,"3"
"2021-08-01 22:28:14.576+00",5996772,"1"
"2021-08-01 22:28:14.576+00",5996772,"2"
"2021-08-01 22:28:14.576+00",5996776,"4"
"2021-08-01 22:28:14.576+00",5996769,"0"
"2021-08-01 22:28:24.576+00",6028770,"0"
"2021-08-01 22:28:24.576+00",6028772,"1"
"2021-08-01 22:28:24.576+00",6028773,"2"
"2021-08-01 22:28:24.576+00",6028776,"4"
"2021-08-01 22:28:24.576+00",6028774,"3"
"2021-08-01 22:28:34.576+00",6060770,"3"
"2021-08-01 22:28:34.576+00",6060767,"0"
"2021-08-01 22:28:34.576+00",6060769,"1"
"2021-08-01 22:28:34.576+00",6060770,"2"
"2021-08-01 22:28:34.576+00",6060772,"4"
"2021-08-01 22:28:44.576+00",6092769,"0"
"2021-08-01 22:28:44.576+00",6092769,"2"
"2021-08-01 22:28:44.576+00",6092772,"4"
"2021-08-01 22:28:44.576+00",6092770,"3"
"2021-08-01 22:28:44.576+00",6092769,"1"
"2021-08-01 22:28:54.576+00",6124778,"3"
"2021-08-01 22:28:54.576+00",6124780,"4"
"2021-08-01 22:28:54.576+00",6124776,"2"
"2021-08-01 22:28:54.576+00",6124776,"1"
"2021-08-01 22:28:54.576+00",6124773,"0"
"2021-08-01 22:29:04.576+00",6157100,"4"
"2021-08-01 22:29:04.576+00",6157098,"3"
"2021-08-01 22:29:04.576+00",6157090,"2"
"2021-08-01 22:29:04.576+00",6157059,"0"
"2021-08-01 22:29:04.576+00",6157072,"1"
"2021-08-01 22:29:14.576+00",6188767,"0"
"2021-08-01 22:29:14.576+00",6188768,"1"
"2021-08-01 22:29:14.576+00",6188769,"2"
"2021-08-01 22:29:14.576+00",6188773,"4"
"2021-08-01 22:29:14.576+00",6188771,"3"
"2021-08-01 22:29:24.576+00",6220779,"4"
"2021-08-01 22:29:24.576+00",6220773,"0"
"2021-08-01 22:29:24.576+00",6220775,"1"
"2021-08-01 22:29:24.576+00",6220776,"2"
"2021-08-01 22:29:24.576+00",6220776,"3"
"2021-08-01 22:29:34.576+00",6252767,"0"
"2021-08-01 22:29:34.576+00",6252769,"1"
"2021-08-01 22:29:34.576+00",6252770,"2"
"2021-08-01 22:29:34.576+00",6252772,"4"
"2021-08-01 22:29:34.576+00",6252770,"3"
"2021-08-01 22:29:44.576+00",6284766,"0"
"2021-08-01 22:29:44.576+00",6284768,"1"
"2021-08-01 22:29:44.576+00",6284770,"3"
"2021-08-01 22:29:44.576+00",6284772,"4"
"2021-08-01 22:29:44.576+00",6284769,"2"
"2021-08-01 22:29:54.576+00",6316769,"0"
"2021-08-01 22:29:54.576+00",6316771,"1"
"2021-08-01 22:29:54.576+00",6316772,"2"
"2021-08-01 22:29:54.576+00",6316775,"4"
"2021-08-01 22:29:54.576+00",6316773,"3"
"2021-08-01 22:30:04.576+00",6348771,"0"
"2021-08-01 22:30:04.576+00",6348773,"1"
"2021-08-01 22:30:04.576+00",6348774,"2"
"2021-08-01 22:30:04.576+00",6348778,"4"
"2021-08-01 22:30:04.576+00",6348776,"3"
"2021-08-01 22:30:14.576+00",6378652,"1"
"2021-08-01 22:30:14.576+00",6378652,"2"
"2021-08-01 22:30:14.576+00",6378649,"0"
"2021-08-01 22:30:14.576+00",6378656,"4"
"2021-08-01 22:30:14.576+00",6378654,"3"
"2021-08-01 22:30:24.576+00",6411059,"0"
"2021-08-01 22:30:24.576+00",6411062,"1"
"2021-08-01 22:30:24.576+00",6411064,"2"
"2021-08-01 22:30:24.576+00",6411068,"4"
"2021-08-01 22:30:24.576+00",6411064,"3"
"2021-08-01 22:30:34.576+00",6443063,"0"
"2021-08-01 22:30:34.576+00",6443064,"1"
"2021-08-01 22:30:34.576+00",6443066,"2"
"2021-08-01 22:30:34.576+00",6443069,"4"
"2021-08-01 22:30:34.576+00",6443066,"3"
"2021-08-01 22:30:44.576+00",6475059,"0"
"2021-08-01 22:30:44.576+00",6475064,"3"
"2021-08-01 22:30:44.576+00",6475066,"4"
"2021-08-01 22:30:44.576+00",6475063,"2"
"2021-08-01 22:30:44.576+00",6475062,"1"
"2021-08-01 22:30:54.576+00",6507063,"3"
"2021-08-01 22:30:54.576+00",6507058,"0"
"2021-08-01 22:30:54.576+00",6507061,"1"
"2021-08-01 22:30:54.576+00",6507062,"2"
"2021-08-01 22:30:54.576+00",6507066,"4"
"2021-08-01 22:31:04.576+00",6539063,"0"
"2021-08-01 22:31:04.576+00",6539066,"1"
"2021-08-01 22:31:04.576+00",6539066,"2"
"2021-08-01 22:31:04.576+00",6539070,"4"
"2021-08-01 22:31:04.576+00",6539068,"3"
"2021-08-01 22:31:14.576+00",6571065,"0"
"2021-08-01 22:31:14.576+00",6571068,"1"
"2021-08-01 22:31:14.576+00",6571068,"2"
"2021-08-01 22:31:14.576+00",6571072,"4"
"2021-08-01 22:31:14.576+00",6571070,"3"
"2021-08-01 22:31:24.576+00",6603059,"0"
"2021-08-01 22:31:24.576+00",6603062,"2"
"2021-08-01 22:31:24.576+00",6603066,"4"
"2021-08-01 22:31:24.576+00",6603063,"3"
"2021-08-01 22:31:24.576+00",6603062,"1"
"2021-08-01 22:31:34.583+00",6635337,"0"
"2021-08-01 22:31:34.583+00",6635342,"3"
"2021-08-01 22:31:34.583+00",6635344,"4"
"2021-08-01 22:31:34.583+00",6635340,"2"
"2021-08-01 22:31:34.583+00",6635340,"1"
"2021-08-01 22:31:44.576+00",6667064,"2"
"2021-08-01 22:31:44.576+00",6667061,"0"
"2021-08-01 22:31:44.576+00",6667064,"1"
"2021-08-01 22:31:44.576+00",6667067,"4"
"2021-08-01 22:31:44.576+00",6667066,"3"
"2021-08-01 22:31:54.576+00",6699060,"0"
"2021-08-01 22:31:54.576+00",6699062,"1"
"2021-08-01 22:31:54.576+00",6699064,"2"
"2021-08-01 22:31:54.576+00",6699066,"4"
"2021-08-01 22:31:54.576+00",6699064,"3"
"2021-08-01 22:32:04.622+00",6731401,"0"
"2021-08-01 22:32:04.622+00",6731406,"3"
"2021-08-01 22:32:04.622+00",6731412,"4"
"2021-08-01 22:32:04.622+00",6731404,"2"
"2021-08-01 22:32:04.622+00",6731404,"1"
"2021-08-01 22:32:14.576+00",6763062,"1"
"2021-08-01 22:32:14.576+00",6763059,"0"
"2021-08-01 22:32:14.576+00",6763062,"2"
"2021-08-01 22:32:14.576+00",6763066,"4"
"2021-08-01 22:32:14.576+00",6763064,"3"
"2021-08-01 22:32:24.576+00",6795073,"4"
"2021-08-01 22:32:24.576+00",6795067,"0"
"2021-08-01 22:32:24.576+00",6795069,"1"
"2021-08-01 22:32:24.576+00",6795070,"2"
"2021-08-01 22:32:24.576+00",6795072,"3"
"2021-08-01 22:32:34.576+00",6827064,"3"
"2021-08-01 22:32:34.576+00",6827059,"0"
"2021-08-01 22:32:34.576+00",6827062,"1"
"2021-08-01 22:32:34.576+00",6827062,"2"
"2021-08-01 22:32:34.576+00",6827066,"4"
"2021-08-01 22:32:44.576+00",6859062,"2"
"2021-08-01 22:32:44.576+00",6859066,"4"
"2021-08-01 22:32:44.576+00",6859064,"3"
"2021-08-01 22:32:44.576+00",6859059,"0"
"2021-08-01 22:32:44.576+00",6859062,"1"
"2021-08-01 22:32:54.576+00",6891064,"3"
"2021-08-01 22:32:54.576+00",6891062,"1"
"2021-08-01 22:32:54.576+00",6891062,"2"
"2021-08-01 22:32:54.576+00",6891066,"4"
"2021-08-01 22:32:54.576+00",6891059,"0"
"2021-08-01 22:33:04.576+00",6923086,"4"
"2021-08-01 22:33:04.576+00",6923079,"0"
"2021-08-01 22:33:04.576+00",6923082,"1"
"2021-08-01 22:33:04.576+00",6923083,"2"
"2021-08-01 22:33:04.576+00",6923084,"3"
"2021-08-01 22:33:14.576+00",6955062,"2"
"2021-08-01 22:33:14.576+00",6955063,"3"
"2021-08-01 22:33:14.576+00",6955065,"4"
"2021-08-01 22:33:14.576+00",6955061,"1"
"2021-08-01 22:33:14.576+00",6955059,"0"
"2021-08-01 22:33:24.576+00",6987061,"0"
"2021-08-01 22:33:24.576+00",6987064,"1"
"2021-08-01 22:33:24.576+00",6987066,"4"
"2021-08-01 22:33:24.576+00",6987064,"3"
"2021-08-01 22:33:24.576+00",6987064,"2"
"2021-08-01 22:33:34.576+00",7019069,"1"
"2021-08-01 22:33:34.576+00",7019066,"0"
"2021-08-01 22:33:34.576+00",7019070,"2"
"2021-08-01 22:33:34.576+00",7019074,"4"
"2021-08-01 22:33:34.576+00",7019071,"3"
"2021-08-01 22:33:44.576+00",7051064,"2"
"2021-08-01 22:33:44.576+00",7051068,"4"
"2021-08-01 22:33:44.576+00",7051066,"3"
"2021-08-01 22:33:44.576+00",7051061,"0"
"2021-08-01 22:33:44.576+00",7051064,"1"
"2021-08-01 22:33:54.576+00",7083061,"0"
"2021-08-01 22:33:54.576+00",7083066,"3"
"2021-08-01 22:33:54.576+00",7083069,"4"
"2021-08-01 22:33:54.576+00",7083065,"2"
"2021-08-01 22:33:54.576+00",7083064,"1"
"2021-08-01 22:34:04.576+00",7115066,"4"
"2021-08-01 22:34:04.576+00",7115061,"1"
"2021-08-01 22:34:04.576+00",7115059,"0"
"2021-08-01 22:34:04.576+00",7115064,"3"
"2021-08-01 22:34:04.576+00",7115062,"2"
"2021-08-01 22:34:14.576+00",7147064,"2"
"2021-08-01 22:34:14.576+00",7147064,"3"
"2021-08-01 22:34:14.576+00",7147066,"4"
"2021-08-01 22:34:14.576+00",7147061,"0"
"2021-08-01 22:34:14.576+00",7147062,"1"
"2021-08-01 22:34:24.576+00",7179065,"0"
"2021-08-01 22:34:24.576+00",7179068,"1"
"2021-08-01 22:34:24.576+00",7179069,"2"
"2021-08-01 22:34:24.576+00",7179073,"4"
"2021-08-01 22:34:24.576+00",7179070,"3"
"2021-08-01 22:34:34.576+00",7211062,"2"
"2021-08-01 22:34:34.576+00",7211066,"4"
"2021-08-01 22:34:34.576+00",7211064,"3"
"2021-08-01 22:34:34.576+00",7211059,"0"
"2021-08-01 22:34:34.576+00",7211061,"1"
"2021-08-01 22:34:44.576+00",7243066,"0"
"2021-08-01 22:34:44.576+00",7243068,"1"
"2021-08-01 22:34:44.576+00",7243069,"2"
"2021-08-01 22:34:44.576+00",7243071,"4"
"2021-08-01 22:34:44.576+00",7243069,"3"
"2021-08-01 22:34:54.576+00",7275066,"4"
"2021-08-01 22:34:54.576+00",7275062,"1"
"2021-08-01 22:34:54.576+00",7275059,"0"
"2021-08-01 22:34:54.576+00",7275064,"3"
"2021-08-01 22:34:54.576+00",7275062,"2"
"2021-08-01 22:35:04.576+00",7307068,"4"
"2021-08-01 22:35:04.576+00",7307061,"0"
"2021-08-01 22:35:04.576+00",7307064,"1"
"2021-08-01 22:35:04.576+00",7307064,"2"
"2021-08-01 22:35:04.576+00",7307066,"3"
"2021-08-01 22:35:14.576+00",7339065,"1"
"2021-08-01 22:35:14.576+00",7339063,"0"
"2021-08-01 22:35:14.576+00",7339067,"3"
"2021-08-01 22:35:14.576+00",7339070,"4"
"2021-08-01 22:35:14.576+00",7339066,"2"
"2021-08-01 22:35:24.576+00",7371067,"4"
"2021-08-01 22:35:24.576+00",7371065,"3"
"2021-08-01 22:35:24.576+00",7371061,"0"
"2021-08-01 22:35:24.576+00",7371063,"1"
"2021-08-01 22:35:24.576+00",7371063,"2"
"2021-08-01 22:35:34.576+00",7403057,"0"
"2021-08-01 22:35:34.576+00",7403060,"1"
"2021-08-01 22:35:34.576+00",7403062,"3"
"2021-08-01 22:35:34.576+00",7403060,"2"
"2021-08-01 22:35:34.576+00",7403064,"4"
"2021-08-01 22:35:44.576+00",7435064,"4"
"2021-08-01 22:35:44.576+00",7435059,"1"
"2021-08-01 22:35:44.576+00",7435060,"2"
"2021-08-01 22:35:44.576+00",7435057,"0"
"2021-08-01 22:35:44.576+00",7435061,"3"
"2021-08-01 22:35:54.576+00",7467070,"4"
"2021-08-01 22:35:54.576+00",7467067,"2"
"2021-08-01 22:35:54.576+00",7467064,"0"
"2021-08-01 22:35:54.576+00",7467067,"1"
"2021-08-01 22:35:54.576+00",7467068,"3"
"2021-08-01 22:36:04.576+00",7499059,"0"
"2021-08-01 22:36:04.576+00",7499062,"3"
"2021-08-01 22:36:04.576+00",7499064,"4"
"2021-08-01 22:36:04.576+00",7499061,"2"
"2021-08-01 22:36:04.576+00",7499060,"1"
"2021-08-01 22:36:14.576+00",7531062,"3"
"2021-08-01 22:36:14.576+00",7531058,"0"
"2021-08-01 22:36:14.576+00",7531060,"1"
"2021-08-01 22:36:14.576+00",7531060,"2"
"2021-08-01 22:36:14.576+00",7531064,"4"
"2021-08-01 22:36:24.576+00",7563059,"0"
"2021-08-01 22:36:24.576+00",7563065,"4"
"2021-08-01 22:36:24.576+00",7563062,"2"
"2021-08-01 22:36:24.576+00",7563060,"1"
"2021-08-01 22:36:24.576+00",7563062,"3"
"2021-08-01 22:36:34.576+00",7595061,"0"
"2021-08-01 22:36:34.576+00",7595064,"3"
"2021-08-01 22:36:34.576+00",7595064,"2"
"2021-08-01 22:36:34.576+00",7595068,"4"
"2021-08-01 22:36:34.576+00",7595063,"1"
"2021-08-01 22:36:44.576+00",7627064,"3"
"2021-08-01 22:36:44.576+00",7627066,"4"
"2021-08-01 22:36:44.576+00",7627062,"2"
"2021-08-01 22:36:44.576+00",7627062,"1"
"2021-08-01 22:36:44.576+00",7627059,"0"
"2021-08-01 22:36:54.576+00",7659063,"0"
"2021-08-01 22:36:54.576+00",7659070,"4"
"2021-08-01 22:36:54.576+00",7659066,"2"
"2021-08-01 22:36:54.576+00",7659066,"1"
"2021-08-01 22:36:54.576+00",7659067,"3"
"2021-08-01 22:37:04.576+00",7691070,"2"
"2021-08-01 22:37:04.576+00",7691066,"0"
"2021-08-01 22:37:04.576+00",7691070,"3"
"2021-08-01 22:37:04.576+00",7691072,"4"
"2021-08-01 22:37:04.576+00",7691068,"1"
"2021-08-01 22:37:14.576+00",7723061,"1"
"2021-08-01 22:37:14.576+00",7723059,"0"
"2021-08-01 22:37:14.576+00",7723062,"2"
"2021-08-01 22:37:14.576+00",7723065,"4"
"2021-08-01 22:37:14.576+00",7723062,"3"
"2021-08-01 22:37:24.576+00",7755058,"0"
"2021-08-01 22:37:24.576+00",7755060,"1"
"2021-08-01 22:37:24.576+00",7755062,"2"
"2021-08-01 22:37:24.576+00",7755064,"4"
"2021-08-01 22:37:24.576+00",7755062,"3"
"2021-08-01 22:37:34.576+00",7787064,"3"
"2021-08-01 22:37:34.576+00",7787066,"4"
"2021-08-01 22:37:34.576+00",7787062,"2"
"2021-08-01 22:37:34.576+00",7787062,"1"
"2021-08-01 22:37:34.576+00",7787059,"0"
"2021-08-01 22:37:44.576+00",7819061,"0"
"2021-08-01 22:37:44.576+00",7819062,"1"
"2021-08-01 22:37:44.576+00",7819063,"2"
"2021-08-01 22:37:44.576+00",7819066,"4"
"2021-08-01 22:37:44.576+00",7819064,"3"
"2021-08-01 22:37:54.576+00",7851058,"1"
"2021-08-01 22:37:54.576+00",7851061,"3"
"2021-08-01 22:37:54.576+00",7851056,"0"
"2021-08-01 22:37:54.576+00",7851062,"4"
"2021-08-01 22:37:54.576+00",7851059,"2"
"2021-08-01 22:38:04.576+00",7883064,"1"
"2021-08-01 22:38:04.576+00",7883065,"2"
"2021-08-01 22:38:04.576+00",7883068,"4"
"2021-08-01 22:38:04.576+00",7883066,"3"
"2021-08-01 22:38:04.576+00",7883063,"0"
"2021-08-01 22:38:14.576+00",7915070,"3"
"2021-08-01 22:38:14.576+00",7915068,"1"
"2021-08-01 22:38:14.576+00",7915072,"4"
"2021-08-01 22:38:14.576+00",7915067,"0"
"2021-08-01 22:38:14.576+00",7915070,"2"
"2021-08-01 22:38:24.576+00",7947064,"3"
"2021-08-01 22:38:24.576+00",7947060,"0"
"2021-08-01 22:38:24.576+00",7947065,"4"
"2021-08-01 22:38:24.576+00",7947064,"2"
"2021-08-01 22:38:24.576+00",7947062,"1"
"2021-08-01 22:38:34.576+00",7979068,"3"
"2021-08-01 22:38:34.576+00",7979063,"0"
"2021-08-01 22:38:34.576+00",7979066,"1"
"2021-08-01 22:38:34.576+00",7979066,"2"
"2021-08-01 22:38:34.576+00",7979070,"4"
"2021-08-01 22:38:44.576+00",8011064,"3"
"2021-08-01 22:38:44.576+00",8011059,"0"
"2021-08-01 22:38:44.576+00",8011062,"1"
"2021-08-01 22:38:44.576+00",8011063,"2"
"2021-08-01 22:38:44.576+00",8011067,"4"
"2021-08-01 22:38:54.576+00",8043063,"2"
"2021-08-01 22:38:54.576+00",8043060,"0"
"2021-08-01 22:38:54.576+00",8043062,"1"
"2021-08-01 22:38:54.576+00",8043067,"4"
"2021-08-01 22:38:54.576+00",8043064,"3"
"2021-08-01 22:39:04.576+00",8075066,"4"
"2021-08-01 22:39:04.576+00",8075062,"2"
"2021-08-01 22:39:04.576+00",8075062,"1"
"2021-08-01 22:39:04.576+00",8075064,"3"
"2021-08-01 22:39:04.576+00",8075059,"0"
"2021-08-01 22:39:14.576+00",8107066,"1"
"2021-08-01 22:39:14.576+00",8107066,"2"
"2021-08-01 22:39:14.576+00",8107070,"4"
"2021-08-01 22:39:14.576+00",8107066,"3"
"2021-08-01 22:39:14.576+00",8107063,"0"
"2021-08-01 22:39:24.576+00",8139074,"3"
"2021-08-01 22:39:24.576+00",8139069,"0"
"2021-08-01 22:39:24.576+00",8139072,"1"
"2021-08-01 22:39:24.576+00",8139073,"2"
"2021-08-01 22:39:24.576+00",8139076,"4"
"2021-08-01 22:39:34.576+00",8171063,"2"
"2021-08-01 22:39:34.576+00",8171067,"4"
"2021-08-01 22:39:34.576+00",8171065,"3"
"2021-08-01 22:39:34.576+00",8171059,"0"
"2021-08-01 22:39:34.576+00",8171063,"1"
"2021-08-01 22:39:44.576+00",8203067,"4"
"2021-08-01 22:39:44.576+00",8203063,"2"
"2021-08-01 22:39:44.576+00",8203062,"1"
"2021-08-01 22:39:44.576+00",8203060,"0"
"2021-08-01 22:39:44.576+00",8203064,"3"
"2021-08-01 22:39:54.576+00",8235060,"1"
"2021-08-01 22:39:54.576+00",8235062,"2"
"2021-08-01 22:39:54.576+00",8235066,"4"
"2021-08-01 22:39:54.576+00",8235063,"3"
"2021-08-01 22:39:54.576+00",8235058,"0"
"2021-08-01 22:40:04.576+00",8267062,"1"
"2021-08-01 22:40:04.576+00",8267064,"3"
"2021-08-01 22:40:04.576+00",8267066,"4"
"2021-08-01 22:40:04.576+00",8267059,"0"
"2021-08-01 22:40:04.576+00",8267062,"2"
"2021-08-01 22:40:14.576+00",8299067,"1"
"2021-08-01 22:40:14.576+00",8299069,"4"
"2021-08-01 22:40:14.576+00",8299068,"3"
"2021-08-01 22:40:14.576+00",8299064,"0"
"2021-08-01 22:40:14.576+00",8299067,"2"
"2021-08-01 22:40:24.576+00",8331064,"3"
"2021-08-01 22:40:24.576+00",8331059,"0"
"2021-08-01 22:40:24.576+00",8331062,"1"
"2021-08-01 22:40:24.576+00",8331062,"2"
"2021-08-01 22:40:24.576+00",8331066,"4"
"2021-08-01 22:40:34.576+00",8363070,"2"
"2021-08-01 22:40:34.576+00",8363072,"4"
"2021-08-01 22:40:34.576+00",8363070,"3"
"2021-08-01 22:40:34.576+00",8363066,"0"
"2021-08-01 22:40:34.576+00",8363068,"1"
"2021-08-01 22:40:44.576+00",8395066,"1"
"2021-08-01 22:40:44.576+00",8395063,"0"
"2021-08-01 22:40:44.576+00",8395068,"3"
