"time","shuffle_read_bytes_total","executor"
"2021-08-02 01:37:07.411+00",270939331,"1"
"2021-08-02 01:37:07.411+00",460,"2"
"2021-08-02 01:37:07.411+00",429828633,"0"
"2021-08-02 01:37:07.411+00",368,"4"
"2021-08-02 01:37:07.411+00",276,"5"
"2021-08-02 01:37:37.411+00",278049200,"1"
"2021-08-02 01:37:37.411+00",276,"5"
"2021-08-02 01:37:37.411+00",429828633,"0"
"2021-08-02 01:37:37.411+00",460,"2"
"2021-08-02 01:37:37.411+00",322,"3"
"2021-08-02 01:37:37.411+00",368,"4"
"2021-08-02 01:38:07.411+00",430265460,"0"
"2021-08-02 01:38:07.411+00",368,"4"
"2021-08-02 01:38:07.411+00",276,"5"
"2021-08-02 01:38:07.411+00",322,"3"
"2021-08-02 01:38:07.411+00",285876942,"1"
"2021-08-02 01:38:07.411+00",460,"2"
"2021-08-02 01:38:37.411+00",460,"2"
"2021-08-02 01:38:37.411+00",430435839,"0"
"2021-08-02 01:38:37.411+00",368,"4"
"2021-08-02 01:38:37.411+00",294547450,"1"
"2021-08-02 01:38:37.411+00",322,"3"
"2021-08-02 01:38:37.411+00",276,"5"
"2021-08-02 01:39:07.411+00",460,"2"
"2021-08-02 01:39:07.411+00",430604034,"0"
"2021-08-02 01:39:07.411+00",276,"5"
"2021-08-02 01:39:07.411+00",322,"3"
"2021-08-02 01:39:07.411+00",301097418,"1"
"2021-08-02 01:39:07.411+00",368,"4"
"2021-08-02 01:39:37.411+00",368,"4"
"2021-08-02 01:39:37.411+00",431505953,"0"
"2021-08-02 01:39:37.411+00",322,"3"
"2021-08-02 01:39:37.411+00",310425314,"1"
"2021-08-02 01:39:37.411+00",460,"2"
"2021-08-02 01:39:37.411+00",276,"5"
"2021-08-02 01:40:07.411+00",431505953,"0"
"2021-08-02 01:40:07.411+00",322,"3"
"2021-08-02 01:40:07.411+00",316139154,"1"
"2021-08-02 01:40:07.411+00",368,"4"
"2021-08-02 01:40:07.411+00",460,"2"
"2021-08-02 01:40:07.411+00",276,"5"
"2021-08-02 01:40:37.411+00",276,"5"
"2021-08-02 01:40:37.411+00",368,"4"
"2021-08-02 01:40:37.411+00",322,"3"
"2021-08-02 01:40:37.411+00",460,"2"
"2021-08-02 01:40:37.411+00",431659406,"0"
"2021-08-02 01:40:37.411+00",324671613,"1"
"2021-08-02 01:41:07.411+00",326635452,"1"
"2021-08-02 01:41:07.411+00",276,"5"
"2021-08-02 01:41:07.411+00",322,"3"
"2021-08-02 01:41:07.411+00",431659406,"0"
"2021-08-02 01:41:07.411+00",368,"4"
"2021-08-02 01:41:07.411+00",460,"2"
"2021-08-02 01:41:37.411+00",431659406,"0"
"2021-08-02 01:41:37.411+00",460,"2"
"2021-08-02 01:41:37.411+00",368,"4"
"2021-08-02 01:41:37.411+00",276,"5"
"2021-08-02 01:41:37.411+00",327232380,"1"
"2021-08-02 01:41:37.411+00",322,"3"
"2021-08-02 01:42:07.411+00",368,"4"
"2021-08-02 01:42:07.411+00",322,"3"
"2021-08-02 01:42:07.411+00",327880086,"1"
"2021-08-02 01:42:07.411+00",431659406,"0"
"2021-08-02 01:42:07.411+00",276,"5"
"2021-08-02 01:42:07.411+00",460,"2"
"2021-08-02 01:42:37.411+00",322,"3"
"2021-08-02 01:42:37.411+00",327880086,"1"
"2021-08-02 01:42:37.411+00",368,"4"
"2021-08-02 01:42:37.411+00",276,"5"
"2021-08-02 01:42:37.411+00",432218114,"0"
"2021-08-02 01:42:37.411+00",460,"2"
"2021-08-02 01:43:07.411+00",327880086,"1"
"2021-08-02 01:43:07.411+00",322,"3"
"2021-08-02 01:43:07.411+00",276,"5"
"2021-08-02 01:43:07.411+00",432865001,"0"
"2021-08-02 01:43:07.411+00",460,"2"
"2021-08-02 01:43:07.411+00",368,"4"
"2021-08-02 01:43:37.422+00",460,"2"
"2021-08-02 01:43:37.422+00",368,"4"
"2021-08-02 01:43:37.422+00",327880086,"1"
"2021-08-02 01:43:37.422+00",322,"3"
"2021-08-02 01:43:37.422+00",276,"5"
"2021-08-02 01:43:37.422+00",433534001,"0"
"2021-08-02 01:44:07.411+00",433534001,"0"
"2021-08-02 01:44:07.411+00",276,"5"
"2021-08-02 01:44:07.411+00",322,"3"
"2021-08-02 01:44:07.411+00",328490937,"1"
"2021-08-02 01:44:07.411+00",460,"2"
"2021-08-02 01:44:07.411+00",368,"4"
"2021-08-02 01:44:37.411+00",328490937,"1"
"2021-08-02 01:44:37.411+00",460,"2"
"2021-08-02 01:44:37.411+00",434181707,"0"
"2021-08-02 01:44:37.411+00",322,"3"
"2021-08-02 01:44:37.411+00",276,"5"
"2021-08-02 01:44:37.411+00",368,"4"
"2021-08-02 01:45:07.411+00",368,"4"
"2021-08-02 01:45:07.411+00",328490937,"1"
"2021-08-02 01:45:07.411+00",322,"3"
"2021-08-02 01:45:07.411+00",276,"5"
"2021-08-02 01:45:07.411+00",434827229,"0"
"2021-08-02 01:45:07.411+00",460,"2"
"2021-08-02 01:45:37.411+00",434827229,"0"
"2021-08-02 01:45:37.411+00",329113527,"1"
"2021-08-02 01:45:37.411+00",322,"3"
"2021-08-02 01:45:37.411+00",368,"4"
"2021-08-02 01:45:37.411+00",460,"2"
"2021-08-02 01:45:37.411+00",276,"5"
"2021-08-02 01:46:07.411+00",434827229,"0"
"2021-08-02 01:46:07.411+00",276,"5"
"2021-08-02 01:46:07.411+00",322,"3"
"2021-08-02 01:46:07.411+00",354725594,"1"
"2021-08-02 01:46:07.411+00",368,"4"
"2021-08-02 01:46:07.411+00",460,"2"
"2021-08-02 01:46:37.411+00",380157900,"1"
"2021-08-02 01:46:37.411+00",368,"4"
"2021-08-02 01:46:37.411+00",460,"2"
"2021-08-02 01:46:37.411+00",434827229,"0"
"2021-08-02 01:46:37.411+00",276,"5"
"2021-08-02 01:46:37.411+00",322,"3"
"2021-08-02 01:47:07.416+00",276,"5"
"2021-08-02 01:47:07.416+00",434827229,"0"
"2021-08-02 01:47:07.416+00",398231069,"1"
"2021-08-02 01:47:07.416+00",460,"2"
"2021-08-02 01:47:07.416+00",368,"4"
"2021-08-02 01:47:07.416+00",322,"3"
"2021-08-02 01:47:37.411+00",322,"3"
"2021-08-02 01:47:37.411+00",415058477,"1"
"2021-08-02 01:47:37.411+00",368,"4"
"2021-08-02 01:47:37.411+00",460,"2"
"2021-08-02 01:47:37.411+00",434827502,"0"
"2021-08-02 01:47:37.411+00",276,"5"
"2021-08-02 01:48:07.411+00",460,"2"
"2021-08-02 01:48:07.411+00",434914093,"0"
"2021-08-02 01:48:07.411+00",276,"5"
"2021-08-02 01:48:07.411+00",322,"3"
"2021-08-02 01:48:07.411+00",368,"4"
"2021-08-02 01:48:07.411+00",434995274,"1"
"2021-08-02 01:48:37.411+00",368,"4"
"2021-08-02 01:48:37.411+00",322,"3"
"2021-08-02 01:48:37.411+00",454763405,"1"
"2021-08-02 01:48:37.411+00",276,"5"
"2021-08-02 01:48:37.411+00",434914366,"0"
"2021-08-02 01:48:37.411+00",460,"2"
"2021-08-02 01:49:07.411+00",276,"5"
"2021-08-02 01:49:07.411+00",474120903,"1"
"2021-08-02 01:49:07.411+00",322,"3"
"2021-08-02 01:49:07.411+00",435129144,"0"
"2021-08-02 01:49:07.411+00",460,"2"
"2021-08-02 01:49:07.411+00",368,"4"
"2021-08-02 01:49:37.411+00",322,"3"
"2021-08-02 01:49:37.411+00",276,"5"
"2021-08-02 01:49:37.411+00",435285077,"0"
"2021-08-02 01:49:37.411+00",460,"2"
"2021-08-02 01:49:37.411+00",368,"4"
"2021-08-02 01:49:37.411+00",494329294,"1"
"2021-08-02 01:50:07.411+00",512317945,"1"
"2021-08-02 01:50:07.411+00",322,"3"
"2021-08-02 01:50:07.411+00",435285500,"0"
"2021-08-02 01:50:07.411+00",460,"2"
"2021-08-02 01:50:07.411+00",368,"4"
"2021-08-02 01:50:07.411+00",276,"5"
"2021-08-02 01:50:37.411+00",276,"5"
"2021-08-02 01:50:37.411+00",460,"2"
"2021-08-02 01:50:37.411+00",322,"3"
"2021-08-02 01:50:37.411+00",435285773,"0"
"2021-08-02 01:50:37.411+00",534830072,"1"
"2021-08-02 01:50:37.411+00",368,"4"
"2021-08-02 01:51:07.411+00",322,"3"
"2021-08-02 01:51:07.411+00",460,"2"
"2021-08-02 01:51:07.411+00",435286196,"0"
"2021-08-02 01:51:07.411+00",368,"4"
"2021-08-02 01:51:07.411+00",276,"5"
"2021-08-02 01:51:07.411+00",543652737,"1"
"2021-08-02 01:51:37.411+00",460,"2"
"2021-08-02 01:51:37.411+00",435526486,"0"
"2021-08-02 01:51:37.411+00",368,"4"
"2021-08-02 01:51:37.411+00",549123482,"1"
"2021-08-02 01:51:37.411+00",322,"3"
"2021-08-02 01:51:37.411+00",276,"5"
"2021-08-02 01:52:07.411+00",460,"2"
"2021-08-02 01:52:07.411+00",368,"4"
"2021-08-02 01:52:07.411+00",556065992,"1"
"2021-08-02 01:52:07.411+00",322,"3"
"2021-08-02 01:52:07.411+00",276,"5"
"2021-08-02 01:52:07.411+00",435709719,"0"
"2021-08-02 01:52:37.411+00",558024075,"1"
"2021-08-02 01:52:37.411+00",435789585,"0"
"2021-08-02 01:52:37.411+00",322,"3"
"2021-08-02 01:52:37.411+00",276,"5"
"2021-08-02 01:52:37.411+00",460,"2"
"2021-08-02 01:52:37.411+00",368,"4"
"2021-08-02 01:53:07.411+00",435789585,"0"
"2021-08-02 01:53:07.411+00",322,"3"
"2021-08-02 01:53:07.411+00",368,"4"
"2021-08-02 01:53:07.411+00",558370598,"1"
"2021-08-02 01:53:07.411+00",276,"5"
"2021-08-02 01:53:07.411+00",460,"2"
"2021-08-02 01:53:37.411+00",559114673,"1"
"2021-08-02 01:53:37.411+00",276,"5"
"2021-08-02 01:53:37.411+00",435789585,"0"
"2021-08-02 01:53:37.411+00",460,"2"
"2021-08-02 01:53:37.411+00",368,"4"
"2021-08-02 01:53:37.411+00",322,"3"
"2021-08-02 01:54:07.411+00",460,"2"
"2021-08-02 01:54:07.411+00",435789585,"0"
"2021-08-02 01:54:07.411+00",368,"4"
"2021-08-02 01:54:07.411+00",276,"5"
"2021-08-02 01:54:07.411+00",322,"3"
"2021-08-02 01:54:07.411+00",559537427,"1"
"2021-08-02 01:54:37.411+00",322,"3"
"2021-08-02 01:54:37.411+00",436400436,"0"
"2021-08-02 01:54:37.411+00",460,"2"
"2021-08-02 01:54:37.411+00",368,"4"
"2021-08-02 01:54:37.411+00",559537427,"1"
"2021-08-02 01:54:37.411+00",276,"5"
"2021-08-02 01:55:07.411+00",559537427,"1"
"2021-08-02 01:55:07.411+00",368,"4"
"2021-08-02 01:55:07.411+00",437015928,"0"
"2021-08-02 01:55:07.411+00",460,"2"
"2021-08-02 01:55:07.411+00",276,"5"
"2021-08-02 01:55:07.411+00",322,"3"
"2021-08-02 01:55:37.411+00",460,"2"
"2021-08-02 01:55:37.411+00",560187044,"1"
"2021-08-02 01:55:37.411+00",322,"3"
"2021-08-02 01:55:37.411+00",276,"5"
"2021-08-02 01:55:37.411+00",368,"4"
"2021-08-02 01:55:37.411+00",437015928,"0"
"2021-08-02 01:56:07.411+00",437610126,"0"
"2021-08-02 01:56:07.411+00",368,"4"
"2021-08-02 01:56:07.411+00",460,"2"
"2021-08-02 01:56:07.411+00",276,"5"
"2021-08-02 01:56:07.411+00",322,"3"
"2021-08-02 01:56:07.411+00",560187044,"1"
"2021-08-02 01:56:37.411+00",560832020,"1"
"2021-08-02 01:56:37.411+00",276,"5"
"2021-08-02 01:56:37.411+00",322,"3"
"2021-08-02 01:56:37.411+00",437610126,"0"
"2021-08-02 01:56:37.411+00",460,"2"
"2021-08-02 01:56:37.411+00",368,"4"
"2021-08-02 01:57:07.411+00",322,"3"
"2021-08-02 01:57:07.411+00",276,"5"
"2021-08-02 01:57:07.411+00",560832020,"1"
"2021-08-02 01:57:07.411+00",368,"4"
"2021-08-02 01:57:07.411+00",460,"2"
"2021-08-02 01:57:07.411+00",438222069,"0"
"2021-08-02 01:57:37.411+00",276,"5"
"2021-08-02 01:57:37.411+00",438340155,"0"
"2021-08-02 01:57:37.411+00",322,"3"
"2021-08-02 01:57:37.411+00",368,"4"
"2021-08-02 01:57:37.411+00",460,"2"
"2021-08-02 01:57:37.411+00",560832020,"1"
"2021-08-02 01:58:07.411+00",460,"2"
"2021-08-02 01:58:07.411+00",561468260,"1"
"2021-08-02 01:58:07.411+00",322,"3"
"2021-08-02 01:58:07.411+00",276,"5"
"2021-08-02 01:58:07.411+00",438340155,"0"
"2021-08-02 01:58:07.411+00",368,"4"
"2021-08-02 01:58:37.411+00",561468260,"1"
"2021-08-02 01:58:37.411+00",438943089,"0"
"2021-08-02 01:58:37.411+00",276,"5"
"2021-08-02 01:58:37.411+00",460,"2"
"2021-08-02 01:58:37.411+00",368,"4"
"2021-08-02 01:58:37.411+00",322,"3"
"2021-08-02 01:59:07.411+00",322,"3"
"2021-08-02 01:59:07.411+00",439537287,"0"
"2021-08-02 01:59:07.411+00",460,"2"
"2021-08-02 01:59:07.411+00",368,"4"
"2021-08-02 01:59:07.411+00",561468260,"1"
"2021-08-02 01:59:07.411+00",276,"5"
"2021-08-02 01:59:37.411+00",460,"2"
"2021-08-02 01:59:37.411+00",368,"4"
"2021-08-02 01:59:37.411+00",439668204,"0"
"2021-08-02 01:59:37.411+00",276,"5"
"2021-08-02 01:59:37.411+00",322,"3"
"2021-08-02 01:59:37.411+00",561468260,"1"
"2021-08-02 02:00:07.411+00",460,"2"
"2021-08-02 02:00:07.411+00",440283696,"0"
"2021-08-02 02:00:07.411+00",276,"5"
"2021-08-02 02:00:07.411+00",368,"4"
"2021-08-02 02:00:07.411+00",322,"3"
"2021-08-02 02:00:07.411+00",561468260,"1"
"2021-08-02 02:00:37.411+00",440933313,"0"
"2021-08-02 02:00:37.411+00",561468260,"1"
"2021-08-02 02:00:37.411+00",322,"3"
"2021-08-02 02:00:37.411+00",276,"5"
"2021-08-02 02:00:37.411+00",460,"2"
"2021-08-02 02:00:37.411+00",368,"4"
"2021-08-02 02:01:07.411+00",460,"2"
"2021-08-02 02:01:07.411+00",561468260,"1"
"2021-08-02 02:01:07.411+00",322,"3"
"2021-08-02 02:01:07.411+00",276,"5"
"2021-08-02 02:01:07.411+00",441578016,"0"
"2021-08-02 02:01:07.411+00",368,"4"
"2021-08-02 02:01:37.411+00",368,"4"
"2021-08-02 02:01:37.411+00",561468260,"1"
"2021-08-02 02:01:37.411+00",322,"3"
"2021-08-02 02:01:37.411+00",276,"5"
"2021-08-02 02:01:37.411+00",442214256,"0"
"2021-08-02 02:01:37.411+00",460,"2"
"2021-08-02 02:02:07.411+00",322,"3"
"2021-08-02 02:02:07.411+00",276,"5"
"2021-08-02 02:02:07.411+00",368,"4"
"2021-08-02 02:02:07.411+00",460,"2"
"2021-08-02 02:02:07.411+00",442331796,"0"
"2021-08-02 02:02:07.411+00",561468260,"1"
"2021-08-02 02:02:37.413+00",276,"5"
"2021-08-02 02:02:37.413+00",562108868,"1"
"2021-08-02 02:02:37.413+00",368,"4"
"2021-08-02 02:02:37.413+00",460,"2"
"2021-08-02 02:02:37.413+00",442331796,"0"
"2021-08-02 02:02:37.413+00",322,"3"
"2021-08-02 02:03:07.411+00",368,"4"
"2021-08-02 02:03:07.411+00",460,"2"
"2021-08-02 02:03:07.411+00",442331796,"0"
"2021-08-02 02:03:07.411+00",276,"5"
"2021-08-02 02:03:07.411+00",322,"3"
"2021-08-02 02:03:07.411+00",562789061,"1"
"2021-08-02 02:03:37.411+00",368,"4"
"2021-08-02 02:03:37.411+00",563408921,"1"
"2021-08-02 02:03:37.411+00",322,"3"
"2021-08-02 02:03:37.411+00",276,"5"
"2021-08-02 02:03:37.411+00",442331796,"0"
"2021-08-02 02:03:37.411+00",460,"2"
"2021-08-02 02:04:07.411+00",276,"5"
"2021-08-02 02:04:07.411+00",368,"4"
"2021-08-02 02:04:07.411+00",442994790,"0"
"2021-08-02 02:04:07.411+00",460,"2"
"2021-08-02 02:04:07.411+00",563408921,"1"
"2021-08-02 02:04:07.411+00",322,"3"
"2021-08-02 02:04:37.411+00",564002300,"1"
"2021-08-02 02:04:37.411+00",368,"4"
"2021-08-02 02:04:37.411+00",276,"5"
"2021-08-02 02:04:37.411+00",460,"2"
"2021-08-02 02:04:37.411+00",442994790,"0"
"2021-08-02 02:04:37.411+00",322,"3"
"2021-08-02 02:05:07.411+00",442994790,"0"
"2021-08-02 02:05:07.411+00",322,"3"
"2021-08-02 02:05:07.411+00",276,"5"
"2021-08-02 02:05:07.411+00",460,"2"
"2021-08-02 02:05:07.411+00",368,"4"
"2021-08-02 02:05:07.411+00",564595952,"1"
"2021-08-02 02:05:37.411+00",564595952,"1"
"2021-08-02 02:05:37.411+00",368,"4"
"2021-08-02 02:05:37.411+00",460,"2"
"2021-08-02 02:05:37.411+00",443593356,"0"
"2021-08-02 02:05:37.411+00",276,"5"
"2021-08-02 02:05:37.411+00",322,"3"
"2021-08-02 02:06:07.411+00",276,"5"
"2021-08-02 02:06:07.411+00",444204207,"0"
"2021-08-02 02:06:07.411+00",460,"2"
"2021-08-02 02:06:07.411+00",368,"4"
"2021-08-02 02:06:07.411+00",564595952,"1"
"2021-08-02 02:06:07.411+00",322,"3"
"2021-08-02 02:06:37.411+00",368,"4"
"2021-08-02 02:06:37.411+00",565255670,"1"
"2021-08-02 02:06:37.411+00",322,"3"
"2021-08-02 02:06:37.411+00",276,"5"
"2021-08-02 02:06:37.411+00",444204207,"0"
"2021-08-02 02:06:37.411+00",460,"2"
"2021-08-02 02:07:07.414+00",460,"2"
"2021-08-02 02:07:07.414+00",322,"3"
"2021-08-02 02:07:07.414+00",368,"4"
"2021-08-02 02:07:07.414+00",276,"5"
"2021-08-02 02:07:07.414+00",444204207,"0"
"2021-08-02 02:07:07.414+00",565826936,"1"
"2021-08-02 02:07:37.411+00",276,"5"
"2021-08-02 02:07:37.411+00",565826936,"1"
"2021-08-02 02:07:37.411+00",322,"3"
"2021-08-02 02:07:37.411+00",444807414,"0"
"2021-08-02 02:07:37.411+00",460,"2"
"2021-08-02 02:07:37.411+00",368,"4"
"2021-08-02 02:08:07.411+00",444807414,"0"
"2021-08-02 02:08:07.411+00",276,"5"
"2021-08-02 02:08:07.411+00",322,"3"
"2021-08-02 02:08:07.411+00",368,"4"
"2021-08-02 02:08:07.411+00",460,"2"
"2021-08-02 02:08:07.411+00",566498939,"1"
"2021-08-02 02:08:37.411+00",276,"5"
"2021-08-02 02:08:37.411+00",444807414,"0"
"2021-08-02 02:08:37.411+00",322,"3"
"2021-08-02 02:08:37.411+00",567130538,"1"
"2021-08-02 02:08:37.411+00",368,"4"
"2021-08-02 02:08:37.411+00",460,"2"
"2021-08-02 02:09:07.411+00",460,"2"
"2021-08-02 02:09:07.411+00",276,"5"
"2021-08-02 02:09:07.411+00",322,"3"
"2021-08-02 02:09:07.411+00",567130538,"1"
"2021-08-02 02:09:07.411+00",368,"4"
"2021-08-02 02:09:07.411+00",445417719,"0"
"2021-08-02 02:09:37.411+00",567130538,"1"
"2021-08-02 02:09:37.411+00",368,"4"
"2021-08-02 02:09:37.411+00",460,"2"
"2021-08-02 02:09:37.411+00",456494522,"0"
"2021-08-02 02:09:37.411+00",276,"5"
"2021-08-02 02:09:37.411+00",322,"3"
"2021-08-02 02:10:07.411+00",460,"2"
"2021-08-02 02:10:07.411+00",464039689,"0"
"2021-08-02 02:10:07.411+00",276,"5"
"2021-08-02 02:10:07.411+00",322,"3"
"2021-08-02 02:10:07.411+00",567318662,"1"
"2021-08-02 02:10:07.411+00",368,"4"
"2021-08-02 02:10:37.411+00",460,"2"
"2021-08-02 02:10:37.411+00",567318662,"1"
"2021-08-02 02:10:37.411+00",322,"3"
"2021-08-02 02:10:37.411+00",276,"5"
"2021-08-02 02:10:37.411+00",474524992,"0"
"2021-08-02 02:10:37.411+00",368,"4"
"2021-08-02 02:11:07.411+00",483554429,"0"
"2021-08-02 02:11:07.411+00",276,"5"
"2021-08-02 02:11:07.411+00",322,"3"
"2021-08-02 02:11:07.411+00",567318662,"1"
"2021-08-02 02:11:07.411+00",368,"4"
"2021-08-02 02:11:07.411+00",460,"2"
"2021-08-02 02:11:37.411+00",460,"2"
"2021-08-02 02:11:37.411+00",567318662,"1"
"2021-08-02 02:11:37.411+00",322,"3"
"2021-08-02 02:11:37.411+00",276,"5"
"2021-08-02 02:11:37.411+00",492799861,"0"
"2021-08-02 02:11:37.411+00",368,"4"
"2021-08-02 02:12:07.411+00",460,"2"
"2021-08-02 02:12:07.411+00",368,"4"
"2021-08-02 02:12:07.411+00",567318662,"1"
"2021-08-02 02:12:07.411+00",322,"3"
"2021-08-02 02:12:07.411+00",276,"5"
"2021-08-02 02:12:07.411+00",502859591,"0"
"2021-08-02 02:12:37.411+00",368,"4"
"2021-08-02 02:12:37.411+00",460,"2"
"2021-08-02 02:12:37.411+00",513666204,"0"
"2021-08-02 02:12:37.411+00",276,"5"
"2021-08-02 02:12:37.411+00",322,"3"
"2021-08-02 02:12:37.411+00",567318662,"1"
"2021-08-02 02:13:07.411+00",523207133,"0"
"2021-08-02 02:13:07.411+00",276,"5"
"2021-08-02 02:13:07.411+00",368,"4"
"2021-08-02 02:13:07.411+00",567318662,"1"
"2021-08-02 02:13:07.411+00",322,"3"
"2021-08-02 02:13:07.411+00",460,"2"
"2021-08-02 02:13:37.411+00",368,"4"
"2021-08-02 02:13:37.411+00",460,"2"
"2021-08-02 02:13:37.411+00",533786607,"0"
"2021-08-02 02:13:37.411+00",567318662,"1"
"2021-08-02 02:13:37.411+00",276,"5"
"2021-08-02 02:13:37.411+00",322,"3"
"2021-08-02 02:14:07.411+00",368,"4"
"2021-08-02 02:14:07.411+00",322,"3"
"2021-08-02 02:14:07.411+00",276,"5"
"2021-08-02 02:14:07.411+00",541965303,"0"
"2021-08-02 02:14:07.411+00",460,"2"
"2021-08-02 02:14:07.411+00",567318662,"1"
"2021-08-02 02:14:37.411+00",368,"4"
"2021-08-02 02:14:37.411+00",460,"2"
"2021-08-02 02:14:37.411+00",567318662,"1"
"2021-08-02 02:14:37.411+00",322,"3"
"2021-08-02 02:14:37.411+00",276,"5"
"2021-08-02 02:14:37.411+00",543507118,"0"
"2021-08-02 02:15:07.411+00",544135168,"0"
"2021-08-02 02:15:07.411+00",567318662,"1"
"2021-08-02 02:15:07.411+00",322,"3"
"2021-08-02 02:15:07.411+00",276,"5"
"2021-08-02 02:15:07.411+00",460,"2"
"2021-08-02 02:15:07.411+00",368,"4"
"2021-08-02 02:15:37.411+00",368,"4"
"2021-08-02 02:15:37.411+00",276,"5"
"2021-08-02 02:15:37.411+00",322,"3"
"2021-08-02 02:15:37.411+00",567318662,"1"
"2021-08-02 02:15:37.411+00",544776322,"0"
"2021-08-02 02:15:37.411+00",460,"2"
"2021-08-02 02:16:07.411+00",567971282,"1"
"2021-08-02 02:16:07.411+00",368,"4"
"2021-08-02 02:16:07.411+00",460,"2"
"2021-08-02 02:16:07.411+00",544776322,"0"
"2021-08-02 02:16:07.411+00",276,"5"
"2021-08-02 02:16:07.411+00",322,"3"
"2021-08-02 02:16:37.411+00",276,"5"
"2021-08-02 02:16:37.411+00",544776322,"0"
"2021-08-02 02:16:37.411+00",460,"2"
"2021-08-02 02:16:37.411+00",368,"4"
"2021-08-02 02:16:37.411+00",568572578,"1"
"2021-08-02 02:16:37.411+00",322,"3"
"2021-08-02 02:17:07.411+00",322,"3"
"2021-08-02 02:17:07.411+00",569215643,"1"
"2021-08-02 02:17:07.411+00",276,"5"
"2021-08-02 02:17:07.411+00",460,"2"
"2021-08-02 02:17:07.411+00",368,"4"
"2021-08-02 02:17:07.411+00",544776322,"0"
"2021-08-02 02:17:37.411+00",368,"4"
"2021-08-02 02:17:37.411+00",569914946,"1"
"2021-08-02 02:17:37.411+00",322,"3"
"2021-08-02 02:17:37.411+00",276,"5"
"2021-08-02 02:17:37.411+00",544776322,"0"
"2021-08-02 02:17:37.411+00",460,"2"
"2021-08-02 02:18:07.411+00",460,"2"
"2021-08-02 02:18:07.411+00",545403280,"0"
"2021-08-02 02:18:07.411+00",569914946,"1"
"2021-08-02 02:18:07.411+00",322,"3"
"2021-08-02 02:18:07.411+00",276,"5"
"2021-08-02 02:18:07.411+00",368,"4"
"2021-08-02 02:18:37.415+00",322,"3"
"2021-08-02 02:18:37.415+00",569914946,"1"
"2021-08-02 02:18:37.415+00",368,"4"
"2021-08-02 02:18:37.415+00",460,"2"
"2021-08-02 02:18:37.415+00",546043069,"0"
"2021-08-02 02:18:37.415+00",276,"5"
"2021-08-02 02:19:07.411+00",276,"5"
"2021-08-02 02:19:07.411+00",569914946,"1"
"2021-08-02 02:19:07.411+00",368,"4"
"2021-08-02 02:19:07.411+00",560313995,"0"
"2021-08-02 02:19:07.411+00",460,"2"
"2021-08-02 02:19:07.411+00",322,"3"
"2021-08-02 02:19:37.411+00",276,"5"
"2021-08-02 02:19:37.411+00",569914946,"1"
"2021-08-02 02:19:37.411+00",368,"4"
"2021-08-02 02:19:37.411+00",460,"2"
"2021-08-02 02:19:37.411+00",592020362,"0"
"2021-08-02 02:19:37.411+00",322,"3"
"2021-08-02 02:20:07.415+00",322,"3"
"2021-08-02 02:20:07.415+00",368,"4"
"2021-08-02 02:20:07.415+00",460,"2"
"2021-08-02 02:20:07.415+00",614591582,"0"
"2021-08-02 02:20:07.415+00",276,"5"
"2021-08-02 02:20:07.415+00",569914946,"1"
"2021-08-02 02:20:37.411+00",322,"3"
"2021-08-02 02:20:37.411+00",276,"5"
"2021-08-02 02:20:37.411+00",640377821,"0"
"2021-08-02 02:20:37.411+00",460,"2"
"2021-08-02 02:20:37.411+00",368,"4"
"2021-08-02 02:20:37.411+00",569915219,"1"
"2021-08-02 02:21:07.411+00",569915219,"1"
"2021-08-02 02:21:07.411+00",322,"3"
"2021-08-02 02:21:07.411+00",276,"5"
"2021-08-02 02:21:07.411+00",657902160,"0"
"2021-08-02 02:21:07.411+00",460,"2"
"2021-08-02 02:21:07.411+00",368,"4"
"2021-08-02 02:21:37.411+00",570238228,"1"
"2021-08-02 02:21:37.411+00",276,"5"
"2021-08-02 02:21:37.411+00",677196802,"0"
"2021-08-02 02:21:37.411+00",460,"2"
"2021-08-02 02:21:37.411+00",368,"4"
"2021-08-02 02:21:37.411+00",322,"3"
"2021-08-02 02:22:07.411+00",322,"3"
"2021-08-02 02:22:07.411+00",570238228,"1"
"2021-08-02 02:22:07.411+00",697382084,"0"
"2021-08-02 02:22:07.411+00",460,"2"
"2021-08-02 02:22:07.411+00",368,"4"
"2021-08-02 02:22:07.411+00",276,"5"
"2021-08-02 02:22:37.411+00",368,"4"
"2021-08-02 02:22:37.411+00",460,"2"
"2021-08-02 02:22:37.411+00",570238228,"1"
"2021-08-02 02:22:37.411+00",322,"3"
"2021-08-02 02:22:37.411+00",276,"5"
"2021-08-02 02:22:37.411+00",718804598,"0"
"2021-08-02 02:23:07.411+00",570411783,"1"
"2021-08-02 02:23:07.411+00",322,"3"
"2021-08-02 02:23:07.411+00",276,"5"
"2021-08-02 02:23:07.411+00",460,"2"
"2021-08-02 02:23:07.411+00",368,"4"
"2021-08-02 02:23:07.411+00",737645207,"0"
"2021-08-02 02:23:37.411+00",460,"2"
"2021-08-02 02:23:37.411+00",368,"4"
"2021-08-02 02:23:37.411+00",570411783,"1"
"2021-08-02 02:23:37.411+00",322,"3"
"2021-08-02 02:23:37.411+00",276,"5"
"2021-08-02 02:23:37.411+00",761241680,"0"
"2021-08-02 02:24:07.411+00",570411783,"1"
"2021-08-02 02:24:07.411+00",322,"3"
"2021-08-02 02:24:07.411+00",276,"5"
