"time","completed_tasks","executor"
"2021-08-03 02:57:44.027+00",7,"1"
"2021-08-03 02:57:44.027+00",4005,"4"
"2021-08-03 02:57:44.027+00",4438,"5"
"2021-08-03 02:57:44.027+00",3909,"0"
"2021-08-03 02:57:44.027+00",4078,"2"
"2021-08-03 02:58:14.027+00",7,"1"
"2021-08-03 02:58:14.027+00",6765,"3"
"2021-08-03 02:58:14.027+00",4078,"2"
"2021-08-03 02:58:14.027+00",3909,"0"
"2021-08-03 02:58:14.027+00",4005,"4"
"2021-08-03 02:58:14.027+00",4438,"5"
"2021-08-03 02:58:44.027+00",4078,"2"
"2021-08-03 02:58:44.027+00",4005,"4"
"2021-08-03 02:58:44.027+00",7,"1"
"2021-08-03 02:58:44.027+00",4438,"5"
"2021-08-03 02:58:44.027+00",6765,"3"
"2021-08-03 02:58:44.027+00",3909,"0"
"2021-08-03 02:59:14.027+00",3909,"0"
"2021-08-03 02:59:14.027+00",4078,"2"
"2021-08-03 02:59:14.027+00",4438,"5"
"2021-08-03 02:59:14.027+00",4005,"4"
"2021-08-03 02:59:14.027+00",7,"1"
"2021-08-03 02:59:14.027+00",6765,"3"
"2021-08-03 02:59:44.027+00",3909,"0"
"2021-08-03 02:59:44.027+00",6765,"3"
"2021-08-03 02:59:44.027+00",4078,"2"
"2021-08-03 02:59:44.027+00",7,"1"
"2021-08-03 02:59:44.027+00",4005,"4"
"2021-08-03 02:59:44.027+00",4438,"5"
"2021-08-03 03:00:14.027+00",6765,"3"
"2021-08-03 03:00:14.027+00",4078,"2"
"2021-08-03 03:00:14.027+00",4438,"5"
"2021-08-03 03:00:14.027+00",7,"1"
"2021-08-03 03:00:14.027+00",4005,"4"
"2021-08-03 03:00:14.027+00",3909,"0"
"2021-08-03 03:00:44.027+00",4282,"0"
"2021-08-03 03:00:44.027+00",7141,"3"
"2021-08-03 03:00:44.027+00",4453,"2"
"2021-08-03 03:00:44.027+00",4724,"5"
"2021-08-03 03:00:44.027+00",8,"1"
"2021-08-03 03:00:44.027+00",4293,"4"
"2021-08-03 03:01:14.027+00",4596,"4"
"2021-08-03 03:01:14.027+00",8,"1"
"2021-08-03 03:01:14.027+00",7543,"3"
"2021-08-03 03:01:14.027+00",4686,"0"
"2021-08-03 03:01:14.027+00",5027,"5"
"2021-08-03 03:01:14.027+00",4859,"2"
"2021-08-03 03:01:44.027+00",5330,"5"
"2021-08-03 03:01:44.027+00",4899,"4"
"2021-08-03 03:01:44.027+00",5264,"2"
"2021-08-03 03:01:44.027+00",5091,"0"
"2021-08-03 03:01:44.027+00",7945,"3"
"2021-08-03 03:01:44.027+00",8,"1"
"2021-08-03 03:02:14.033+00",5202,"4"
"2021-08-03 03:02:14.033+00",8348,"3"
"2021-08-03 03:02:14.033+00",5497,"0"
"2021-08-03 03:02:14.033+00",5633,"5"
"2021-08-03 03:02:14.033+00",5667,"2"
"2021-08-03 03:02:14.033+00",8,"1"
"2021-08-03 03:02:44.027+00",8755,"3"
"2021-08-03 03:02:44.027+00",6072,"2"
"2021-08-03 03:02:44.027+00",5937,"5"
"2021-08-03 03:02:44.027+00",5506,"4"
"2021-08-03 03:02:44.027+00",8,"1"
"2021-08-03 03:02:44.027+00",5900,"0"
"2021-08-03 03:03:14.027+00",6477,"2"
"2021-08-03 03:03:14.027+00",6240,"5"
"2021-08-03 03:03:14.027+00",6304,"0"
"2021-08-03 03:03:14.027+00",9158,"3"
"2021-08-03 03:03:14.027+00",5809,"4"
"2021-08-03 03:03:14.027+00",8,"1"
"2021-08-03 03:03:44.027+00",6879,"2"
"2021-08-03 03:03:44.027+00",6708,"0"
"2021-08-03 03:03:44.027+00",9564,"3"
"2021-08-03 03:03:44.027+00",6543,"5"
"2021-08-03 03:03:44.027+00",8,"1"
"2021-08-03 03:03:44.027+00",6112,"4"
"2021-08-03 03:04:14.027+00",6415,"4"
"2021-08-03 03:04:14.027+00",7112,"0"
"2021-08-03 03:04:14.027+00",9969,"3"
"2021-08-03 03:04:14.027+00",6846,"5"
"2021-08-03 03:04:14.027+00",7282,"2"
"2021-08-03 03:04:14.027+00",8,"1"
"2021-08-03 03:04:44.027+00",7150,"5"
"2021-08-03 03:04:44.027+00",6719,"4"
"2021-08-03 03:04:44.027+00",7522,"0"
"2021-08-03 03:04:44.027+00",8,"1"
"2021-08-03 03:04:44.027+00",7682,"2"
"2021-08-03 03:04:44.027+00",10374,"3"
"2021-08-03 03:05:14.027+00",8,"1"
"2021-08-03 03:05:14.027+00",7924,"0"
"2021-08-03 03:05:14.027+00",7453,"5"
"2021-08-03 03:05:14.027+00",8087,"2"
"2021-08-03 03:05:14.027+00",10779,"3"
"2021-08-03 03:05:14.027+00",7022,"4"
"2021-08-03 03:05:44.027+00",10862,"3"
"2021-08-03 03:05:44.027+00",8171,"2"
"2021-08-03 03:05:44.027+00",7085,"4"
"2021-08-03 03:05:44.027+00",8,"1"
"2021-08-03 03:05:44.027+00",7516,"5"
"2021-08-03 03:05:44.027+00",8009,"0"
"2021-08-03 03:06:14.027+00",10862,"3"
"2021-08-03 03:06:14.027+00",7516,"5"
"2021-08-03 03:06:14.027+00",8171,"2"
"2021-08-03 03:06:14.027+00",7085,"4"
"2021-08-03 03:06:14.027+00",8,"1"
"2021-08-03 03:06:14.027+00",8009,"0"
"2021-08-03 03:06:44.027+00",8009,"0"
"2021-08-03 03:06:44.027+00",7085,"4"
"2021-08-03 03:06:44.027+00",10862,"3"
"2021-08-03 03:06:44.027+00",8171,"2"
"2021-08-03 03:06:44.027+00",7516,"5"
"2021-08-03 03:06:44.027+00",8,"1"
"2021-08-03 03:07:14.027+00",7085,"4"
"2021-08-03 03:07:14.027+00",8171,"2"
"2021-08-03 03:07:14.027+00",10862,"3"
"2021-08-03 03:07:14.027+00",8,"1"
"2021-08-03 03:07:14.027+00",8009,"0"
"2021-08-03 03:07:14.027+00",7516,"5"
"2021-08-03 03:07:44.027+00",10862,"3"
"2021-08-03 03:07:44.027+00",7085,"4"
"2021-08-03 03:07:44.027+00",8,"1"
"2021-08-03 03:07:44.027+00",7516,"5"
"2021-08-03 03:07:44.027+00",8171,"2"
"2021-08-03 03:07:44.027+00",8009,"0"
"2021-08-03 03:08:14.027+00",8,"1"
"2021-08-03 03:08:14.027+00",7085,"4"
"2021-08-03 03:08:14.027+00",10862,"3"
"2021-08-03 03:08:14.027+00",7516,"5"
"2021-08-03 03:08:14.027+00",8171,"2"
"2021-08-03 03:08:14.027+00",8009,"0"
"2021-08-03 03:08:44.027+00",8,"1"
"2021-08-03 03:08:44.027+00",7085,"4"
"2021-08-03 03:08:44.027+00",8171,"2"
"2021-08-03 03:08:44.027+00",7516,"5"
"2021-08-03 03:08:44.027+00",10862,"3"
"2021-08-03 03:08:44.027+00",8009,"0"
"2021-08-03 03:09:14.027+00",8171,"2"
"2021-08-03 03:09:14.027+00",8009,"0"
"2021-08-03 03:09:14.027+00",7516,"5"
"2021-08-03 03:09:14.027+00",10862,"3"
"2021-08-03 03:09:14.027+00",8,"1"
"2021-08-03 03:09:14.027+00",7085,"4"
"2021-08-03 03:09:44.027+00",8,"1"
"2021-08-03 03:09:44.027+00",7085,"4"
"2021-08-03 03:09:44.027+00",8171,"2"
"2021-08-03 03:09:44.027+00",8009,"0"
"2021-08-03 03:09:44.027+00",10862,"3"
"2021-08-03 03:09:44.027+00",7516,"5"
"2021-08-03 03:10:14.027+00",7516,"5"
"2021-08-03 03:10:14.027+00",8,"1"
"2021-08-03 03:10:14.027+00",8171,"2"
"2021-08-03 03:10:14.027+00",8009,"0"
"2021-08-03 03:10:14.027+00",10862,"3"
"2021-08-03 03:10:14.027+00",7085,"4"
"2021-08-03 03:10:44.027+00",10862,"3"
"2021-08-03 03:10:44.027+00",8171,"2"
"2021-08-03 03:10:44.027+00",8009,"0"
"2021-08-03 03:10:44.027+00",7085,"4"
"2021-08-03 03:10:44.027+00",8,"1"
"2021-08-03 03:10:44.027+00",7516,"5"
"2021-08-03 03:11:14.027+00",8009,"0"
"2021-08-03 03:11:14.027+00",7085,"4"
"2021-08-03 03:11:14.027+00",8,"1"
"2021-08-03 03:11:14.027+00",7516,"5"
"2021-08-03 03:11:14.027+00",10862,"3"
"2021-08-03 03:11:14.027+00",8171,"2"
"2021-08-03 03:11:44.027+00",8,"1"
"2021-08-03 03:11:44.027+00",7085,"4"
"2021-08-03 03:11:44.027+00",10862,"3"
"2021-08-03 03:11:44.027+00",8171,"2"
"2021-08-03 03:11:44.027+00",8009,"0"
"2021-08-03 03:11:44.027+00",7516,"5"
"2021-08-03 03:12:14.027+00",8009,"0"
"2021-08-03 03:12:14.027+00",8171,"2"
"2021-08-03 03:12:14.027+00",7516,"5"
"2021-08-03 03:12:14.027+00",8,"1"
"2021-08-03 03:12:14.027+00",7085,"4"
"2021-08-03 03:12:14.027+00",10862,"3"
"2021-08-03 03:12:44.027+00",8171,"2"
"2021-08-03 03:12:44.027+00",7516,"5"
"2021-08-03 03:12:44.027+00",7085,"4"
"2021-08-03 03:12:44.027+00",8009,"0"
"2021-08-03 03:12:44.027+00",10862,"3"
"2021-08-03 03:12:44.027+00",8,"1"
"2021-08-03 03:13:14.027+00",8009,"0"
"2021-08-03 03:13:14.027+00",7085,"4"
"2021-08-03 03:13:14.027+00",8,"1"
"2021-08-03 03:13:14.027+00",7516,"5"
"2021-08-03 03:13:14.027+00",10862,"3"
"2021-08-03 03:13:14.027+00",8171,"2"
"2021-08-03 03:13:44.027+00",8009,"0"
"2021-08-03 03:13:44.027+00",8171,"2"
"2021-08-03 03:13:44.027+00",8,"1"
"2021-08-03 03:13:44.027+00",7085,"4"
"2021-08-03 03:13:44.027+00",7516,"5"
"2021-08-03 03:13:44.027+00",10862,"3"
"2021-08-03 03:14:14.027+00",7085,"4"
"2021-08-03 03:14:14.027+00",8171,"2"
"2021-08-03 03:14:14.027+00",8,"1"
"2021-08-03 03:14:14.027+00",10862,"3"
"2021-08-03 03:14:14.027+00",8009,"0"
"2021-08-03 03:14:14.027+00",7516,"5"
"2021-08-03 03:14:44.027+00",8019,"0"
"2021-08-03 03:14:44.027+00",7531,"5"
"2021-08-03 03:14:44.027+00",7096,"4"
"2021-08-03 03:14:44.027+00",10875,"3"
"2021-08-03 03:14:44.027+00",8,"1"
"2021-08-03 03:14:44.027+00",8182,"2"
"2021-08-03 03:15:14.027+00",10914,"3"
"2021-08-03 03:15:14.027+00",8057,"0"
"2021-08-03 03:15:14.027+00",7129,"4"
"2021-08-03 03:15:14.027+00",8215,"2"
"2021-08-03 03:15:14.027+00",7592,"5"
"2021-08-03 03:15:14.027+00",8,"1"
"2021-08-03 03:15:44.027+00",7649,"5"
"2021-08-03 03:15:44.027+00",8090,"0"
"2021-08-03 03:15:44.027+00",10950,"3"
"2021-08-03 03:15:44.027+00",8,"1"
"2021-08-03 03:15:44.027+00",8248,"2"
"2021-08-03 03:15:44.027+00",7162,"4"
"2021-08-03 03:16:14.027+00",8,"1"
"2021-08-03 03:16:14.027+00",8278,"2"
"2021-08-03 03:16:14.027+00",7702,"5"
"2021-08-03 03:16:14.027+00",8129,"0"
"2021-08-03 03:16:14.027+00",10992,"3"
"2021-08-03 03:16:14.027+00",7195,"4"
"2021-08-03 03:16:44.027+00",8315,"2"
"2021-08-03 03:16:44.027+00",7764,"5"
"2021-08-03 03:16:44.027+00",8166,"0"
"2021-08-03 03:16:44.027+00",11032,"3"
"2021-08-03 03:16:44.027+00",7229,"4"
"2021-08-03 03:16:44.027+00",8,"1"
"2021-08-03 03:17:14.029+00",8202,"0"
"2021-08-03 03:17:14.029+00",8348,"2"
"2021-08-03 03:17:14.029+00",8,"1"
"2021-08-03 03:17:14.029+00",7821,"5"
"2021-08-03 03:17:14.029+00",7262,"4"
"2021-08-03 03:17:14.029+00",11071,"3"
"2021-08-03 03:17:44.027+00",8238,"0"
"2021-08-03 03:17:44.027+00",8,"1"
"2021-08-03 03:17:44.027+00",7295,"4"
"2021-08-03 03:17:44.027+00",8380,"2"
"2021-08-03 03:17:44.027+00",7878,"5"
"2021-08-03 03:17:44.027+00",11110,"3"
"2021-08-03 03:18:14.027+00",8,"1"
"2021-08-03 03:18:14.027+00",8273,"0"
"2021-08-03 03:18:14.027+00",11146,"3"
"2021-08-03 03:18:14.027+00",7933,"5"
"2021-08-03 03:18:14.027+00",8410,"2"
"2021-08-03 03:18:14.027+00",7328,"4"
"2021-08-03 03:18:44.027+00",7986,"5"
"2021-08-03 03:18:44.027+00",8448,"2"
"2021-08-03 03:18:44.027+00",7362,"4"
"2021-08-03 03:18:44.027+00",8,"1"
"2021-08-03 03:18:44.027+00",8309,"0"
"2021-08-03 03:18:44.027+00",11185,"3"
"2021-08-03 03:19:14.027+00",8,"1"
"2021-08-03 03:19:14.027+00",8475,"2"
"2021-08-03 03:19:14.027+00",7392,"4"
"2021-08-03 03:19:14.027+00",11222,"3"
"2021-08-03 03:19:14.027+00",8045,"5"
"2021-08-03 03:19:14.027+00",8344,"0"
"2021-08-03 03:19:44.027+00",8373,"0"
"2021-08-03 03:19:44.027+00",8,"1"
"2021-08-03 03:19:44.027+00",8505,"2"
"2021-08-03 03:19:44.027+00",11256,"3"
"2021-08-03 03:19:44.027+00",8092,"5"
"2021-08-03 03:19:44.027+00",7419,"4"
"2021-08-03 03:20:14.027+00",11256,"3"
"2021-08-03 03:20:14.027+00",8373,"0"
"2021-08-03 03:20:14.027+00",7419,"4"
"2021-08-03 03:20:14.027+00",8505,"2"
"2021-08-03 03:20:14.027+00",8092,"5"
"2021-08-03 03:20:14.027+00",8,"1"
"2021-08-03 03:20:44.027+00",8,"1"
"2021-08-03 03:20:44.027+00",11256,"3"
"2021-08-03 03:20:44.027+00",8092,"5"
"2021-08-03 03:20:44.027+00",8505,"2"
"2021-08-03 03:20:44.027+00",8373,"0"
"2021-08-03 03:20:44.027+00",7419,"4"
"2021-08-03 03:21:14.027+00",8505,"2"
"2021-08-03 03:21:14.027+00",7419,"4"
"2021-08-03 03:21:14.027+00",11256,"3"
"2021-08-03 03:21:14.027+00",8,"1"
"2021-08-03 03:21:14.027+00",8373,"0"
"2021-08-03 03:21:14.027+00",8092,"5"
"2021-08-03 03:21:44.027+00",8092,"5"
"2021-08-03 03:21:44.027+00",11256,"3"
"2021-08-03 03:21:44.027+00",8373,"0"
"2021-08-03 03:21:44.027+00",7419,"4"
"2021-08-03 03:21:44.027+00",8505,"2"
"2021-08-03 03:21:44.027+00",8,"1"
"2021-08-03 03:22:14.027+00",8505,"2"
"2021-08-03 03:22:14.027+00",7419,"4"
"2021-08-03 03:22:14.027+00",8,"1"
"2021-08-03 03:22:14.027+00",8092,"5"
"2021-08-03 03:22:14.027+00",11256,"3"
"2021-08-03 03:22:14.027+00",8373,"0"
"2021-08-03 03:22:44.027+00",11256,"3"
"2021-08-03 03:22:44.027+00",8505,"2"
"2021-08-03 03:22:44.027+00",8,"1"
"2021-08-03 03:22:44.027+00",8092,"5"
"2021-08-03 03:22:44.027+00",8373,"0"
"2021-08-03 03:22:44.027+00",7419,"4"
"2021-08-03 03:23:14.027+00",8,"1"
"2021-08-03 03:23:14.027+00",7419,"4"
"2021-08-03 03:23:14.027+00",8373,"0"
"2021-08-03 03:23:14.027+00",11256,"3"
"2021-08-03 03:23:14.027+00",8092,"5"
"2021-08-03 03:23:14.027+00",8505,"2"
"2021-08-03 03:23:44.027+00",8373,"0"
"2021-08-03 03:23:44.027+00",8092,"5"
"2021-08-03 03:23:44.027+00",8,"1"
"2021-08-03 03:23:44.027+00",8505,"2"
"2021-08-03 03:23:44.027+00",11256,"3"
"2021-08-03 03:23:44.027+00",7419,"4"
"2021-08-03 03:24:14.027+00",8,"1"
"2021-08-03 03:24:14.027+00",8092,"5"
"2021-08-03 03:24:14.027+00",11256,"3"
"2021-08-03 03:24:14.027+00",8373,"0"
"2021-08-03 03:24:14.027+00",7419,"4"
"2021-08-03 03:24:14.027+00",8505,"2"
"2021-08-03 03:24:44.027+00",8373,"0"
"2021-08-03 03:24:44.027+00",8505,"2"
"2021-08-03 03:24:44.027+00",8,"1"
"2021-08-03 03:24:44.027+00",8092,"5"
"2021-08-03 03:24:44.027+00",11256,"3"
"2021-08-03 03:24:44.027+00",7419,"4"
"2021-08-03 03:25:14.027+00",8505,"2"
"2021-08-03 03:25:14.027+00",7419,"4"
"2021-08-03 03:25:14.027+00",8373,"0"
"2021-08-03 03:25:14.027+00",11256,"3"
"2021-08-03 03:25:14.027+00",8092,"5"
"2021-08-03 03:25:14.027+00",8,"1"
"2021-08-03 03:25:44.027+00",8092,"5"
"2021-08-03 03:25:44.027+00",8373,"0"
"2021-08-03 03:25:44.027+00",8505,"2"
"2021-08-03 03:25:44.027+00",8,"1"
"2021-08-03 03:25:44.027+00",7419,"4"
"2021-08-03 03:25:44.027+00",11256,"3"
"2021-08-03 03:26:14.027+00",11256,"3"
"2021-08-03 03:26:14.027+00",8373,"0"
"2021-08-03 03:26:14.027+00",7419,"4"
"2021-08-03 03:26:14.027+00",8505,"2"
"2021-08-03 03:26:14.027+00",8,"1"
"2021-08-03 03:26:14.027+00",8092,"5"
"2021-08-03 03:26:44.027+00",8373,"0"
"2021-08-03 03:26:44.027+00",11256,"3"
"2021-08-03 03:26:44.027+00",8,"1"
"2021-08-03 03:26:44.027+00",8505,"2"
"2021-08-03 03:26:44.027+00",8092,"5"
"2021-08-03 03:26:44.027+00",7419,"4"
"2021-08-03 03:27:14.027+00",11276,"3"
"2021-08-03 03:27:14.027+00",8,"1"
"2021-08-03 03:27:14.027+00",8122,"5"
"2021-08-03 03:27:14.027+00",8400,"0"
"2021-08-03 03:27:14.027+00",7438,"4"
"2021-08-03 03:27:14.027+00",8527,"2"
"2021-08-03 03:27:44.027+00",8808,"0"
"2021-08-03 03:27:44.027+00",7748,"4"
"2021-08-03 03:27:44.027+00",11584,"3"
"2021-08-03 03:27:44.027+00",8881,"2"
"2021-08-03 03:27:44.027+00",8,"1"
"2021-08-03 03:27:44.027+00",8574,"5"
"2021-08-03 03:28:14.027+00",8052,"4"
"2021-08-03 03:28:14.027+00",11887,"3"
"2021-08-03 03:28:14.027+00",9232,"2"
"2021-08-03 03:28:14.027+00",8,"1"
"2021-08-03 03:28:14.027+00",9029,"5"
"2021-08-03 03:28:14.027+00",9213,"0"
"2021-08-03 03:28:44.027+00",9618,"0"
"2021-08-03 03:28:44.027+00",9583,"2"
"2021-08-03 03:28:44.027+00",8,"1"
"2021-08-03 03:28:44.027+00",9485,"5"
"2021-08-03 03:28:44.027+00",12190,"3"
"2021-08-03 03:28:44.027+00",8355,"4"
"2021-08-03 03:29:14.027+00",12488,"3"
"2021-08-03 03:29:14.027+00",9934,"5"
"2021-08-03 03:29:14.027+00",8,"1"
"2021-08-03 03:29:14.027+00",10014,"0"
"2021-08-03 03:29:14.027+00",8653,"4"
"2021-08-03 03:29:14.027+00",9928,"2"
"2021-08-03 03:29:44.027+00",10424,"0"
"2021-08-03 03:29:44.027+00",10386,"5"
"2021-08-03 03:29:44.027+00",8957,"4"
"2021-08-03 03:29:44.027+00",8,"1"
"2021-08-03 03:29:44.027+00",10279,"2"
"2021-08-03 03:29:44.027+00",12791,"3"
"2021-08-03 03:30:14.027+00",10830,"5"
"2021-08-03 03:30:14.027+00",8,"1"
"2021-08-03 03:30:14.027+00",13088,"3"
"2021-08-03 03:30:14.027+00",9253,"4"
"2021-08-03 03:30:14.027+00",10623,"2"
"2021-08-03 03:30:14.027+00",10823,"0"
"2021-08-03 03:30:44.027+00",11250,"0"
"2021-08-03 03:30:44.027+00",8,"1"
"2021-08-03 03:30:44.027+00",9568,"4"
"2021-08-03 03:30:44.027+00",11299,"5"
"2021-08-03 03:30:44.027+00",10988,"2"
"2021-08-03 03:30:44.027+00",13403,"3"
"2021-08-03 03:31:14.027+00",9849,"4"
"2021-08-03 03:31:14.027+00",8,"1"
"2021-08-03 03:31:14.027+00",11721,"5"
"2021-08-03 03:31:14.027+00",11629,"0"
"2021-08-03 03:31:14.027+00",11312,"2"
"2021-08-03 03:31:14.027+00",13684,"3"
"2021-08-03 03:31:44.027+00",12199,"5"
"2021-08-03 03:31:44.027+00",10169,"4"
"2021-08-03 03:31:44.027+00",11684,"2"
"2021-08-03 03:31:44.027+00",12057,"0"
"2021-08-03 03:31:44.027+00",8,"1"
"2021-08-03 03:31:44.027+00",14004,"3"
"2021-08-03 03:32:14.027+00",8,"1"
"2021-08-03 03:32:14.027+00",12664,"5"
"2021-08-03 03:32:14.027+00",12470,"0"
"2021-08-03 03:32:14.027+00",10478,"4"
"2021-08-03 03:32:14.027+00",14313,"3"
"2021-08-03 03:32:14.027+00",12042,"2"
"2021-08-03 03:32:44.027+00",14332,"3"
"2021-08-03 03:32:44.027+00",12692,"5"
"2021-08-03 03:32:44.027+00",12496,"0"
"2021-08-03 03:32:44.027+00",10497,"4"
"2021-08-03 03:32:44.027+00",12064,"2"
"2021-08-03 03:32:44.027+00",8,"1"
"2021-08-03 03:33:14.027+00",8,"1"
"2021-08-03 03:33:14.027+00",14332,"3"
"2021-08-03 03:33:14.027+00",12692,"5"
"2021-08-03 03:33:14.027+00",12496,"0"
"2021-08-03 03:33:14.027+00",12064,"2"
"2021-08-03 03:33:14.027+00",10497,"4"
"2021-08-03 03:33:44.027+00",10497,"4"
"2021-08-03 03:33:44.027+00",12064,"2"
"2021-08-03 03:33:44.027+00",8,"1"
"2021-08-03 03:33:44.027+00",14332,"3"
"2021-08-03 03:33:44.027+00",12692,"5"
"2021-08-03 03:33:44.027+00",12496,"0"
"2021-08-03 03:34:14.027+00",8,"1"
"2021-08-03 03:34:14.027+00",14332,"3"
"2021-08-03 03:34:14.027+00",12496,"0"
"2021-08-03 03:34:14.027+00",10497,"4"
"2021-08-03 03:34:14.027+00",12064,"2"
"2021-08-03 03:34:14.027+00",12692,"5"
"2021-08-03 03:34:44.027+00",12496,"0"
"2021-08-03 03:34:44.027+00",12692,"5"
"2021-08-03 03:34:44.027+00",14332,"3"
"2021-08-03 03:34:44.027+00",10497,"4"
"2021-08-03 03:34:44.027+00",12064,"2"
"2021-08-03 03:34:44.027+00",8,"1"
