"time","memory_used_bytes","executor"
"2021-08-03 02:55:14.027+00",31445378,"0"
"2021-08-03 02:55:14.027+00",36510174,"2"
"2021-08-03 02:55:44.027+00",36510174,"2"
"2021-08-03 02:55:44.027+00",34129899,"5"
"2021-08-03 02:55:44.027+00",34664610,"4"
"2021-08-03 02:55:44.027+00",31445378,"0"
"2021-08-03 02:55:44.027+00",39814539,"3"
"2021-08-03 02:55:44.027+00",0,"1"
"2021-08-03 02:56:14.027+00",31445378,"0"
"2021-08-03 02:56:14.027+00",34664610,"4"
"2021-08-03 02:56:14.027+00",36510174,"2"
"2021-08-03 02:56:14.027+00",0,"1"
"2021-08-03 02:56:14.027+00",34129899,"5"
"2021-08-03 02:56:14.027+00",39814539,"3"
"2021-08-03 02:56:44.027+00",36510174,"2"
"2021-08-03 02:56:44.027+00",34664610,"4"
"2021-08-03 02:56:44.027+00",0,"1"
"2021-08-03 02:56:44.027+00",31445378,"0"
"2021-08-03 02:56:44.027+00",39814539,"3"
"2021-08-03 02:56:44.027+00",34129899,"5"
"2021-08-03 02:57:14.027+00",0,"1"
"2021-08-03 02:57:14.027+00",39814539,"3"
"2021-08-03 02:57:14.027+00",36510174,"2"
"2021-08-03 02:57:14.027+00",34129899,"5"
"2021-08-03 02:57:14.027+00",34664610,"4"
"2021-08-03 02:57:14.027+00",31445378,"0"
"2021-08-03 02:57:44.027+00",34129899,"5"
"2021-08-03 02:57:44.027+00",31445378,"0"
"2021-08-03 02:57:44.027+00",36510174,"2"
"2021-08-03 02:57:44.027+00",39814539,"3"
"2021-08-03 02:57:44.027+00",0,"1"
"2021-08-03 02:57:44.027+00",34664610,"4"
"2021-08-03 02:58:14.027+00",34664610,"4"
"2021-08-03 02:58:14.027+00",36510174,"2"
"2021-08-03 02:58:14.027+00",34129899,"5"
"2021-08-03 02:58:14.027+00",0,"1"
"2021-08-03 02:58:14.027+00",39814539,"3"
"2021-08-03 02:58:14.027+00",31445378,"0"
"2021-08-03 02:58:44.027+00",34129899,"5"
"2021-08-03 02:58:44.027+00",0,"1"
"2021-08-03 02:58:44.027+00",39814539,"3"
"2021-08-03 02:58:44.027+00",31445378,"0"
"2021-08-03 02:58:44.027+00",34664610,"4"
"2021-08-03 02:58:44.027+00",36510174,"2"
"2021-08-03 02:59:14.027+00",31445378,"0"
"2021-08-03 02:59:14.027+00",34664610,"4"
"2021-08-03 02:59:14.027+00",0,"1"
"2021-08-03 02:59:14.027+00",34129899,"5"
"2021-08-03 02:59:14.027+00",39814539,"3"
"2021-08-03 02:59:14.027+00",36510174,"2"
"2021-08-03 02:59:44.027+00",31445378,"0"
"2021-08-03 02:59:44.027+00",34129899,"5"
"2021-08-03 02:59:44.027+00",36510174,"2"
"2021-08-03 02:59:44.027+00",34664610,"4"
"2021-08-03 02:59:44.027+00",0,"1"
"2021-08-03 02:59:44.027+00",39814539,"3"
"2021-08-03 03:00:14.027+00",34129899,"5"
"2021-08-03 03:00:14.027+00",31445378,"0"
"2021-08-03 03:00:14.027+00",39814539,"3"
"2021-08-03 03:00:14.027+00",0,"1"
"2021-08-03 03:00:14.027+00",34664610,"4"
"2021-08-03 03:00:14.027+00",36510174,"2"
"2021-08-03 03:00:44.027+00",35684249,"5"
"2021-08-03 03:00:44.027+00",38264529,"2"
"2021-08-03 03:00:44.027+00",36172995,"4"
"2021-08-03 03:00:44.027+00",41554729,"3"
"2021-08-03 03:00:44.027+00",0,"1"
"2021-08-03 03:00:44.027+00",33192161,"0"
"2021-08-03 03:01:14.027+00",36922812,"5"
"2021-08-03 03:01:14.027+00",34578879,"0"
"2021-08-03 03:01:14.027+00",42952120,"3"
"2021-08-03 03:01:14.027+00",37408019,"4"
"2021-08-03 03:01:14.027+00",0,"1"
"2021-08-03 03:01:14.027+00",39666382,"2"
"2021-08-03 03:01:44.027+00",38607779,"4"
"2021-08-03 03:01:44.027+00",41011959,"2"
"2021-08-03 03:01:44.027+00",35928783,"0"
"2021-08-03 03:01:44.027+00",0,"1"
"2021-08-03 03:01:44.027+00",38102790,"5"
"2021-08-03 03:01:44.027+00",44310535,"3"
"2021-08-03 03:02:14.033+00",39513027,"5"
"2021-08-03 03:02:14.033+00",42567572,"2"
"2021-08-03 03:02:14.033+00",37481981,"0"
"2021-08-03 03:02:14.033+00",45853584,"3"
"2021-08-03 03:02:14.033+00",39980065,"4"
"2021-08-03 03:02:14.033+00",0,"1"
"2021-08-03 03:02:44.027+00",41128952,"4"
"2021-08-03 03:02:44.027+00",38772827,"0"
"2021-08-03 03:02:44.027+00",47152749,"3"
"2021-08-03 03:02:44.027+00",40630704,"5"
"2021-08-03 03:02:44.027+00",43857419,"2"
"2021-08-03 03:02:44.027+00",0,"1"
"2021-08-03 03:03:14.027+00",45159422,"2"
"2021-08-03 03:03:14.027+00",42308429,"4"
"2021-08-03 03:03:14.027+00",0,"1"
"2021-08-03 03:03:14.027+00",40088189,"0"
"2021-08-03 03:03:14.027+00",48476001,"3"
"2021-08-03 03:03:14.027+00",41769629,"5"
"2021-08-03 03:03:44.027+00",0,"1"
"2021-08-03 03:03:44.027+00",43569791,"4"
"2021-08-03 03:03:44.027+00",43045795,"5"
"2021-08-03 03:03:44.027+00",46586095,"2"
"2021-08-03 03:03:44.027+00",41516751,"0"
"2021-08-03 03:03:44.027+00",49902747,"3"
"2021-08-03 03:04:14.027+00",48032208,"2"
"2021-08-03 03:04:14.027+00",44846571,"4"
"2021-08-03 03:04:14.027+00",44333965,"5"
"2021-08-03 03:04:14.027+00",42973402,"0"
"2021-08-03 03:04:14.027+00",51344927,"3"
"2021-08-03 03:04:14.027+00",0,"1"
"2021-08-03 03:04:44.027+00",44857804,"5"
"2021-08-03 03:04:44.027+00",48721361,"2"
"2021-08-03 03:04:44.027+00",45386022,"4"
"2021-08-03 03:04:44.027+00",43668158,"0"
"2021-08-03 03:04:44.027+00",0,"1"
"2021-08-03 03:04:44.027+00",52029321,"3"
"2021-08-03 03:05:14.027+00",45321595,"5"
"2021-08-03 03:05:14.027+00",52653860,"3"
"2021-08-03 03:05:14.027+00",49336772,"2"
"2021-08-03 03:05:14.027+00",44285067,"0"
"2021-08-03 03:05:14.027+00",45847074,"4"
"2021-08-03 03:05:14.027+00",0,"1"
"2021-08-03 03:05:44.027+00",49472851,"2"
"2021-08-03 03:05:44.027+00",45940860,"4"
"2021-08-03 03:05:44.027+00",44417523,"0"
"2021-08-03 03:05:44.027+00",45428584,"5"
"2021-08-03 03:05:44.027+00",0,"1"
"2021-08-03 03:05:44.027+00",52780216,"3"
"2021-08-03 03:06:14.027+00",45428584,"5"
"2021-08-03 03:06:14.027+00",44417523,"0"
"2021-08-03 03:06:14.027+00",52780216,"3"
"2021-08-03 03:06:14.027+00",0,"1"
"2021-08-03 03:06:14.027+00",45940860,"4"
"2021-08-03 03:06:14.027+00",49472851,"2"
"2021-08-03 03:06:44.027+00",45428584,"5"
"2021-08-03 03:06:44.027+00",0,"1"
"2021-08-03 03:06:44.027+00",45940860,"4"
"2021-08-03 03:06:44.027+00",52780216,"3"
"2021-08-03 03:06:44.027+00",44417523,"0"
"2021-08-03 03:06:44.027+00",49472851,"2"
"2021-08-03 03:07:14.027+00",44411950,"0"
"2021-08-03 03:07:14.027+00",0,"1"
"2021-08-03 03:07:14.027+00",49467278,"2"
"2021-08-03 03:07:14.027+00",52774643,"3"
"2021-08-03 03:07:14.027+00",45935287,"4"
"2021-08-03 03:07:14.027+00",45423011,"5"
"2021-08-03 03:07:44.027+00",0,"1"
"2021-08-03 03:07:44.027+00",45902406,"4"
"2021-08-03 03:07:44.027+00",52741762,"3"
"2021-08-03 03:07:44.027+00",44367779,"0"
"2021-08-03 03:07:44.027+00",45367550,"5"
"2021-08-03 03:07:44.027+00",49420219,"2"
"2021-08-03 03:08:14.027+00",45367550,"5"
"2021-08-03 03:08:14.027+00",44367779,"0"
"2021-08-03 03:08:14.027+00",52741762,"3"
"2021-08-03 03:08:14.027+00",0,"1"
"2021-08-03 03:08:14.027+00",45902406,"4"
"2021-08-03 03:08:14.027+00",49420219,"2"
"2021-08-03 03:08:44.027+00",44367779,"0"
"2021-08-03 03:08:44.027+00",52741762,"3"
"2021-08-03 03:08:44.027+00",0,"1"
"2021-08-03 03:08:44.027+00",49420219,"2"
"2021-08-03 03:08:44.027+00",45367550,"5"
"2021-08-03 03:08:44.027+00",45902406,"4"
"2021-08-03 03:09:14.027+00",52741762,"3"
"2021-08-03 03:09:14.027+00",49420219,"2"
"2021-08-03 03:09:14.027+00",0,"1"
"2021-08-03 03:09:14.027+00",45367550,"5"
"2021-08-03 03:09:14.027+00",44367779,"0"
"2021-08-03 03:09:14.027+00",45902406,"4"
"2021-08-03 03:09:44.027+00",0,"1"
"2021-08-03 03:09:44.027+00",52741762,"3"
"2021-08-03 03:09:44.027+00",45367550,"5"
"2021-08-03 03:09:44.027+00",44367779,"0"
"2021-08-03 03:09:44.027+00",49420219,"2"
"2021-08-03 03:09:44.027+00",45902406,"4"
"2021-08-03 03:10:14.027+00",44367779,"0"
"2021-08-03 03:10:14.027+00",0,"1"
"2021-08-03 03:10:14.027+00",45367550,"5"
"2021-08-03 03:10:14.027+00",52741762,"3"
"2021-08-03 03:10:14.027+00",45902406,"4"
"2021-08-03 03:10:14.027+00",49420219,"2"
"2021-08-03 03:10:44.027+00",45902406,"4"
"2021-08-03 03:10:44.027+00",44367779,"0"
"2021-08-03 03:10:44.027+00",45367550,"5"
"2021-08-03 03:10:44.027+00",52741762,"3"
"2021-08-03 03:10:44.027+00",0,"1"
"2021-08-03 03:10:44.027+00",49420219,"2"
"2021-08-03 03:11:14.027+00",49420219,"2"
"2021-08-03 03:11:14.027+00",52741762,"3"
"2021-08-03 03:11:14.027+00",44367779,"0"
"2021-08-03 03:11:14.027+00",45902406,"4"
"2021-08-03 03:11:14.027+00",0,"1"
"2021-08-03 03:11:14.027+00",45367550,"5"
"2021-08-03 03:11:44.027+00",0,"1"
"2021-08-03 03:11:44.027+00",49420219,"2"
"2021-08-03 03:11:44.027+00",45902406,"4"
"2021-08-03 03:11:44.027+00",52741762,"3"
"2021-08-03 03:11:44.027+00",44367779,"0"
"2021-08-03 03:11:44.027+00",45367550,"5"
"2021-08-03 03:12:14.027+00",0,"1"
"2021-08-03 03:12:14.027+00",49420219,"2"
"2021-08-03 03:12:14.027+00",45367550,"5"
"2021-08-03 03:12:14.027+00",44367779,"0"
"2021-08-03 03:12:14.027+00",45902406,"4"
"2021-08-03 03:12:14.027+00",52741762,"3"
"2021-08-03 03:12:44.027+00",49420219,"2"
"2021-08-03 03:12:44.027+00",44367779,"0"
"2021-08-03 03:12:44.027+00",52741762,"3"
"2021-08-03 03:12:44.027+00",0,"1"
"2021-08-03 03:12:44.027+00",45902406,"4"
"2021-08-03 03:12:44.027+00",45367550,"5"
"2021-08-03 03:13:14.027+00",0,"1"
"2021-08-03 03:13:14.027+00",44367779,"0"
"2021-08-03 03:13:14.027+00",45902406,"4"
"2021-08-03 03:13:14.027+00",49420219,"2"
"2021-08-03 03:13:14.027+00",52741762,"3"
"2021-08-03 03:13:14.027+00",45367550,"5"
"2021-08-03 03:13:44.027+00",49420219,"2"
"2021-08-03 03:13:44.027+00",45367550,"5"
"2021-08-03 03:13:44.027+00",44367779,"0"
"2021-08-03 03:13:44.027+00",52741762,"3"
"2021-08-03 03:13:44.027+00",45902406,"4"
"2021-08-03 03:13:44.027+00",0,"1"
"2021-08-03 03:14:14.027+00",45902406,"4"
"2021-08-03 03:14:14.027+00",44367779,"0"
"2021-08-03 03:14:14.027+00",0,"1"
"2021-08-03 03:14:14.027+00",49420219,"2"
"2021-08-03 03:14:14.027+00",45367550,"5"
"2021-08-03 03:14:14.027+00",52741762,"3"
"2021-08-03 03:14:44.027+00",48209695,"5"
"2021-08-03 03:14:44.027+00",48061186,"4"
"2021-08-03 03:14:44.027+00",46786206,"0"
"2021-08-03 03:14:44.027+00",0,"1"
"2021-08-03 03:14:44.027+00",51561114,"2"
"2021-08-03 03:14:44.027+00",55421953,"3"
"2021-08-03 03:15:14.027+00",53997793,"0"
"2021-08-03 03:15:14.027+00",54518769,"4"
"2021-08-03 03:15:14.027+00",57210717,"5"
"2021-08-03 03:15:14.027+00",0,"1"
"2021-08-03 03:15:14.027+00",57986675,"2"
"2021-08-03 03:15:14.027+00",63437989,"3"
"2021-08-03 03:15:44.027+00",63817745,"2"
"2021-08-03 03:15:44.027+00",60021757,"0"
"2021-08-03 03:15:44.027+00",69653264,"3"
"2021-08-03 03:15:44.027+00",60351977,"4"
"2021-08-03 03:15:44.027+00",65198180,"5"
"2021-08-03 03:15:44.027+00",0,"1"
"2021-08-03 03:16:14.027+00",71450814,"5"
"2021-08-03 03:16:14.027+00",0,"1"
"2021-08-03 03:16:14.027+00",66485444,"0"
"2021-08-03 03:16:14.027+00",65657373,"4"
"2021-08-03 03:16:14.027+00",77280045,"3"
"2021-08-03 03:16:14.027+00",69132089,"2"
"2021-08-03 03:16:44.027+00",79589248,"5"
"2021-08-03 03:16:44.027+00",74416501,"2"
"2021-08-03 03:16:44.027+00",83831646,"3"
"2021-08-03 03:16:44.027+00",72411516,"0"
"2021-08-03 03:16:44.027+00",0,"1"
"2021-08-03 03:16:44.027+00",70934392,"4"
"2021-08-03 03:17:14.029+00",74328163,"4"
"2021-08-03 03:17:14.029+00",86756620,"5"
"2021-08-03 03:17:14.029+00",0,"1"
"2021-08-03 03:17:14.029+00",78324973,"0"
"2021-08-03 03:17:14.029+00",77816081,"2"
"2021-08-03 03:17:14.029+00",90379077,"3"
"2021-08-03 03:17:44.027+00",85134619,"2"
"2021-08-03 03:17:44.027+00",84386807,"0"
"2021-08-03 03:17:44.027+00",94121324,"5"
"2021-08-03 03:17:44.027+00",81654079,"4"
"2021-08-03 03:17:44.027+00",0,"1"
"2021-08-03 03:17:44.027+00",97101302,"3"
"2021-08-03 03:18:14.027+00",99072391,"5"
"2021-08-03 03:18:14.027+00",89072954,"2"
"2021-08-03 03:18:14.027+00",0,"1"
"2021-08-03 03:18:14.027+00",101388849,"3"
"2021-08-03 03:18:14.027+00",89921516,"0"
"2021-08-03 03:18:14.027+00",87031012,"4"
"2021-08-03 03:18:44.027+00",0,"1"
"2021-08-03 03:18:44.027+00",91911509,"4"
"2021-08-03 03:18:44.027+00",95383354,"2"
"2021-08-03 03:18:44.027+00",102973013,"5"
"2021-08-03 03:18:44.027+00",93831578,"0"
"2021-08-03 03:18:44.027+00",105193145,"3"
"2021-08-03 03:19:14.027+00",110350729,"3"
"2021-08-03 03:19:14.027+00",98628766,"0"
"2021-08-03 03:19:14.027+00",0,"1"
"2021-08-03 03:19:14.027+00",96859710,"2"
"2021-08-03 03:19:14.027+00",108718949,"5"
"2021-08-03 03:19:14.027+00",95152990,"4"
"2021-08-03 03:19:44.027+00",90774134,"0"
"2021-08-03 03:19:44.027+00",104026238,"3"
"2021-08-03 03:19:44.027+00",102840598,"5"
"2021-08-03 03:19:44.027+00",90953278,"2"
"2021-08-03 03:19:44.027+00",87481632,"4"
"2021-08-03 03:19:44.027+00",0,"1"
"2021-08-03 03:20:14.027+00",0,"1"
"2021-08-03 03:20:14.027+00",90774134,"0"
"2021-08-03 03:20:14.027+00",104026238,"3"
"2021-08-03 03:20:14.027+00",90953278,"2"
"2021-08-03 03:20:14.027+00",102840598,"5"
"2021-08-03 03:20:14.027+00",87481632,"4"
"2021-08-03 03:20:44.027+00",90908742,"2"
"2021-08-03 03:20:44.027+00",90729598,"0"
"2021-08-03 03:20:44.027+00",87437096,"4"
"2021-08-03 03:20:44.027+00",102780950,"5"
"2021-08-03 03:20:44.027+00",103981702,"3"
"2021-08-03 03:20:44.027+00",0,"1"
"2021-08-03 03:21:14.027+00",87437096,"4"
"2021-08-03 03:21:14.027+00",90908742,"2"
"2021-08-03 03:21:14.027+00",90729598,"0"
"2021-08-03 03:21:14.027+00",103981702,"3"
"2021-08-03 03:21:14.027+00",0,"1"
"2021-08-03 03:21:14.027+00",102780950,"5"
"2021-08-03 03:21:44.027+00",90729598,"0"
"2021-08-03 03:21:44.027+00",90908742,"2"
"2021-08-03 03:21:44.027+00",102780950,"5"
"2021-08-03 03:21:44.027+00",103981702,"3"
"2021-08-03 03:21:44.027+00",87437096,"4"
"2021-08-03 03:21:44.027+00",0,"1"
"2021-08-03 03:22:14.027+00",0,"1"
"2021-08-03 03:22:14.027+00",87437096,"4"
"2021-08-03 03:22:14.027+00",102780950,"5"
"2021-08-03 03:22:14.027+00",90729598,"0"
"2021-08-03 03:22:14.027+00",103981702,"3"
"2021-08-03 03:22:14.027+00",90908742,"2"
"2021-08-03 03:22:44.027+00",90729598,"0"
"2021-08-03 03:22:44.027+00",103981702,"3"
"2021-08-03 03:22:44.027+00",87437096,"4"
"2021-08-03 03:22:44.027+00",90908742,"2"
"2021-08-03 03:22:44.027+00",102780950,"5"
"2021-08-03 03:22:44.027+00",0,"1"
"2021-08-03 03:23:14.027+00",90908742,"2"
"2021-08-03 03:23:14.027+00",90729598,"0"
"2021-08-03 03:23:14.027+00",87437096,"4"
"2021-08-03 03:23:14.027+00",103981702,"3"
"2021-08-03 03:23:14.027+00",102780950,"5"
"2021-08-03 03:23:14.027+00",0,"1"
"2021-08-03 03:23:44.027+00",87437096,"4"
"2021-08-03 03:23:44.027+00",102780950,"5"
"2021-08-03 03:23:44.027+00",0,"1"
"2021-08-03 03:23:44.027+00",103981702,"3"
"2021-08-03 03:23:44.027+00",90729598,"0"
"2021-08-03 03:23:44.027+00",90908742,"2"
"2021-08-03 03:24:14.027+00",102780950,"5"
"2021-08-03 03:24:14.027+00",0,"1"
"2021-08-03 03:24:14.027+00",103981702,"3"
"2021-08-03 03:24:14.027+00",90729598,"0"
"2021-08-03 03:24:14.027+00",87437096,"4"
"2021-08-03 03:24:14.027+00",90908742,"2"
"2021-08-03 03:24:44.027+00",102780950,"5"
"2021-08-03 03:24:44.027+00",90729598,"0"
"2021-08-03 03:24:44.027+00",90908742,"2"
"2021-08-03 03:24:44.027+00",0,"1"
"2021-08-03 03:24:44.027+00",87437096,"4"
"2021-08-03 03:24:44.027+00",103981702,"3"
"2021-08-03 03:25:14.027+00",90729598,"0"
"2021-08-03 03:25:14.027+00",0,"1"
"2021-08-03 03:25:14.027+00",102780950,"5"
"2021-08-03 03:25:14.027+00",90908742,"2"
"2021-08-03 03:25:14.027+00",103981702,"3"
"2021-08-03 03:25:14.027+00",87437096,"4"
"2021-08-03 03:25:44.027+00",87437096,"4"
"2021-08-03 03:25:44.027+00",103981702,"3"
"2021-08-03 03:25:44.027+00",90908742,"2"
"2021-08-03 03:25:44.027+00",0,"1"
"2021-08-03 03:25:44.027+00",102780950,"5"
"2021-08-03 03:25:44.027+00",90729598,"0"
"2021-08-03 03:26:14.027+00",103981702,"3"
"2021-08-03 03:26:14.027+00",90729598,"0"
"2021-08-03 03:26:14.027+00",0,"1"
"2021-08-03 03:26:14.027+00",102780950,"5"
"2021-08-03 03:26:14.027+00",87437096,"4"
"2021-08-03 03:26:14.027+00",90908742,"2"
"2021-08-03 03:26:44.027+00",90908742,"2"
"2021-08-03 03:26:44.027+00",90729598,"0"
"2021-08-03 03:26:44.027+00",102780950,"5"
"2021-08-03 03:26:44.027+00",0,"1"
"2021-08-03 03:26:44.027+00",103981702,"3"
"2021-08-03 03:26:44.027+00",87437096,"4"
"2021-08-03 03:27:14.027+00",102934123,"5"
"2021-08-03 03:27:14.027+00",91038386,"2"
"2021-08-03 03:27:14.027+00",104114123,"3"
"2021-08-03 03:27:14.027+00",87565506,"4"
"2021-08-03 03:27:14.027+00",90876537,"0"
"2021-08-03 03:27:14.027+00",0,"1"
"2021-08-03 03:27:44.027+00",107180181,"3"
"2021-08-03 03:27:44.027+00",0,"1"
"2021-08-03 03:27:44.027+00",106733685,"5"
"2021-08-03 03:27:44.027+00",94444307,"0"
"2021-08-03 03:27:44.027+00",94338237,"2"
"2021-08-03 03:27:44.027+00",90639816,"4"
"2021-08-03 03:28:14.027+00",97233963,"0"
"2021-08-03 03:28:14.027+00",96974647,"2"
"2021-08-03 03:28:14.027+00",109664644,"3"
"2021-08-03 03:28:14.027+00",109693461,"5"
"2021-08-03 03:28:14.027+00",0,"1"
"2021-08-03 03:28:14.027+00",93120054,"4"
"2021-08-03 03:28:44.027+00",95887579,"4"
"2021-08-03 03:28:44.027+00",100419554,"0"
"2021-08-03 03:28:44.027+00",112421763,"3"
"2021-08-03 03:28:44.027+00",0,"1"
"2021-08-03 03:28:44.027+00",113086532,"5"
"2021-08-03 03:28:44.027+00",99953765,"2"
"2021-08-03 03:29:14.027+00",0,"1"
"2021-08-03 03:29:14.027+00",115299333,"3"
"2021-08-03 03:29:14.027+00",103084107,"2"
"2021-08-03 03:29:14.027+00",103777132,"0"
"2021-08-03 03:29:14.027+00",98757521,"4"
"2021-08-03 03:29:14.027+00",116674008,"5"
"2021-08-03 03:29:44.027+00",106949187,"0"
"2021-08-03 03:29:44.027+00",106045042,"2"
"2021-08-03 03:29:44.027+00",118085135,"3"
"2021-08-03 03:29:44.027+00",101058842,"4"
"2021-08-03 03:29:44.027+00",0,"1"
"2021-08-03 03:29:44.027+00",120033245,"5"
"2021-08-03 03:30:14.027+00",109802841,"0"
"2021-08-03 03:30:14.027+00",123073094,"5"
"2021-08-03 03:30:14.027+00",120572479,"3"
"2021-08-03 03:30:14.027+00",104026759,"4"
"2021-08-03 03:30:14.027+00",0,"1"
"2021-08-03 03:30:14.027+00",108737577,"2"
"2021-08-03 03:30:44.027+00",124341408,"5"
"2021-08-03 03:30:44.027+00",121958393,"3"
"2021-08-03 03:30:44.027+00",0,"1"
"2021-08-03 03:30:44.027+00",110078537,"2"
"2021-08-03 03:30:44.027+00",105417805,"4"
"2021-08-03 03:30:44.027+00",111120189,"0"
"2021-08-03 03:31:14.027+00",128294086,"5"
"2021-08-03 03:31:14.027+00",0,"1"
"2021-08-03 03:31:14.027+00",125080613,"3"
"2021-08-03 03:31:14.027+00",114793961,"0"
"2021-08-03 03:31:14.027+00",113471839,"2"
"2021-08-03 03:31:14.027+00",108543229,"4"
"2021-08-03 03:31:44.027+00",0,"1"
"2021-08-03 03:31:44.027+00",116062463,"2"
"2021-08-03 03:31:44.027+00",110804365,"4"
"2021-08-03 03:31:44.027+00",117716025,"0"
"2021-08-03 03:31:44.027+00",127346735,"3"
"2021-08-03 03:31:44.027+00",131533781,"5"
"2021-08-03 03:32:14.027+00",114743264,"2"
"2021-08-03 03:32:14.027+00",0,"1"
"2021-08-03 03:32:14.027+00",109584957,"4"
"2021-08-03 03:32:14.027+00",126129780,"3"
"2021-08-03 03:32:14.027+00",129924325,"5"
"2021-08-03 03:32:14.027+00",116210742,"0"
"2021-08-03 03:32:44.027+00",126224425,"3"
"2021-08-03 03:32:44.027+00",109680085,"4"
"2021-08-03 03:32:44.027+00",0,"1"
"2021-08-03 03:32:44.027+00",130048406,"5"
"2021-08-03 03:32:44.027+00",116329482,"0"
"2021-08-03 03:32:44.027+00",114842016,"2"
"2021-08-03 03:33:14.027+00",0,"1"
"2021-08-03 03:33:14.027+00",129980144,"5"
"2021-08-03 03:33:14.027+00",116261219,"0"
"2021-08-03 03:33:14.027+00",109614710,"4"
"2021-08-03 03:33:14.027+00",126159050,"3"
"2021-08-03 03:33:14.027+00",114787935,"2"
"2021-08-03 03:33:44.027+00",116261219,"0"
"2021-08-03 03:33:44.027+00",109614710,"4"
"2021-08-03 03:33:44.027+00",0,"1"
"2021-08-03 03:33:44.027+00",126159050,"3"
"2021-08-03 03:33:44.027+00",129980144,"5"
"2021-08-03 03:33:44.027+00",114787935,"2"
"2021-08-03 03:34:14.027+00",114787935,"2"
"2021-08-03 03:34:14.027+00",116261219,"0"
"2021-08-03 03:34:14.027+00",126159050,"3"
"2021-08-03 03:34:14.027+00",129980144,"5"
"2021-08-03 03:34:14.027+00",0,"1"
"2021-08-03 03:34:14.027+00",109614710,"4"
"2021-08-03 03:34:44.027+00",114787935,"2"
"2021-08-03 03:34:44.027+00",126159050,"3"
"2021-08-03 03:34:44.027+00",129980144,"5"
"2021-08-03 03:34:44.027+00",109614710,"4"
"2021-08-03 03:34:44.027+00",116261219,"0"
"2021-08-03 03:34:44.027+00",0,"1"
