"time","shuffle_read_bytes_total","executor"
"2021-08-03 02:55:44.027+00",8150751,"5"
"2021-08-03 02:55:44.027+00",10594799,"3"
"2021-08-03 02:55:44.027+00",8327912,"2"
"2021-08-03 02:55:44.027+00",7007270,"0"
"2021-08-03 02:55:44.027+00",8060761,"4"
"2021-08-03 02:56:14.027+00",0,"1"
"2021-08-03 02:56:14.027+00",10594799,"3"
"2021-08-03 02:56:14.027+00",7007270,"0"
"2021-08-03 02:56:14.027+00",8150751,"5"
"2021-08-03 02:56:14.027+00",8327912,"2"
"2021-08-03 02:56:14.027+00",8060761,"4"
"2021-08-03 02:56:44.027+00",0,"1"
"2021-08-03 02:56:44.027+00",8150751,"5"
"2021-08-03 02:56:44.027+00",8327912,"2"
"2021-08-03 02:56:44.027+00",8060761,"4"
"2021-08-03 02:56:44.027+00",7007270,"0"
"2021-08-03 02:56:44.027+00",10594799,"3"
"2021-08-03 02:57:14.027+00",10594799,"3"
"2021-08-03 02:57:14.027+00",7007270,"0"
"2021-08-03 02:57:14.027+00",0,"1"
"2021-08-03 02:57:14.027+00",8060761,"4"
"2021-08-03 02:57:14.027+00",8150751,"5"
"2021-08-03 02:57:14.027+00",8327912,"2"
"2021-08-03 02:57:44.027+00",8150751,"5"
"2021-08-03 02:57:44.027+00",7007270,"0"
"2021-08-03 02:57:44.027+00",8060761,"4"
"2021-08-03 02:57:44.027+00",0,"1"
"2021-08-03 02:57:44.027+00",8327912,"2"
"2021-08-03 02:57:44.027+00",10594799,"3"
"2021-08-03 02:58:14.027+00",8150751,"5"
"2021-08-03 02:58:14.027+00",10594799,"3"
"2021-08-03 02:58:14.027+00",8327912,"2"
"2021-08-03 02:58:14.027+00",0,"1"
"2021-08-03 02:58:14.027+00",8060761,"4"
"2021-08-03 02:58:14.027+00",7007270,"0"
"2021-08-03 02:58:44.027+00",8150751,"5"
"2021-08-03 02:58:44.027+00",0,"1"
"2021-08-03 02:58:44.027+00",8327912,"2"
"2021-08-03 02:58:44.027+00",10594799,"3"
"2021-08-03 02:58:44.027+00",8060761,"4"
"2021-08-03 02:58:44.027+00",7007270,"0"
"2021-08-03 02:59:14.027+00",10594799,"3"
"2021-08-03 02:59:14.027+00",7007270,"0"
"2021-08-03 02:59:14.027+00",8150751,"5"
"2021-08-03 02:59:14.027+00",8327912,"2"
"2021-08-03 02:59:14.027+00",0,"1"
"2021-08-03 02:59:14.027+00",8060761,"4"
"2021-08-03 02:59:44.027+00",7007270,"0"
"2021-08-03 02:59:44.027+00",0,"1"
"2021-08-03 02:59:44.027+00",8060761,"4"
"2021-08-03 02:59:44.027+00",8150751,"5"
"2021-08-03 02:59:44.027+00",8327912,"2"
"2021-08-03 02:59:44.027+00",10594799,"3"
"2021-08-03 03:00:14.027+00",8150751,"5"
"2021-08-03 03:00:14.027+00",0,"1"
"2021-08-03 03:00:14.027+00",7007270,"0"
"2021-08-03 03:00:14.027+00",8060761,"4"
"2021-08-03 03:00:14.027+00",8327912,"2"
"2021-08-03 03:00:14.027+00",10594799,"3"
"2021-08-03 03:00:44.027+00",8552792,"5"
"2021-08-03 03:00:44.027+00",8858653,"2"
"2021-08-03 03:00:44.027+00",7542467,"0"
"2021-08-03 03:00:44.027+00",11124905,"3"
"2021-08-03 03:00:44.027+00",0,"1"
"2021-08-03 03:00:44.027+00",8463944,"4"
"2021-08-03 03:01:14.027+00",8976801,"5"
"2021-08-03 03:01:14.027+00",8166597,"0"
"2021-08-03 03:01:14.027+00",0,"1"
"2021-08-03 03:01:14.027+00",8884206,"4"
"2021-08-03 03:01:14.027+00",11733062,"3"
"2021-08-03 03:01:14.027+00",9520871,"2"
"2021-08-03 03:01:44.027+00",10218583,"2"
"2021-08-03 03:01:44.027+00",8865599,"0"
"2021-08-03 03:01:44.027+00",12354657,"3"
"2021-08-03 03:01:44.027+00",9299284,"4"
"2021-08-03 03:01:44.027+00",0,"1"
"2021-08-03 03:01:44.027+00",9393203,"5"
"2021-08-03 03:02:14.033+00",9620442,"0"
"2021-08-03 03:02:14.033+00",13022315,"3"
"2021-08-03 03:02:14.033+00",9715830,"4"
"2021-08-03 03:02:14.033+00",9813932,"5"
"2021-08-03 03:02:14.033+00",10883010,"2"
"2021-08-03 03:02:14.033+00",0,"1"
"2021-08-03 03:02:44.027+00",13785120,"3"
"2021-08-03 03:02:44.027+00",10260341,"0"
"2021-08-03 03:02:44.027+00",0,"1"
"2021-08-03 03:02:44.027+00",10233241,"5"
"2021-08-03 03:02:44.027+00",11590535,"2"
"2021-08-03 03:02:44.027+00",10135942,"4"
"2021-08-03 03:03:14.027+00",10658948,"5"
"2021-08-03 03:03:14.027+00",14469422,"3"
"2021-08-03 03:03:14.027+00",10970150,"0"
"2021-08-03 03:03:14.027+00",0,"1"
"2021-08-03 03:03:14.027+00",10565062,"4"
"2021-08-03 03:03:14.027+00",12334291,"2"
"2021-08-03 03:03:44.027+00",12996935,"2"
"2021-08-03 03:03:44.027+00",15249683,"3"
"2021-08-03 03:03:44.027+00",11698718,"0"
"2021-08-03 03:03:44.027+00",0,"1"
"2021-08-03 03:03:44.027+00",10981674,"4"
"2021-08-03 03:03:44.027+00",11080714,"5"
"2021-08-03 03:04:14.027+00",0,"1"
"2021-08-03 03:04:14.027+00",16001609,"3"
"2021-08-03 03:04:14.027+00",12425244,"0"
"2021-08-03 03:04:14.027+00",11504910,"5"
"2021-08-03 03:04:14.027+00",13690747,"2"
"2021-08-03 03:04:14.027+00",11396390,"4"
"2021-08-03 03:04:44.027+00",0,"1"
"2021-08-03 03:04:44.027+00",13334063,"0"
"2021-08-03 03:04:44.027+00",11920899,"5"
"2021-08-03 03:04:44.027+00",16732351,"3"
"2021-08-03 03:04:44.027+00",14256929,"2"
"2021-08-03 03:04:44.027+00",11812255,"4"
"2021-08-03 03:05:14.027+00",17511596,"3"
"2021-08-03 03:05:14.027+00",15032349,"2"
"2021-08-03 03:05:14.027+00",14006440,"0"
"2021-08-03 03:05:14.027+00",12226153,"4"
"2021-08-03 03:05:14.027+00",0,"1"
"2021-08-03 03:05:14.027+00",12336314,"5"
"2021-08-03 03:05:44.027+00",12420194,"5"
"2021-08-03 03:05:44.027+00",14184536,"0"
"2021-08-03 03:05:44.027+00",12309803,"4"
"2021-08-03 03:05:44.027+00",15175062,"2"
"2021-08-03 03:05:44.027+00",17623497,"3"
"2021-08-03 03:05:44.027+00",0,"1"
"2021-08-03 03:06:14.027+00",12420194,"5"
"2021-08-03 03:06:14.027+00",17623497,"3"
"2021-08-03 03:06:14.027+00",14184536,"0"
"2021-08-03 03:06:14.027+00",0,"1"
"2021-08-03 03:06:14.027+00",12309803,"4"
"2021-08-03 03:06:14.027+00",15175062,"2"
"2021-08-03 03:06:44.027+00",12420194,"5"
"2021-08-03 03:06:44.027+00",15175062,"2"
"2021-08-03 03:06:44.027+00",12309803,"4"
"2021-08-03 03:06:44.027+00",14184536,"0"
"2021-08-03 03:06:44.027+00",17623497,"3"
"2021-08-03 03:06:44.027+00",0,"1"
"2021-08-03 03:07:14.027+00",12420194,"5"
"2021-08-03 03:07:14.027+00",12309803,"4"
"2021-08-03 03:07:14.027+00",0,"1"
"2021-08-03 03:07:14.027+00",15175062,"2"
"2021-08-03 03:07:14.027+00",17623497,"3"
"2021-08-03 03:07:14.027+00",14184536,"0"
"2021-08-03 03:07:44.027+00",0,"1"
"2021-08-03 03:07:44.027+00",17623497,"3"
"2021-08-03 03:07:44.027+00",12309803,"4"
"2021-08-03 03:07:44.027+00",12420194,"5"
"2021-08-03 03:07:44.027+00",14184536,"0"
"2021-08-03 03:07:44.027+00",15175062,"2"
"2021-08-03 03:08:14.027+00",15175062,"2"
"2021-08-03 03:08:14.027+00",17623497,"3"
"2021-08-03 03:08:14.027+00",14184536,"0"
"2021-08-03 03:08:14.027+00",0,"1"
"2021-08-03 03:08:14.027+00",12309803,"4"
"2021-08-03 03:08:14.027+00",12420194,"5"
"2021-08-03 03:08:44.027+00",14184536,"0"
"2021-08-03 03:08:44.027+00",12420194,"5"
"2021-08-03 03:08:44.027+00",17623497,"3"
"2021-08-03 03:08:44.027+00",15175062,"2"
"2021-08-03 03:08:44.027+00",0,"1"
"2021-08-03 03:08:44.027+00",12309803,"4"
"2021-08-03 03:09:14.027+00",15175062,"2"
"2021-08-03 03:09:14.027+00",17623497,"3"
"2021-08-03 03:09:14.027+00",12309803,"4"
"2021-08-03 03:09:14.027+00",12420194,"5"
"2021-08-03 03:09:14.027+00",14184536,"0"
"2021-08-03 03:09:14.027+00",0,"1"
"2021-08-03 03:09:44.027+00",12420194,"5"
"2021-08-03 03:09:44.027+00",17623497,"3"
"2021-08-03 03:09:44.027+00",0,"1"
"2021-08-03 03:09:44.027+00",14184536,"0"
"2021-08-03 03:09:44.027+00",15175062,"2"
"2021-08-03 03:09:44.027+00",12309803,"4"
"2021-08-03 03:10:14.027+00",14184536,"0"
"2021-08-03 03:10:14.027+00",12309803,"4"
"2021-08-03 03:10:14.027+00",15175062,"2"
"2021-08-03 03:10:14.027+00",17623497,"3"
"2021-08-03 03:10:14.027+00",0,"1"
"2021-08-03 03:10:14.027+00",12420194,"5"
"2021-08-03 03:10:44.027+00",14184536,"0"
"2021-08-03 03:10:44.027+00",12309803,"4"
"2021-08-03 03:10:44.027+00",0,"1"
"2021-08-03 03:10:44.027+00",12420194,"5"
"2021-08-03 03:10:44.027+00",17623497,"3"
"2021-08-03 03:10:44.027+00",15175062,"2"
"2021-08-03 03:11:14.027+00",0,"1"
"2021-08-03 03:11:14.027+00",15175062,"2"
"2021-08-03 03:11:14.027+00",12309803,"4"
"2021-08-03 03:11:14.027+00",14184536,"0"
"2021-08-03 03:11:14.027+00",12420194,"5"
"2021-08-03 03:11:14.027+00",17623497,"3"
"2021-08-03 03:11:44.027+00",0,"1"
"2021-08-03 03:11:44.027+00",15175062,"2"
"2021-08-03 03:11:44.027+00",12309803,"4"
"2021-08-03 03:11:44.027+00",17623497,"3"
"2021-08-03 03:11:44.027+00",12420194,"5"
"2021-08-03 03:11:44.027+00",14184536,"0"
"2021-08-03 03:12:14.027+00",12309803,"4"
"2021-08-03 03:12:14.027+00",12420194,"5"
"2021-08-03 03:12:14.027+00",15175062,"2"
"2021-08-03 03:12:14.027+00",14184536,"0"
"2021-08-03 03:12:14.027+00",0,"1"
"2021-08-03 03:12:14.027+00",17623497,"3"
"2021-08-03 03:12:44.027+00",15175062,"2"
"2021-08-03 03:12:44.027+00",12420194,"5"
"2021-08-03 03:12:44.027+00",0,"1"
"2021-08-03 03:12:44.027+00",17623497,"3"
"2021-08-03 03:12:44.027+00",14184536,"0"
"2021-08-03 03:12:44.027+00",12309803,"4"
"2021-08-03 03:13:14.027+00",12420194,"5"
"2021-08-03 03:13:14.027+00",0,"1"
"2021-08-03 03:13:14.027+00",12309803,"4"
"2021-08-03 03:13:14.027+00",17623497,"3"
"2021-08-03 03:13:14.027+00",14184536,"0"
"2021-08-03 03:13:14.027+00",15175062,"2"
"2021-08-03 03:13:44.027+00",15175062,"2"
"2021-08-03 03:13:44.027+00",0,"1"
"2021-08-03 03:13:44.027+00",12309803,"4"
"2021-08-03 03:13:44.027+00",12420194,"5"
"2021-08-03 03:13:44.027+00",17623497,"3"
"2021-08-03 03:13:44.027+00",14184536,"0"
"2021-08-03 03:14:14.027+00",15175062,"2"
"2021-08-03 03:14:14.027+00",17623497,"3"
"2021-08-03 03:14:14.027+00",0,"1"
"2021-08-03 03:14:14.027+00",12420194,"5"
"2021-08-03 03:14:14.027+00",12309803,"4"
"2021-08-03 03:14:14.027+00",14184536,"0"
"2021-08-03 03:14:44.027+00",0,"1"
"2021-08-03 03:14:44.027+00",12614486,"5"
"2021-08-03 03:14:44.027+00",15403949,"2"
"2021-08-03 03:14:44.027+00",12541729,"4"
"2021-08-03 03:14:44.027+00",14375947,"0"
"2021-08-03 03:14:44.027+00",17929008,"3"
"2021-08-03 03:15:14.027+00",18919785,"3"
"2021-08-03 03:15:14.027+00",13891106,"5"
"2021-08-03 03:15:14.027+00",0,"1"
"2021-08-03 03:15:14.027+00",13291473,"4"
"2021-08-03 03:15:14.027+00",15318874,"0"
"2021-08-03 03:15:14.027+00",16149891,"2"
"2021-08-03 03:15:44.027+00",16896984,"2"
"2021-08-03 03:15:44.027+00",0,"1"
"2021-08-03 03:15:44.027+00",19790054,"3"
"2021-08-03 03:15:44.027+00",15004447,"5"
"2021-08-03 03:15:44.027+00",16067813,"0"
"2021-08-03 03:15:44.027+00",14037831,"4"
"2021-08-03 03:16:14.027+00",15955909,"5"
"2021-08-03 03:16:14.027+00",20909074,"3"
"2021-08-03 03:16:14.027+00",17519821,"2"
"2021-08-03 03:16:14.027+00",0,"1"
"2021-08-03 03:16:14.027+00",17061201,"0"
"2021-08-03 03:16:14.027+00",14774429,"4"
"2021-08-03 03:16:44.027+00",17244325,"5"
"2021-08-03 03:16:44.027+00",0,"1"
"2021-08-03 03:16:44.027+00",15517406,"4"
"2021-08-03 03:16:44.027+00",18388469,"2"
"2021-08-03 03:16:44.027+00",17923475,"0"
"2021-08-03 03:16:44.027+00",21905624,"3"
"2021-08-03 03:17:14.029+00",18361302,"5"
"2021-08-03 03:17:14.029+00",22893294,"3"
"2021-08-03 03:17:14.029+00",19133982,"2"
"2021-08-03 03:17:14.029+00",18802395,"0"
"2021-08-03 03:17:14.029+00",16260573,"4"
"2021-08-03 03:17:14.029+00",0,"1"
"2021-08-03 03:17:44.027+00",19673303,"0"
"2021-08-03 03:17:44.027+00",19835691,"2"
"2021-08-03 03:17:44.027+00",19474631,"5"
"2021-08-03 03:17:44.027+00",17003847,"4"
"2021-08-03 03:17:44.027+00",0,"1"
"2021-08-03 03:17:44.027+00",23881914,"3"
"2021-08-03 03:18:14.027+00",20514629,"5"
"2021-08-03 03:18:14.027+00",20501043,"0"
"2021-08-03 03:18:14.027+00",17744133,"4"
"2021-08-03 03:18:14.027+00",0,"1"
"2021-08-03 03:18:14.027+00",24750472,"3"
"2021-08-03 03:18:14.027+00",20454847,"2"
"2021-08-03 03:18:44.027+00",18493017,"4"
"2021-08-03 03:18:44.027+00",21328387,"0"
"2021-08-03 03:18:44.027+00",25697485,"3"
"2021-08-03 03:18:44.027+00",21360518,"2"
"2021-08-03 03:18:44.027+00",21428778,"5"
"2021-08-03 03:18:44.027+00",0,"1"
"2021-08-03 03:19:14.027+00",22630125,"5"
"2021-08-03 03:19:14.027+00",19115047,"4"
"2021-08-03 03:19:14.027+00",21852005,"2"
"2021-08-03 03:19:14.027+00",22155356,"0"
"2021-08-03 03:19:14.027+00",0,"1"
"2021-08-03 03:19:14.027+00",26606222,"3"
"2021-08-03 03:19:44.027+00",27518398,"3"
"2021-08-03 03:19:44.027+00",22860160,"0"
"2021-08-03 03:19:44.027+00",22602796,"2"
"2021-08-03 03:19:44.027+00",0,"1"
"2021-08-03 03:19:44.027+00",23597826,"5"
"2021-08-03 03:19:44.027+00",19733941,"4"
"2021-08-03 03:20:14.027+00",19733941,"4"
"2021-08-03 03:20:14.027+00",22602796,"2"
"2021-08-03 03:20:14.027+00",23597826,"5"
"2021-08-03 03:20:14.027+00",27518398,"3"
"2021-08-03 03:20:14.027+00",22860160,"0"
"2021-08-03 03:20:14.027+00",0,"1"
"2021-08-03 03:20:44.027+00",19733941,"4"
"2021-08-03 03:20:44.027+00",22602796,"2"
"2021-08-03 03:20:44.027+00",22860160,"0"
"2021-08-03 03:20:44.027+00",27518398,"3"
"2021-08-03 03:20:44.027+00",0,"1"
"2021-08-03 03:20:44.027+00",23597826,"5"
"2021-08-03 03:21:14.027+00",22602796,"2"
"2021-08-03 03:21:14.027+00",27518398,"3"
"2021-08-03 03:21:14.027+00",0,"1"
"2021-08-03 03:21:14.027+00",22860160,"0"
"2021-08-03 03:21:14.027+00",19733941,"4"
"2021-08-03 03:21:14.027+00",23597826,"5"
"2021-08-03 03:21:44.027+00",23597826,"5"
"2021-08-03 03:21:44.027+00",27518398,"3"
"2021-08-03 03:21:44.027+00",19733941,"4"
"2021-08-03 03:21:44.027+00",22860160,"0"
"2021-08-03 03:21:44.027+00",22602796,"2"
"2021-08-03 03:21:44.027+00",0,"1"
"2021-08-03 03:22:14.027+00",27518398,"3"
"2021-08-03 03:22:14.027+00",22860160,"0"
"2021-08-03 03:22:14.027+00",23597826,"5"
"2021-08-03 03:22:14.027+00",19733941,"4"
"2021-08-03 03:22:14.027+00",22602796,"2"
"2021-08-03 03:22:14.027+00",0,"1"
"2021-08-03 03:22:44.027+00",27518398,"3"
"2021-08-03 03:22:44.027+00",19733941,"4"
"2021-08-03 03:22:44.027+00",22602796,"2"
"2021-08-03 03:22:44.027+00",22860160,"0"
"2021-08-03 03:22:44.027+00",23597826,"5"
"2021-08-03 03:22:44.027+00",0,"1"
"2021-08-03 03:23:14.027+00",19733941,"4"
"2021-08-03 03:23:14.027+00",22602796,"2"
"2021-08-03 03:23:14.027+00",27518398,"3"
"2021-08-03 03:23:14.027+00",22860160,"0"
"2021-08-03 03:23:14.027+00",23597826,"5"
"2021-08-03 03:23:14.027+00",0,"1"
"2021-08-03 03:23:44.027+00",27518398,"3"
"2021-08-03 03:23:44.027+00",0,"1"
"2021-08-03 03:23:44.027+00",19733941,"4"
"2021-08-03 03:23:44.027+00",22602796,"2"
"2021-08-03 03:23:44.027+00",23597826,"5"
"2021-08-03 03:23:44.027+00",22860160,"0"
"2021-08-03 03:24:14.027+00",22860160,"0"
"2021-08-03 03:24:14.027+00",27518398,"3"
"2021-08-03 03:24:14.027+00",19733941,"4"
"2021-08-03 03:24:14.027+00",0,"1"
"2021-08-03 03:24:14.027+00",22602796,"2"
"2021-08-03 03:24:14.027+00",23597826,"5"
"2021-08-03 03:24:44.027+00",27518398,"3"
"2021-08-03 03:24:44.027+00",0,"1"
"2021-08-03 03:24:44.027+00",22602796,"2"
"2021-08-03 03:24:44.027+00",22860160,"0"
"2021-08-03 03:24:44.027+00",19733941,"4"
"2021-08-03 03:24:44.027+00",23597826,"5"
"2021-08-03 03:25:14.027+00",19733941,"4"
"2021-08-03 03:25:14.027+00",22860160,"0"
"2021-08-03 03:25:14.027+00",0,"1"
"2021-08-03 03:25:14.027+00",23597826,"5"
"2021-08-03 03:25:14.027+00",27518398,"3"
"2021-08-03 03:25:14.027+00",22602796,"2"
"2021-08-03 03:25:44.027+00",27518398,"3"
"2021-08-03 03:25:44.027+00",22860160,"0"
"2021-08-03 03:25:44.027+00",23597826,"5"
"2021-08-03 03:25:44.027+00",0,"1"
"2021-08-03 03:25:44.027+00",19733941,"4"
"2021-08-03 03:25:44.027+00",22602796,"2"
"2021-08-03 03:26:14.027+00",22602796,"2"
"2021-08-03 03:26:14.027+00",0,"1"
"2021-08-03 03:26:14.027+00",22860160,"0"
"2021-08-03 03:26:14.027+00",19733941,"4"
"2021-08-03 03:26:14.027+00",27518398,"3"
"2021-08-03 03:26:14.027+00",23597826,"5"
"2021-08-03 03:26:44.027+00",22860160,"0"
"2021-08-03 03:26:44.027+00",23597826,"5"
"2021-08-03 03:26:44.027+00",27518398,"3"
"2021-08-03 03:26:44.027+00",22602796,"2"
"2021-08-03 03:26:44.027+00",0,"1"
"2021-08-03 03:26:44.027+00",19733941,"4"
"2021-08-03 03:27:14.027+00",22916578,"0"
"2021-08-03 03:27:14.027+00",27537069,"3"
"2021-08-03 03:27:14.027+00",0,"1"
"2021-08-03 03:27:14.027+00",23648823,"5"
"2021-08-03 03:27:14.027+00",19751887,"4"
"2021-08-03 03:27:14.027+00",22624305,"2"
"2021-08-03 03:27:44.027+00",28298071,"3"
"2021-08-03 03:27:44.027+00",23498089,"2"
"2021-08-03 03:27:44.027+00",20519491,"4"
"2021-08-03 03:27:44.027+00",24788228,"5"
"2021-08-03 03:27:44.027+00",23945561,"0"
"2021-08-03 03:27:44.027+00",0,"1"
"2021-08-03 03:28:14.027+00",29039605,"3"
"2021-08-03 03:28:14.027+00",0,"1"
"2021-08-03 03:28:14.027+00",26046578,"5"
"2021-08-03 03:28:14.027+00",24362009,"2"
"2021-08-03 03:28:14.027+00",25038259,"0"
"2021-08-03 03:28:14.027+00",21272419,"4"
"2021-08-03 03:28:44.027+00",0,"1"
"2021-08-03 03:28:44.027+00",27436135,"5"
"2021-08-03 03:28:44.027+00",25228926,"2"
"2021-08-03 03:28:44.027+00",29785432,"3"
"2021-08-03 03:28:44.027+00",26228807,"0"
"2021-08-03 03:28:44.027+00",22018155,"4"
"2021-08-03 03:29:14.027+00",30525651,"3"
"2021-08-03 03:29:14.027+00",27375827,"0"
"2021-08-03 03:29:14.027+00",28941810,"5"
"2021-08-03 03:29:14.027+00",0,"1"
"2021-08-03 03:29:14.027+00",22758328,"4"
"2021-08-03 03:29:14.027+00",26092253,"2"
"2021-08-03 03:29:44.027+00",26963002,"2"
"2021-08-03 03:29:44.027+00",28826736,"0"
"2021-08-03 03:29:44.027+00",0,"1"
"2021-08-03 03:29:44.027+00",23499434,"4"
"2021-08-03 03:29:44.027+00",30266852,"5"
"2021-08-03 03:29:44.027+00",31267496,"3"
"2021-08-03 03:30:14.027+00",30174929,"0"
"2021-08-03 03:30:14.027+00",27832129,"2"
"2021-08-03 03:30:14.027+00",24241502,"4"
"2021-08-03 03:30:14.027+00",31661845,"5"
"2021-08-03 03:30:14.027+00",0,"1"
"2021-08-03 03:30:14.027+00",32011496,"3"
"2021-08-03 03:30:44.027+00",32959953,"5"
"2021-08-03 03:30:44.027+00",24976804,"4"
"2021-08-03 03:30:44.027+00",32743135,"3"
"2021-08-03 03:30:44.027+00",31760067,"0"
"2021-08-03 03:30:44.027+00",0,"1"
"2021-08-03 03:30:44.027+00",28694365,"2"
"2021-08-03 03:31:14.027+00",34426685,"5"
"2021-08-03 03:31:14.027+00",33014754,"0"
"2021-08-03 03:31:14.027+00",29501001,"2"
"2021-08-03 03:31:14.027+00",25672329,"4"
"2021-08-03 03:31:14.027+00",0,"1"
"2021-08-03 03:31:14.027+00",33432263,"3"
"2021-08-03 03:31:44.027+00",26467317,"4"
"2021-08-03 03:31:44.027+00",34222576,"3"
"2021-08-03 03:31:44.027+00",0,"1"
"2021-08-03 03:31:44.027+00",35934676,"5"
"2021-08-03 03:31:44.027+00",30429145,"2"
"2021-08-03 03:31:44.027+00",34604870,"0"
"2021-08-03 03:32:14.027+00",31286066,"2"
"2021-08-03 03:32:14.027+00",27202320,"4"
"2021-08-03 03:32:14.027+00",0,"1"
"2021-08-03 03:32:14.027+00",35930679,"0"
"2021-08-03 03:32:14.027+00",34954912,"3"
"2021-08-03 03:32:14.027+00",37561658,"5"
"2021-08-03 03:32:44.027+00",37635786,"5"
"2021-08-03 03:32:44.027+00",27252720,"4"
"2021-08-03 03:32:44.027+00",36044447,"0"
"2021-08-03 03:32:44.027+00",31343887,"2"
"2021-08-03 03:32:44.027+00",35003908,"3"
"2021-08-03 03:32:44.027+00",0,"1"
"2021-08-03 03:33:14.027+00",35003908,"3"
"2021-08-03 03:33:14.027+00",27252720,"4"
"2021-08-03 03:33:14.027+00",0,"1"
"2021-08-03 03:33:14.027+00",37635786,"5"
"2021-08-03 03:33:14.027+00",31343887,"2"
"2021-08-03 03:33:14.027+00",36044447,"0"
"2021-08-03 03:33:44.027+00",0,"1"
"2021-08-03 03:33:44.027+00",31343887,"2"
"2021-08-03 03:33:44.027+00",35003908,"3"
"2021-08-03 03:33:44.027+00",27252720,"4"
"2021-08-03 03:33:44.027+00",36044447,"0"
"2021-08-03 03:33:44.027+00",37635786,"5"
"2021-08-03 03:34:14.027+00",31343887,"2"
"2021-08-03 03:34:14.027+00",0,"1"
"2021-08-03 03:34:14.027+00",27252720,"4"
"2021-08-03 03:34:14.027+00",35003908,"3"
"2021-08-03 03:34:14.027+00",37635786,"5"
"2021-08-03 03:34:14.027+00",36044447,"0"
"2021-08-03 03:34:44.027+00",37635786,"5"
"2021-08-03 03:34:44.027+00",27252720,"4"
"2021-08-03 03:34:44.027+00",36044447,"0"
"2021-08-03 03:34:44.027+00",35003908,"3"
"2021-08-03 03:34:44.027+00",31343887,"2"
"2021-08-03 03:34:44.027+00",0,"1"
