"time","total_received_records"
"2021-08-02 06:27:50.373+00",100130
"2021-08-02 06:28:00.373+00",110131
"2021-08-02 06:28:10.373+00",120131
"2021-08-02 06:28:20.373+00",130131
"2021-08-02 06:28:30.373+00",140131
"2021-08-02 06:28:40.375+00",150131
"2021-08-02 06:28:50.373+00",160130
"2021-08-02 06:29:00.373+00",170131
"2021-08-02 06:29:10.373+00",180131
"2021-08-02 06:29:20.373+00",190131
"2021-08-02 06:29:30.373+00",200130
"2021-08-02 06:29:40.373+00",210131
"2021-08-02 06:29:50.373+00",220131
"2021-08-02 06:30:00.373+00",230131
"2021-08-02 06:30:10.373+00",240131
"2021-08-02 06:30:20.373+00",250131
"2021-08-02 06:30:30.373+00",260130
"2021-08-02 06:30:40.373+00",270130
"2021-08-02 06:30:50.373+00",280131
"2021-08-02 06:31:00.373+00",290131
"2021-08-02 06:31:10.373+00",290131
"2021-08-02 06:31:20.373+00",290131
"2021-08-02 06:31:30.373+00",290131
"2021-08-02 06:31:40.373+00",290131
"2021-08-02 06:31:50.373+00",290131
"2021-08-02 06:32:00.373+00",290131
"2021-08-02 06:32:10.373+00",290131
"2021-08-02 06:32:20.373+00",290131
"2021-08-02 06:32:30.379+00",290131
"2021-08-02 06:32:40.373+00",290131
"2021-08-02 06:32:50.373+00",290131
"2021-08-02 06:33:00.38+00",290131
"2021-08-02 06:33:10.373+00",290131
"2021-08-02 06:33:20.373+00",290131
"2021-08-02 06:33:30.373+00",290131
"2021-08-02 06:33:40.373+00",290131
"2021-08-02 06:33:50.373+00",290131
"2021-08-02 06:34:00.373+00",290131
"2021-08-02 06:34:10.373+00",290131
"2021-08-02 06:34:20.373+00",290131
"2021-08-02 06:34:30.373+00",290131
"2021-08-02 06:34:40.373+00",290131
"2021-08-02 06:34:50.373+00",290131
