"time","completed_tasks","executor"
"2021-08-02 05:03:41.286+00",604,"0"
"2021-08-02 05:03:41.286+00",592,"2"
"2021-08-02 05:03:41.286+00",634,"4"
"2021-08-02 05:03:41.286+00",620,"5"
"2021-08-02 05:03:41.286+00",0,"3"
"2021-08-02 05:03:41.286+00",610,"1"
"2021-08-02 05:04:11.281+00",604,"0"
"2021-08-02 05:04:11.281+00",620,"5"
"2021-08-02 05:04:11.281+00",0,"3"
"2021-08-02 05:04:11.281+00",610,"1"
"2021-08-02 05:04:11.281+00",634,"4"
"2021-08-02 05:04:11.281+00",592,"2"
"2021-08-02 05:04:41.281+00",0,"3"
"2021-08-02 05:04:41.281+00",604,"0"
"2021-08-02 05:04:41.281+00",634,"4"
"2021-08-02 05:04:41.281+00",592,"2"
"2021-08-02 05:04:41.281+00",620,"5"
"2021-08-02 05:04:41.281+00",610,"1"
"2021-08-02 05:05:11.281+00",620,"5"
"2021-08-02 05:05:11.281+00",610,"1"
"2021-08-02 05:05:11.281+00",0,"3"
"2021-08-02 05:05:11.281+00",604,"0"
"2021-08-02 05:05:11.281+00",592,"2"
"2021-08-02 05:05:11.281+00",634,"4"
"2021-08-02 05:05:41.286+00",620,"5"
"2021-08-02 05:05:41.286+00",610,"1"
"2021-08-02 05:05:41.286+00",592,"2"
"2021-08-02 05:05:41.286+00",634,"4"
"2021-08-02 05:05:41.286+00",604,"0"
"2021-08-02 05:05:41.286+00",0,"3"
"2021-08-02 05:06:11.281+00",0,"3"
"2021-08-02 05:06:11.281+00",620,"5"
"2021-08-02 05:06:11.281+00",604,"0"
"2021-08-02 05:06:11.281+00",592,"2"
"2021-08-02 05:06:11.281+00",634,"4"
"2021-08-02 05:06:11.281+00",610,"1"
"2021-08-02 05:06:41.281+00",0,"3"
"2021-08-02 05:06:41.281+00",604,"0"
"2021-08-02 05:06:41.281+00",634,"4"
"2021-08-02 05:06:41.281+00",610,"1"
"2021-08-02 05:06:41.281+00",592,"2"
"2021-08-02 05:06:41.281+00",620,"5"
"2021-08-02 05:07:11.281+00",608,"2"
"2021-08-02 05:07:11.281+00",650,"4"
"2021-08-02 05:07:11.281+00",621,"1"
"2021-08-02 05:07:11.281+00",6,"3"
"2021-08-02 05:07:11.281+00",641,"5"
"2021-08-02 05:07:11.281+00",620,"0"
"2021-08-02 05:07:41.281+00",24,"3"
"2021-08-02 05:07:41.281+00",656,"1"
"2021-08-02 05:07:41.281+00",672,"0"
"2021-08-02 05:07:41.281+00",660,"2"
"2021-08-02 05:07:41.281+00",702,"4"
"2021-08-02 05:07:41.281+00",710,"5"
"2021-08-02 05:08:11.281+00",720,"0"
"2021-08-02 05:08:11.281+00",773,"5"
"2021-08-02 05:08:11.281+00",42,"3"
"2021-08-02 05:08:11.281+00",689,"1"
"2021-08-02 05:08:11.281+00",750,"4"
"2021-08-02 05:08:11.281+00",708,"2"
"2021-08-02 05:08:41.281+00",60,"3"
"2021-08-02 05:08:41.281+00",722,"1"
"2021-08-02 05:08:41.281+00",798,"4"
"2021-08-02 05:08:41.281+00",756,"2"
"2021-08-02 05:08:41.281+00",768,"0"
"2021-08-02 05:08:41.281+00",836,"5"
"2021-08-02 05:09:11.281+00",78,"3"
"2021-08-02 05:09:11.281+00",899,"5"
"2021-08-02 05:09:11.281+00",816,"0"
"2021-08-02 05:09:11.281+00",846,"4"
"2021-08-02 05:09:11.281+00",804,"2"
"2021-08-02 05:09:11.281+00",755,"1"
"2021-08-02 05:09:41.281+00",788,"1"
"2021-08-02 05:09:41.281+00",894,"4"
"2021-08-02 05:09:41.281+00",962,"5"
"2021-08-02 05:09:41.281+00",864,"0"
"2021-08-02 05:09:41.281+00",852,"2"
"2021-08-02 05:09:41.281+00",96,"3"
"2021-08-02 05:10:11.281+00",114,"3"
"2021-08-02 05:10:11.281+00",1025,"5"
"2021-08-02 05:10:11.281+00",942,"4"
"2021-08-02 05:10:11.281+00",912,"0"
"2021-08-02 05:10:11.281+00",900,"2"
"2021-08-02 05:10:11.281+00",821,"1"
"2021-08-02 05:10:41.281+00",854,"1"
"2021-08-02 05:10:41.281+00",1088,"5"
"2021-08-02 05:10:41.281+00",960,"0"
"2021-08-02 05:10:41.281+00",990,"4"
"2021-08-02 05:10:41.281+00",948,"2"
"2021-08-02 05:10:41.281+00",132,"3"
"2021-08-02 05:11:11.281+00",1008,"0"
"2021-08-02 05:11:11.281+00",1151,"5"
"2021-08-02 05:11:11.281+00",150,"3"
"2021-08-02 05:11:11.281+00",887,"1"
"2021-08-02 05:11:11.281+00",1038,"4"
"2021-08-02 05:11:11.281+00",996,"2"
"2021-08-02 05:11:41.281+00",1044,"2"
"2021-08-02 05:11:41.281+00",1214,"5"
"2021-08-02 05:11:41.281+00",168,"3"
"2021-08-02 05:11:41.281+00",920,"1"
"2021-08-02 05:11:41.281+00",1086,"4"
"2021-08-02 05:11:41.281+00",1056,"0"
"2021-08-02 05:12:11.281+00",1248,"5"
"2021-08-02 05:12:11.281+00",1083,"0"
"2021-08-02 05:12:11.281+00",1072,"2"
"2021-08-02 05:12:11.281+00",1113,"4"
"2021-08-02 05:12:11.281+00",940,"1"
"2021-08-02 05:12:11.281+00",180,"3"
"2021-08-02 05:12:41.281+00",180,"3"
"2021-08-02 05:12:41.281+00",1248,"5"
"2021-08-02 05:12:41.281+00",1072,"2"
"2021-08-02 05:12:41.281+00",1113,"4"
"2021-08-02 05:12:41.281+00",1083,"0"
"2021-08-02 05:12:41.281+00",940,"1"
"2021-08-02 05:13:11.281+00",940,"1"
"2021-08-02 05:13:11.281+00",1248,"5"
"2021-08-02 05:13:11.281+00",1083,"0"
"2021-08-02 05:13:11.281+00",1072,"2"
"2021-08-02 05:13:11.281+00",1113,"4"
"2021-08-02 05:13:11.281+00",180,"3"
"2021-08-02 05:13:41.284+00",180,"3"
"2021-08-02 05:13:41.284+00",1113,"4"
"2021-08-02 05:13:41.284+00",1072,"2"
"2021-08-02 05:13:41.284+00",1083,"0"
"2021-08-02 05:13:41.284+00",1248,"5"
"2021-08-02 05:13:41.284+00",940,"1"
"2021-08-02 05:14:11.281+00",180,"3"
"2021-08-02 05:14:11.281+00",1248,"5"
"2021-08-02 05:14:11.281+00",1113,"4"
"2021-08-02 05:14:11.281+00",1072,"2"
"2021-08-02 05:14:11.281+00",1083,"0"
"2021-08-02 05:14:11.281+00",940,"1"
"2021-08-02 05:14:41.281+00",1113,"4"
"2021-08-02 05:14:41.281+00",940,"1"
"2021-08-02 05:14:41.281+00",1072,"2"
"2021-08-02 05:14:41.281+00",1248,"5"
"2021-08-02 05:14:41.281+00",180,"3"
"2021-08-02 05:14:41.281+00",1083,"0"
"2021-08-02 05:15:11.281+00",940,"1"
"2021-08-02 05:15:11.281+00",180,"3"
"2021-08-02 05:15:11.281+00",1083,"0"
"2021-08-02 05:15:11.281+00",1072,"2"
"2021-08-02 05:15:11.281+00",1113,"4"
"2021-08-02 05:15:11.281+00",1248,"5"
"2021-08-02 05:15:41.281+00",180,"3"
"2021-08-02 05:15:41.281+00",1083,"0"
"2021-08-02 05:15:41.281+00",1072,"2"
"2021-08-02 05:15:41.281+00",1113,"4"
"2021-08-02 05:15:41.281+00",1248,"5"
"2021-08-02 05:15:41.281+00",940,"1"
"2021-08-02 05:16:11.281+00",180,"3"
"2021-08-02 05:16:11.281+00",940,"1"
"2021-08-02 05:16:11.281+00",1113,"4"
"2021-08-02 05:16:11.281+00",1072,"2"
"2021-08-02 05:16:11.281+00",1083,"0"
"2021-08-02 05:16:11.281+00",1248,"5"
"2021-08-02 05:16:41.281+00",1072,"2"
"2021-08-02 05:16:41.281+00",1083,"0"
"2021-08-02 05:16:41.281+00",1248,"5"
"2021-08-02 05:16:41.281+00",180,"3"
"2021-08-02 05:16:41.281+00",940,"1"
"2021-08-02 05:16:41.281+00",1113,"4"
"2021-08-02 05:17:11.281+00",1113,"4"
"2021-08-02 05:17:11.281+00",180,"3"
"2021-08-02 05:17:11.281+00",1248,"5"
"2021-08-02 05:17:11.281+00",1072,"2"
"2021-08-02 05:17:11.281+00",1083,"0"
"2021-08-02 05:17:11.281+00",940,"1"
"2021-08-02 05:17:41.281+00",180,"3"
"2021-08-02 05:17:41.281+00",1248,"5"
"2021-08-02 05:17:41.281+00",940,"1"
"2021-08-02 05:17:41.281+00",1113,"4"
"2021-08-02 05:17:41.281+00",1072,"2"
"2021-08-02 05:17:41.281+00",1083,"0"
"2021-08-02 05:18:11.281+00",180,"3"
"2021-08-02 05:18:11.281+00",1072,"2"
"2021-08-02 05:18:11.281+00",1113,"4"
"2021-08-02 05:18:11.281+00",1083,"0"
"2021-08-02 05:18:11.281+00",940,"1"
"2021-08-02 05:18:11.281+00",1248,"5"
"2021-08-02 05:18:41.281+00",1072,"2"
"2021-08-02 05:18:41.281+00",1083,"0"
"2021-08-02 05:18:41.281+00",1248,"5"
"2021-08-02 05:18:41.281+00",1113,"4"
"2021-08-02 05:18:41.281+00",180,"3"
"2021-08-02 05:18:41.281+00",940,"1"
"2021-08-02 05:19:11.281+00",940,"1"
"2021-08-02 05:19:11.281+00",180,"3"
"2021-08-02 05:19:11.281+00",1248,"5"
"2021-08-02 05:19:11.281+00",1083,"0"
"2021-08-02 05:19:11.281+00",1072,"2"
"2021-08-02 05:19:11.281+00",1113,"4"
"2021-08-02 05:19:41.281+00",940,"1"
"2021-08-02 05:19:41.281+00",1113,"4"
"2021-08-02 05:19:41.281+00",180,"3"
"2021-08-02 05:19:41.281+00",1248,"5"
"2021-08-02 05:19:41.281+00",1083,"0"
"2021-08-02 05:19:41.281+00",1072,"2"
"2021-08-02 05:20:11.281+00",1083,"0"
"2021-08-02 05:20:11.281+00",180,"3"
"2021-08-02 05:20:11.281+00",940,"1"
"2021-08-02 05:20:11.281+00",1248,"5"
"2021-08-02 05:20:11.281+00",1113,"4"
"2021-08-02 05:20:11.281+00",1072,"2"
"2021-08-02 05:20:41.281+00",1072,"2"
"2021-08-02 05:20:41.281+00",940,"1"
"2021-08-02 05:20:41.281+00",180,"3"
"2021-08-02 05:20:41.281+00",1248,"5"
"2021-08-02 05:20:41.281+00",1083,"0"
"2021-08-02 05:20:41.281+00",1113,"4"
"2021-08-02 05:21:11.281+00",1113,"4"
"2021-08-02 05:21:11.281+00",1248,"5"
"2021-08-02 05:21:11.281+00",180,"3"
"2021-08-02 05:21:11.281+00",940,"1"
"2021-08-02 05:21:11.281+00",1072,"2"
"2021-08-02 05:21:11.281+00",1083,"0"
"2021-08-02 05:21:41.281+00",180,"3"
"2021-08-02 05:21:41.281+00",940,"1"
"2021-08-02 05:21:41.281+00",1113,"4"
"2021-08-02 05:21:41.281+00",1083,"0"
"2021-08-02 05:21:41.281+00",1072,"2"
"2021-08-02 05:21:41.281+00",1248,"5"
"2021-08-02 05:22:11.281+00",1084,"0"
"2021-08-02 05:22:11.281+00",1073,"2"
"2021-08-02 05:22:11.281+00",1114,"4"
"2021-08-02 05:22:11.281+00",941,"1"
"2021-08-02 05:22:11.281+00",180,"3"
"2021-08-02 05:22:11.281+00",1249,"5"
"2021-08-02 05:22:41.281+00",1114,"4"
"2021-08-02 05:22:41.281+00",1073,"2"
"2021-08-02 05:22:41.281+00",1084,"0"
"2021-08-02 05:22:41.281+00",1249,"5"
"2021-08-02 05:22:41.281+00",180,"3"
"2021-08-02 05:22:41.281+00",941,"1"
"2021-08-02 05:23:11.281+00",1249,"5"
"2021-08-02 05:23:11.281+00",180,"3"
"2021-08-02 05:23:11.281+00",941,"1"
"2021-08-02 05:23:11.281+00",1114,"4"
"2021-08-02 05:23:11.281+00",1073,"2"
"2021-08-02 05:23:11.281+00",1084,"0"
"2021-08-02 05:23:41.281+00",1114,"4"
"2021-08-02 05:23:41.281+00",180,"3"
"2021-08-02 05:23:41.281+00",941,"1"
"2021-08-02 05:23:41.281+00",1249,"5"
"2021-08-02 05:23:41.281+00",1073,"2"
"2021-08-02 05:23:41.281+00",1084,"0"
"2021-08-02 05:24:11.286+00",180,"3"
"2021-08-02 05:24:11.286+00",1073,"2"
"2021-08-02 05:24:11.286+00",1084,"0"
"2021-08-02 05:24:11.286+00",1249,"5"
"2021-08-02 05:24:11.286+00",941,"1"
"2021-08-02 05:24:11.286+00",1115,"4"
"2021-08-02 05:24:41.281+00",1105,"0"
"2021-08-02 05:24:41.281+00",989,"1"
"2021-08-02 05:24:41.281+00",186,"3"
"2021-08-02 05:24:41.281+00",1294,"5"
"2021-08-02 05:24:41.281+00",1120,"2"
"2021-08-02 05:24:41.281+00",1152,"4"
"2021-08-02 05:25:11.281+00",1105,"0"
"2021-08-02 05:25:11.281+00",1294,"5"
"2021-08-02 05:25:11.281+00",186,"3"
"2021-08-02 05:25:11.281+00",989,"1"
"2021-08-02 05:25:11.281+00",1152,"4"
"2021-08-02 05:25:11.281+00",1120,"2"
"2021-08-02 05:25:41.281+00",1120,"2"
"2021-08-02 05:25:41.281+00",186,"3"
"2021-08-02 05:25:41.281+00",1294,"5"
"2021-08-02 05:25:41.281+00",989,"1"
"2021-08-02 05:25:41.281+00",1105,"0"
"2021-08-02 05:25:41.281+00",1152,"4"
"2021-08-02 05:26:11.281+00",1105,"0"
"2021-08-02 05:26:11.281+00",1294,"5"
"2021-08-02 05:26:11.281+00",186,"3"
"2021-08-02 05:26:11.281+00",1152,"4"
"2021-08-02 05:26:11.281+00",989,"1"
"2021-08-02 05:26:11.281+00",1120,"2"
"2021-08-02 05:26:41.281+00",1152,"4"
"2021-08-02 05:26:41.281+00",1294,"5"
"2021-08-02 05:26:41.281+00",186,"3"
"2021-08-02 05:26:41.281+00",989,"1"
"2021-08-02 05:26:41.281+00",1120,"2"
"2021-08-02 05:26:41.281+00",1105,"0"
"2021-08-02 05:27:11.281+00",989,"1"
"2021-08-02 05:27:11.281+00",1294,"5"
"2021-08-02 05:27:11.281+00",186,"3"
"2021-08-02 05:27:11.281+00",1105,"0"
"2021-08-02 05:27:11.281+00",1152,"4"
"2021-08-02 05:27:11.281+00",1120,"2"
"2021-08-02 05:27:41.281+00",989,"1"
"2021-08-02 05:27:41.281+00",186,"3"
"2021-08-02 05:27:41.281+00",1294,"5"
"2021-08-02 05:27:41.281+00",1105,"0"
"2021-08-02 05:27:41.281+00",1120,"2"
"2021-08-02 05:27:41.281+00",1152,"4"
"2021-08-02 05:28:11.281+00",1105,"0"
"2021-08-02 05:28:11.281+00",1120,"2"
"2021-08-02 05:28:11.281+00",1152,"4"
"2021-08-02 05:28:11.281+00",1294,"5"
"2021-08-02 05:28:11.281+00",186,"3"
"2021-08-02 05:28:11.281+00",989,"1"
"2021-08-02 05:28:41.281+00",1294,"5"
"2021-08-02 05:28:41.281+00",989,"1"
"2021-08-02 05:28:41.281+00",186,"3"
"2021-08-02 05:28:41.281+00",1105,"0"
"2021-08-02 05:28:41.281+00",1120,"2"
"2021-08-02 05:28:41.281+00",1152,"4"
"2021-08-02 05:29:11.281+00",1120,"2"
"2021-08-02 05:29:11.281+00",1105,"0"
"2021-08-02 05:29:11.281+00",1294,"5"
"2021-08-02 05:29:11.281+00",186,"3"
"2021-08-02 05:29:11.281+00",989,"1"
"2021-08-02 05:29:11.281+00",1152,"4"
"2021-08-02 05:29:41.281+00",1294,"5"
"2021-08-02 05:29:41.281+00",1105,"0"
"2021-08-02 05:29:41.281+00",989,"1"
"2021-08-02 05:29:41.281+00",186,"3"
"2021-08-02 05:29:41.281+00",1120,"2"
"2021-08-02 05:29:41.281+00",1152,"4"
"2021-08-02 05:30:11.281+00",1105,"0"
"2021-08-02 05:30:11.281+00",1152,"4"
"2021-08-02 05:30:11.281+00",989,"1"
"2021-08-02 05:30:11.281+00",186,"3"
"2021-08-02 05:30:11.281+00",1294,"5"
"2021-08-02 05:30:11.281+00",1120,"2"
"2021-08-02 05:30:41.281+00",186,"3"
"2021-08-02 05:30:41.281+00",989,"1"
"2021-08-02 05:30:41.281+00",1152,"4"
"2021-08-02 05:30:41.281+00",1120,"2"
"2021-08-02 05:30:41.281+00",1105,"0"
"2021-08-02 05:30:41.281+00",1294,"5"
"2021-08-02 05:31:11.281+00",1120,"2"
"2021-08-02 05:31:11.281+00",989,"1"
"2021-08-02 05:31:11.281+00",186,"3"
"2021-08-02 05:31:11.281+00",1294,"5"
"2021-08-02 05:31:11.281+00",1152,"4"
"2021-08-02 05:31:11.281+00",1105,"0"
"2021-08-02 05:31:41.281+00",1105,"0"
"2021-08-02 05:31:41.281+00",989,"1"
"2021-08-02 05:31:41.281+00",186,"3"
"2021-08-02 05:31:41.281+00",1294,"5"
"2021-08-02 05:31:41.281+00",1120,"2"
"2021-08-02 05:31:41.281+00",1152,"4"
"2021-08-02 05:32:11.281+00",989,"1"
"2021-08-02 05:32:11.281+00",1120,"2"
"2021-08-02 05:32:11.281+00",1105,"0"
"2021-08-02 05:32:11.281+00",186,"3"
"2021-08-02 05:32:11.281+00",1294,"5"
"2021-08-02 05:32:11.281+00",1152,"4"
"2021-08-02 05:32:41.281+00",1295,"5"
"2021-08-02 05:32:41.281+00",1121,"2"
"2021-08-02 05:32:41.281+00",1153,"4"
"2021-08-02 05:32:41.281+00",1106,"0"
"2021-08-02 05:32:41.281+00",990,"1"
"2021-08-02 05:32:41.281+00",186,"3"
"2021-08-02 05:33:11.287+00",1153,"4"
"2021-08-02 05:33:11.287+00",1295,"5"
"2021-08-02 05:33:11.287+00",186,"3"
"2021-08-02 05:33:11.287+00",990,"1"
"2021-08-02 05:33:11.287+00",1121,"2"
"2021-08-02 05:33:11.287+00",1106,"0"
"2021-08-02 05:33:41.288+00",1295,"5"
"2021-08-02 05:33:41.288+00",1106,"0"
"2021-08-02 05:33:41.288+00",1121,"2"
"2021-08-02 05:33:41.288+00",1153,"4"
"2021-08-02 05:33:41.288+00",990,"1"
"2021-08-02 05:33:41.288+00",186,"3"
"2021-08-02 05:34:11.281+00",1106,"0"
"2021-08-02 05:34:11.281+00",1121,"2"
"2021-08-02 05:34:11.281+00",990,"1"
"2021-08-02 05:34:11.281+00",186,"3"
"2021-08-02 05:34:11.281+00",1295,"5"
"2021-08-02 05:34:11.281+00",1153,"4"
"2021-08-02 05:34:41.281+00",1106,"0"
"2021-08-02 05:34:41.281+00",1295,"5"
"2021-08-02 05:34:41.281+00",1121,"2"
"2021-08-02 05:34:41.281+00",1153,"4"
"2021-08-02 05:34:41.281+00",990,"1"
"2021-08-02 05:34:41.281+00",186,"3"
"2021-08-02 05:35:11.286+00",1192,"4"
"2021-08-02 05:35:11.286+00",1032,"1"
"2021-08-02 05:35:11.286+00",198,"3"
"2021-08-02 05:35:11.286+00",1331,"5"
"2021-08-02 05:35:11.286+00",1138,"0"
"2021-08-02 05:35:11.286+00",1165,"2"
"2021-08-02 05:35:41.281+00",1165,"2"
"2021-08-02 05:35:41.281+00",1032,"1"
"2021-08-02 05:35:41.281+00",1331,"5"
"2021-08-02 05:35:41.281+00",198,"3"
"2021-08-02 05:35:41.281+00",1138,"0"
"2021-08-02 05:35:41.281+00",1192,"4"
"2021-08-02 05:36:11.281+00",1138,"0"
"2021-08-02 05:36:11.281+00",1192,"4"
"2021-08-02 05:36:11.281+00",1331,"5"
"2021-08-02 05:36:11.281+00",198,"3"
"2021-08-02 05:36:11.281+00",1032,"1"
"2021-08-02 05:36:11.281+00",1165,"2"
"2021-08-02 05:36:41.281+00",1331,"5"
"2021-08-02 05:36:41.281+00",1138,"0"
"2021-08-02 05:36:41.281+00",1165,"2"
"2021-08-02 05:36:41.281+00",1192,"4"
"2021-08-02 05:36:41.281+00",1032,"1"
"2021-08-02 05:36:41.281+00",198,"3"
"2021-08-02 05:37:11.281+00",1192,"4"
"2021-08-02 05:37:11.281+00",1032,"1"
"2021-08-02 05:37:11.281+00",1331,"5"
"2021-08-02 05:37:11.281+00",198,"3"
"2021-08-02 05:37:11.281+00",1165,"2"
"2021-08-02 05:37:11.281+00",1138,"0"
"2021-08-02 05:37:41.281+00",1165,"2"
"2021-08-02 05:37:41.281+00",1331,"5"
"2021-08-02 05:37:41.281+00",198,"3"
"2021-08-02 05:37:41.281+00",1032,"1"
"2021-08-02 05:37:41.281+00",1192,"4"
"2021-08-02 05:37:41.281+00",1138,"0"
"2021-08-02 05:38:11.281+00",1165,"2"
"2021-08-02 05:38:11.281+00",1192,"4"
"2021-08-02 05:38:11.281+00",1138,"0"
"2021-08-02 05:38:11.281+00",1331,"5"
"2021-08-02 05:38:11.281+00",198,"3"
"2021-08-02 05:38:11.281+00",1032,"1"
"2021-08-02 05:38:41.281+00",1165,"2"
"2021-08-02 05:38:41.281+00",1138,"0"
"2021-08-02 05:38:41.281+00",1331,"5"
"2021-08-02 05:38:41.281+00",1032,"1"
"2021-08-02 05:38:41.281+00",1192,"4"
"2021-08-02 05:38:41.281+00",198,"3"
"2021-08-02 05:39:11.281+00",1331,"5"
"2021-08-02 05:39:11.281+00",1165,"2"
"2021-08-02 05:39:11.281+00",1138,"0"
"2021-08-02 05:39:11.281+00",198,"3"
"2021-08-02 05:39:11.281+00",1032,"1"
"2021-08-02 05:39:11.281+00",1192,"4"
"2021-08-02 05:39:41.281+00",1331,"5"
"2021-08-02 05:39:41.281+00",1165,"2"
"2021-08-02 05:39:41.281+00",1032,"1"
"2021-08-02 05:39:41.281+00",198,"3"
"2021-08-02 05:39:41.281+00",1192,"4"
"2021-08-02 05:39:41.281+00",1138,"0"
"2021-08-02 05:40:11.285+00",1138,"0"
"2021-08-02 05:40:11.285+00",1192,"4"
"2021-08-02 05:40:11.285+00",1165,"2"
"2021-08-02 05:40:11.285+00",1032,"1"
"2021-08-02 05:40:11.285+00",198,"3"
"2021-08-02 05:40:11.285+00",1331,"5"
"2021-08-02 05:40:41.281+00",1192,"4"
"2021-08-02 05:40:41.281+00",1138,"0"
"2021-08-02 05:40:41.281+00",1331,"5"
"2021-08-02 05:40:41.281+00",1032,"1"
"2021-08-02 05:40:41.281+00",1165,"2"
"2021-08-02 05:40:41.281+00",198,"3"
"2021-08-02 05:41:11.281+00",1032,"1"
"2021-08-02 05:41:11.281+00",1165,"2"
"2021-08-02 05:41:11.281+00",1138,"0"
"2021-08-02 05:41:11.281+00",1331,"5"
"2021-08-02 05:41:11.281+00",198,"3"
"2021-08-02 05:41:11.281+00",1192,"4"
"2021-08-02 05:41:41.281+00",1332,"5"
"2021-08-02 05:41:41.281+00",198,"3"
"2021-08-02 05:41:41.281+00",1033,"1"
"2021-08-02 05:41:41.281+00",1193,"4"
"2021-08-02 05:41:41.281+00",1139,"0"
"2021-08-02 05:41:41.281+00",1166,"2"
"2021-08-02 05:42:11.281+00",1332,"5"
"2021-08-02 05:42:11.281+00",1033,"1"
"2021-08-02 05:42:11.281+00",1193,"4"
"2021-08-02 05:42:11.281+00",1166,"2"
"2021-08-02 05:42:11.281+00",1139,"0"
"2021-08-02 05:42:11.281+00",198,"3"
"2021-08-02 05:42:41.281+00",1166,"2"
"2021-08-02 05:42:41.281+00",1139,"0"
"2021-08-02 05:42:41.281+00",198,"3"
"2021-08-02 05:42:41.281+00",1033,"1"
"2021-08-02 05:42:41.281+00",1193,"4"
"2021-08-02 05:42:41.281+00",1332,"5"
"2021-08-02 05:43:11.284+00",1139,"0"
"2021-08-02 05:43:11.284+00",1332,"5"
"2021-08-02 05:43:11.284+00",198,"3"
"2021-08-02 05:43:11.284+00",1033,"1"
"2021-08-02 05:43:11.284+00",1193,"4"
"2021-08-02 05:43:11.284+00",1166,"2"
"2021-08-02 05:43:41.281+00",1139,"0"
"2021-08-02 05:43:41.281+00",1332,"5"
"2021-08-02 05:43:41.281+00",1193,"4"
"2021-08-02 05:43:41.281+00",1033,"1"
"2021-08-02 05:43:41.281+00",1166,"2"
"2021-08-02 05:43:41.281+00",198,"3"
"2021-08-02 05:44:11.281+00",1033,"1"
"2021-08-02 05:44:11.281+00",198,"3"
"2021-08-02 05:44:11.281+00",1332,"5"
"2021-08-02 05:44:11.281+00",1193,"4"
"2021-08-02 05:44:11.281+00",1166,"2"
"2021-08-02 05:44:11.281+00",1139,"0"
"2021-08-02 05:44:41.281+00",198,"3"
"2021-08-02 05:44:41.281+00",1166,"2"
"2021-08-02 05:44:41.281+00",1139,"0"
"2021-08-02 05:44:41.281+00",1033,"1"
"2021-08-02 05:44:41.281+00",1193,"4"
"2021-08-02 05:44:41.281+00",1332,"5"
"2021-08-02 05:45:11.281+00",198,"3"
"2021-08-02 05:45:11.281+00",1332,"5"
"2021-08-02 05:45:11.281+00",1033,"1"
"2021-08-02 05:45:11.281+00",1139,"0"
"2021-08-02 05:45:11.281+00",1166,"2"
"2021-08-02 05:45:11.281+00",1193,"4"
"2021-08-02 05:45:41.281+00",1193,"4"
"2021-08-02 05:45:41.281+00",1033,"1"
"2021-08-02 05:45:41.281+00",198,"3"
"2021-08-02 05:45:41.281+00",1139,"0"
"2021-08-02 05:45:41.281+00",1166,"2"
"2021-08-02 05:45:41.281+00",1332,"5"
"2021-08-02 05:46:11.285+00",1193,"4"
"2021-08-02 05:46:11.285+00",1139,"0"
"2021-08-02 05:46:11.285+00",1166,"2"
"2021-08-02 05:46:11.285+00",198,"3"
"2021-08-02 05:46:11.285+00",1332,"5"
"2021-08-02 05:46:11.285+00",1033,"1"
"2021-08-02 05:46:41.281+00",1332,"5"
"2021-08-02 05:46:41.281+00",1033,"1"
"2021-08-02 05:46:41.281+00",198,"3"
"2021-08-02 05:46:41.281+00",1193,"4"
"2021-08-02 05:46:41.281+00",1166,"2"
"2021-08-02 05:46:41.281+00",1139,"0"
"2021-08-02 05:47:11.281+00",1332,"5"
"2021-08-02 05:47:11.281+00",1166,"2"
"2021-08-02 05:47:11.281+00",1139,"0"
"2021-08-02 05:47:11.281+00",1193,"4"
"2021-08-02 05:47:11.281+00",1033,"1"
"2021-08-02 05:47:11.281+00",198,"3"
"2021-08-02 05:47:41.281+00",1332,"5"
"2021-08-02 05:47:41.281+00",1166,"2"
"2021-08-02 05:47:41.281+00",1193,"4"
"2021-08-02 05:47:41.281+00",198,"3"
"2021-08-02 05:47:41.281+00",1033,"1"
"2021-08-02 05:47:41.281+00",1139,"0"
"2021-08-02 05:48:11.286+00",1140,"0"
"2021-08-02 05:48:11.286+00",1167,"2"
"2021-08-02 05:48:11.286+00",1194,"4"
"2021-08-02 05:48:11.286+00",1034,"1"
"2021-08-02 05:48:11.286+00",198,"3"
"2021-08-02 05:48:11.286+00",1332,"5"
"2021-08-02 05:48:41.281+00",1070,"1"
"2021-08-02 05:48:41.281+00",1233,"4"
"2021-08-02 05:48:41.281+00",1199,"2"
"2021-08-02 05:48:41.281+00",1172,"0"
"2021-08-02 05:48:41.281+00",1376,"5"
"2021-08-02 05:48:41.281+00",216,"3"
"2021-08-02 05:49:11.287+00",1199,"2"
"2021-08-02 05:49:11.287+00",1376,"5"
"2021-08-02 05:49:11.287+00",1070,"1"
"2021-08-02 05:49:11.287+00",1233,"4"
"2021-08-02 05:49:11.287+00",1172,"0"
"2021-08-02 05:49:11.287+00",216,"3"
"2021-08-02 05:49:41.281+00",1172,"0"
"2021-08-02 05:49:41.281+00",1376,"5"
"2021-08-02 05:49:41.281+00",216,"3"
"2021-08-02 05:49:41.281+00",1070,"1"
"2021-08-02 05:49:41.281+00",1199,"2"
"2021-08-02 05:49:41.281+00",1233,"4"
"2021-08-02 05:50:11.281+00",1070,"1"
"2021-08-02 05:50:11.281+00",1172,"0"
"2021-08-02 05:50:11.281+00",1199,"2"
"2021-08-02 05:50:11.281+00",1233,"4"
"2021-08-02 05:50:11.281+00",1376,"5"
"2021-08-02 05:50:11.281+00",216,"3"
"2021-08-02 05:50:41.281+00",1376,"5"
"2021-08-02 05:50:41.281+00",1172,"0"
"2021-08-02 05:50:41.281+00",1199,"2"
"2021-08-02 05:50:41.281+00",1233,"4"
