"time","completed_stages"
"2021-08-02 06:04:50.373+00",1511
"2021-08-02 06:05:00.376+00",1511
"2021-08-02 06:05:10.373+00",1511
"2021-08-02 06:05:20.373+00",1511
"2021-08-02 06:05:30.373+00",1511
"2021-08-02 06:05:40.373+00",1511
"2021-08-02 06:05:50.373+00",1511
"2021-08-02 06:06:00.373+00",1511
"2021-08-02 06:06:10.373+00",1511
"2021-08-02 06:06:20.389+00",1511
"2021-08-02 06:06:30.373+00",1511
"2021-08-02 06:06:40.373+00",1511
"2021-08-02 06:06:50.373+00",1511
"2021-08-02 06:07:00.373+00",1511
"2021-08-02 06:07:10.378+00",1511
"2021-08-02 06:07:20.375+00",1511
"2021-08-02 06:07:30.373+00",1511
"2021-08-02 06:07:40.373+00",1511
"2021-08-02 06:07:50.373+00",1511
"2021-08-02 06:08:00.373+00",1511
"2021-08-02 06:08:10.373+00",1511
"2021-08-02 06:08:20.373+00",1511
"2021-08-02 06:08:30.373+00",1511
"2021-08-02 06:08:40.373+00",1511
"2021-08-02 06:08:50.373+00",1511
"2021-08-02 06:09:00.373+00",1511
"2021-08-02 06:09:10.373+00",1511
"2021-08-02 06:09:20.373+00",1511
"2021-08-02 06:09:30.373+00",1511
"2021-08-02 06:09:40.373+00",1511
"2021-08-02 06:09:50.373+00",1511
"2021-08-02 06:10:00.373+00",1511
"2021-08-02 06:10:10.378+00",1511
"2021-08-02 06:10:20.373+00",1511
"2021-08-02 06:10:30.373+00",1511
"2021-08-02 06:10:40.373+00",1511
"2021-08-02 06:10:50.373+00",1511
"2021-08-02 06:11:00.373+00",1511
"2021-08-02 06:11:10.373+00",1511
"2021-08-02 06:11:20.373+00",1511
"2021-08-02 06:11:30.373+00",1511
"2021-08-02 06:11:40.373+00",1511
"2021-08-02 06:11:50.373+00",1511
"2021-08-02 06:12:00.373+00",1523
"2021-08-02 06:12:10.373+00",1539
"2021-08-02 06:12:20.373+00",1555
"2021-08-02 06:12:30.381+00",1571
"2021-08-02 06:12:40.373+00",1587
"2021-08-02 06:12:50.373+00",1603
"2021-08-02 06:13:00.373+00",1619
"2021-08-02 06:13:10.373+00",1635
"2021-08-02 06:13:20.373+00",1651
"2021-08-02 06:13:30.373+00",1667
"2021-08-02 06:13:40.373+00",1683
"2021-08-02 06:13:50.373+00",1699
"2021-08-02 06:14:00.373+00",1715
"2021-08-02 06:14:10.373+00",1731
"2021-08-02 06:14:20.373+00",1747
"2021-08-02 06:14:30.373+00",1763
"2021-08-02 06:14:40.376+00",1779
"2021-08-02 06:14:50.373+00",1795
"2021-08-02 06:15:00.373+00",1811
"2021-08-02 06:15:10.373+00",1827
"2021-08-02 06:15:20.373+00",1843
"2021-08-02 06:15:30.373+00",1859
"2021-08-02 06:15:40.373+00",1875
"2021-08-02 06:15:50.373+00",1891
"2021-08-02 06:16:00.373+00",1907
"2021-08-02 06:16:10.373+00",1923
"2021-08-02 06:16:20.373+00",1939
"2021-08-02 06:16:30.373+00",1955
"2021-08-02 06:16:40.373+00",1971
"2021-08-02 06:16:50.373+00",1987
"2021-08-02 06:17:00.373+00",1991
"2021-08-02 06:17:10.381+00",1991
"2021-08-02 06:17:20.373+00",1991
"2021-08-02 06:17:30.373+00",1991
"2021-08-02 06:17:40.373+00",1991
"2021-08-02 06:17:50.373+00",1991
"2021-08-02 06:18:00.373+00",1991
"2021-08-02 06:18:10.373+00",1991
"2021-08-02 06:18:20.373+00",1991
"2021-08-02 06:18:30.373+00",1991
"2021-08-02 06:18:40.373+00",1991
"2021-08-02 06:18:50.373+00",1991
"2021-08-02 06:19:00.373+00",1991
"2021-08-02 06:19:10.373+00",1991
"2021-08-02 06:19:20.373+00",1991
"2021-08-02 06:19:30.373+00",1991
"2021-08-02 06:19:40.373+00",1991
"2021-08-02 06:19:50.373+00",1991
"2021-08-02 06:20:00.373+00",1991
"2021-08-02 06:20:10.373+00",1991
"2021-08-02 06:20:20.373+00",1991
"2021-08-02 06:20:30.373+00",1991
"2021-08-02 06:20:40.373+00",1991
"2021-08-02 06:20:50.373+00",1991
"2021-08-02 06:21:00.373+00",1991
"2021-08-02 06:21:10.373+00",1991
"2021-08-02 06:21:20.373+00",1991
"2021-08-02 06:21:30.373+00",1991
"2021-08-02 06:21:40.373+00",1991
"2021-08-02 06:21:50.373+00",1991
"2021-08-02 06:22:00.373+00",1991
"2021-08-02 06:22:10.375+00",1991
"2021-08-02 06:22:20.373+00",1991
"2021-08-02 06:22:30.373+00",1991
"2021-08-02 06:22:40.373+00",1991
"2021-08-02 06:22:50.373+00",1991
"2021-08-02 06:23:00.373+00",1991
"2021-08-02 06:23:10.373+00",1991
"2021-08-02 06:23:20.373+00",1991
"2021-08-02 06:23:30.373+00",1991
"2021-08-02 06:23:40.373+00",1991
"2021-08-02 06:23:50.373+00",1991
"2021-08-02 06:24:00.373+00",1991
"2021-08-02 06:24:10.373+00",1991
"2021-08-02 06:24:20.373+00",1991
"2021-08-02 06:24:30.373+00",1991
"2021-08-02 06:24:40.373+00",1991
"2021-08-02 06:24:50.373+00",1991
"2021-08-02 06:25:00.373+00",1991
"2021-08-02 06:25:10.373+00",1991
"2021-08-02 06:25:20.373+00",1991
"2021-08-02 06:25:30.373+00",1991
"2021-08-02 06:25:40.376+00",1991
"2021-08-02 06:25:50.373+00",1991
"2021-08-02 06:26:00.373+00",1991
"2021-08-02 06:26:10.373+00",1994
"2021-08-02 06:26:20.373+00",2010
"2021-08-02 06:26:30.373+00",2026
"2021-08-02 06:26:40.392+00",2042
"2021-08-02 06:26:50.373+00",2058
"2021-08-02 06:27:00.382+00",2074
"2021-08-02 06:27:10.373+00",2090
"2021-08-02 06:27:20.373+00",2106
"2021-08-02 06:27:30.373+00",2122
"2021-08-02 06:27:40.373+00",2138
"2021-08-02 06:27:50.373+00",2154
"2021-08-02 06:28:00.373+00",2170
"2021-08-02 06:28:10.373+00",2186
"2021-08-02 06:28:20.373+00",2202
"2021-08-02 06:28:30.373+00",2218
"2021-08-02 06:28:40.375+00",2234
"2021-08-02 06:28:50.373+00",2250
"2021-08-02 06:29:00.373+00",2266
"2021-08-02 06:29:10.373+00",2282
"2021-08-02 06:29:20.373+00",2298
"2021-08-02 06:29:30.373+00",2314
"2021-08-02 06:29:40.373+00",2330
"2021-08-02 06:29:50.373+00",2346
"2021-08-02 06:30:00.373+00",2362
"2021-08-02 06:30:10.373+00",2378
"2021-08-02 06:30:20.373+00",2394
"2021-08-02 06:30:30.373+00",2410
"2021-08-02 06:30:40.373+00",2426
"2021-08-02 06:30:50.373+00",2442
"2021-08-02 06:31:00.373+00",2458
"2021-08-02 06:31:10.373+00",2471
"2021-08-02 06:31:20.373+00",2471
"2021-08-02 06:31:30.373+00",2471
"2021-08-02 06:31:40.373+00",2471
"2021-08-02 06:31:50.373+00",2471
"2021-08-02 06:32:00.373+00",2471
"2021-08-02 06:32:10.373+00",2471
"2021-08-02 06:32:20.373+00",2471
"2021-08-02 06:32:30.379+00",2471
"2021-08-02 06:32:40.373+00",2471
"2021-08-02 06:32:50.373+00",2471
"2021-08-02 06:33:00.38+00",2471
"2021-08-02 06:33:10.373+00",2471
"2021-08-02 06:33:20.373+00",2471
"2021-08-02 06:33:30.373+00",2471
"2021-08-02 06:33:40.373+00",2471
"2021-08-02 06:33:50.373+00",2471
"2021-08-02 06:34:00.373+00",2471
"2021-08-02 06:34:10.373+00",2471
"2021-08-02 06:34:20.373+00",2471
"2021-08-02 06:34:30.373+00",2471
"2021-08-02 06:34:40.373+00",2471
"2021-08-02 06:34:50.373+00",2471
